,geometry,class,bio_19_prec_coldest_quarter,bio_04_temp_seasonality,bio_02_mean_diurnal_range,bio_03_isothermality,bio_12_annual_prec,bio_15_prec_seasonality,bio_08_mean_temp_wettest_quarter,bio_13_prec_wettest_month,bio_17_prec_driest_quarter,bio_09_mean_temp_driest_quarter,bio_10_mean_temp_warmest_quarter,bio_01_annual_mean_temp,bio_14_prec_driest_month,bio_16_prec_wettest_quarter,bio_06_min_temp_coldest_month,bio_18_prec_warmest_quarter,bio_11_mean_temp_coldest_quarter,bio_05_max_temp_warmest_month,bio_07_temp_annual_range
132,POINT (34.665526 0.79611),1,454.0,69.92962,12.516666,82.3465,1535.0,45.41681,19.6,230.0,155.0,20.166666,20.5,19.608334,38.0,589.0,12.7,209.0,18.766666,27.9,15.2
133,POINT (34.7689 0.93371),1,457.0,87.10299,12.008333,79.0022,1257.0,46.962387,15.3,182.0,125.0,17.133333,17.483334,16.3625,28.0,457.0,9.6,162.0,15.3,24.8,15.199999
134,POINT (37.32643 -0.57318),1,60.0,97.627174,11.8,76.623375,1116.0,94.98192,21.266666,289.0,58.0,19.466667,21.35,20.441668,15.0,541.0,13.2,413.0,19.166666,28.6,15.400001
135,POINT (36.65172 -1.21822),1,96.0,140.85979,11.975,71.70659,1012.0,75.387405,17.783333,232.0,83.0,15.183333,18.383333,16.9125,24.0,499.0,9.5,202.0,14.9,26.2,16.7
136,POINT (37.4541 -0.5365),1,63.0,99.99621,11.283333,76.75738,1221.0,92.150154,20.716667,294.0,63.0,18.483334,20.85,19.858334,18.0,559.0,13.1,433.0,18.483334,27.8,14.699999
137,POINT (35.276148 0.9346573),1,360.0,80.193886,13.283333,81.49284,989.0,52.442856,17.0,150.0,93.0,18.433332,19.0,17.958334,20.0,379.0,10.6,230.0,16.983334,26.9,16.3
138,POINT (37.46408 -0.47389),1,146.0,98.91074,10.95,76.041664,1507.0,86.94396,18.95,345.0,146.0,16.75,19.133333,18.133333,32.0,707.0,11.6,490.0,16.75,26.0,14.4
139,POINT (36.1651 -0.176445),1,336.0,73.479546,13.666667,80.86785,1038.0,51.85852,15.883333,155.0,105.0,15.95,16.616667,15.608334,26.0,397.0,7.8,246.0,14.766666,24.7,16.900002
140,POINT (37.4569 -0.41337),1,196.0,98.19874,11.141666,76.83907,1724.0,82.17185,18.6,371.0,176.0,17.9,18.783333,17.795834,37.0,793.0,11.2,531.0,16.416666,25.7,14.500001
141,POINT (37.05557279 -0.53427365),1,131.0,103.38495,11.591667,73.832275,1313.0,82.19763,18.75,291.0,129.0,16.716667,18.933334,17.954166,39.0,635.0,10.7,420.0,16.55,26.4,15.7
142,POINT (35.13701 1.209044),1,460.0,85.26252,12.5,78.616356,1240.0,58.792416,16.316668,185.0,90.0,17.583334,18.033333,16.933332,18.0,484.0,9.9,266.0,15.933333,25.8,15.9
143,POINT (37.72824 -0.50537),1,17.0,113.26674,10.891666,75.114944,860.0,104.73082,22.7,218.0,17.0,20.216667,22.983334,21.804167,3.0,394.0,15.0,334.0,20.216667,29.5,14.5
144,POINT (36.2225 -0.115301),1,397.0,73.050415,12.483334,80.02137,1169.0,49.895573,13.866667,166.0,117.0,13.833334,14.5,13.55,30.0,425.0,6.4,248.0,12.666667,22.0,15.6
145,POINT (36.105 -0.15732),1,296.0,71.26562,14.35,81.07345,974.0,48.409252,17.5,155.0,105.0,17.533333,18.183334,17.216667,24.0,363.0,9.0,252.0,16.416666,26.7,17.7
146,POINT (36.7136013 -1.2202514),1,93.0,133.73706,11.733334,71.98364,1032.0,78.2546,18.9,241.0,82.0,16.266666,19.383333,17.941668,25.0,516.0,10.6,385.0,16.033333,26.9,16.3
147,POINT (36.2154 -0.05862),1,401.0,72.12152,13.183333,80.386185,1111.0,53.473873,13.716667,171.0,108.0,14.8,15.416667,14.483334,28.0,420.0,6.9,221.0,13.6,23.3,16.4
148,POINT (36.6828133 -1.3917111),1,80.0,130.94283,11.758333,72.13702,912.0,73.929596,19.6,198.0,67.0,17.166666,20.15,18.7625,20.0,442.0,11.3,332.0,16.9,27.6,16.3
149,POINT (36.16851 -0.07661),1,391.0,70.467865,13.375,81.06061,1108.0,54.24383,15.416667,169.0,105.0,15.45,16.066668,15.120833,27.0,411.0,7.5,225.0,14.283334,24.0,16.5
150,POINT (36.8118104 -1.3114041),1,77.0,120.78265,11.758333,73.489586,976.0,79.355415,20.65,227.0,64.0,18.199999,21.1,19.695833,19.0,490.0,12.4,365.0,18.033333,28.4,16.0
151,POINT (36.11021 -0.25034),1,259.0,73.06078,14.5,81.005585,870.0,44.60088,17.166666,133.0,103.0,17.216667,17.883333,16.883333,24.0,318.0,8.6,225.0,16.083334,26.5,17.9
152,POINT (35.130475 1.2644533),1,462.0,84.526306,12.266666,78.632484,1153.0,58.18099,15.716667,178.0,88.0,17.366667,17.783333,16.708334,18.0,462.0,9.8,236.0,15.716667,25.4,15.599999
153,POINT (37.3548904 -0.6789786),1,33.0,100.43372,11.425,75.16447,959.0,99.48379,22.516666,254.0,31.0,20.616667,22.516666,21.5625,6.0,481.0,14.4,376.0,20.333334,29.6,15.200001
154,POINT (35.1028248 1.1312688),1,382.0,89.56969,13.349999,79.46429,1069.0,54.89422,17.016666,152.0,87.0,18.7,19.2,18.05,19.0,399.0,10.6,248.0,16.983334,27.4,16.8
155,POINT (35.27245 1.02563),1,393.0,80.94493,13.041667,81.00414,1032.0,52.485973,16.466667,157.0,96.0,17.95,18.483334,17.429167,20.0,393.0,10.2,238.0,16.466667,26.3,16.099998
156,POINT (36.64176 -1.344176),1,73.0,134.16125,11.9,72.12121,867.0,74.4659,19.316666,189.0,62.0,16.866667,19.9,18.491667,17.0,425.0,11.0,323.0,16.583334,27.5,16.5
157,POINT (35.0912238 1.2786379),1,417.0,84.69532,12.508333,79.166664,1127.0,58.316967,16.416666,170.0,83.0,18.1,18.466667,17.3875,17.0,443.0,10.3,116.0,16.383333,26.1,15.8
158,POINT (37.48089637 -1.408468098),1,10.0,127.227875,11.158333,71.98925,717.0,103.15504,21.35,196.0,8.0,19.333334,22.2,20.8625,1.0,347.0,13.4,276.0,19.0,28.9,15.5
159,POINT (37.5034388 -2.9300924),1,40.0,159.5371,11.458333,69.44444,1015.0,84.42816,19.033333,203.0,34.0,15.983334,19.633333,17.929167,10.0,430.0,10.2,302.0,15.7,26.7,16.5
160,POINT (37.0520633333333 -0.581825),1,134.0,108.504814,11.491667,73.66453,1384.0,85.2949,18.833334,332.0,132.0,16.75,19.066668,18.0625,39.0,686.0,10.9,470.0,16.616667,26.5,15.6
161,POINT (36.61225 -1.28124),1,73.0,142.29985,12.366667,71.89922,841.0,72.26389,18.75,184.0,63.0,16.233334,19.45,17.941666,17.0,406.0,10.3,186.0,15.916666,27.5,17.2
162,POINT (36.997 -0.56745),1,143.0,102.21321,11.675,74.36306,1380.0,84.13337,18.133333,316.0,139.0,16.0,18.316666,17.279167,38.0,666.0,10.1,436.0,15.883333,25.8,15.699999
163,POINT (37.112393 -0.63085),1,104.0,113.186455,11.475,75.0,1284.0,90.36461,19.833334,326.0,94.0,17.816668,20.116667,19.145834,27.0,650.0,12.2,464.0,17.666668,27.5,15.3
164,POINT (37.62601476 -2.998274871),1,70.0,155.07268,11.941667,70.2451,1128.0,78.337036,21.066666,240.0,62.0,18.5,22.083334,20.370832,19.0,497.0,12.5,306.0,18.233334,29.5,17.0
165,POINT (37.65946 -0.318592),1,58.0,93.601135,10.841666,78.562805,1433.0,98.3204,20.133333,335.0,58.0,18.5,20.783333,19.804167,15.0,657.0,13.5,498.0,18.5,27.3,13.799999
166,POINT (37.298427 -0.62385),1,52.0,100.799835,11.9,75.31646,1044.0,97.457825,21.933332,278.0,47.0,20.083334,21.983334,21.033333,12.0,524.0,13.6,397.0,19.766666,29.4,15.799999
167,POINT (37.2979112 -1.4706062),1,45.0,131.69926,10.35,70.408165,1292.0,91.14302,18.083334,303.0,40.0,15.483334,18.466667,17.091667,11.0,569.0,10.2,505.0,15.166667,24.9,14.7
168,POINT (37.82998 -0.335613),1,5.0,116.21557,11.566667,75.59913,686.0,113.71266,23.416666,184.0,5.0,21.266666,24.116667,22.883333,0.0,337.0,15.6,274.0,21.266666,30.9,15.299999
169,POINT (37.2896832 -0.6675702),1,45.0,99.89387,11.783334,75.53419,1002.0,98.784515,22.216667,268.0,39.0,20.35,22.266666,21.333334,9.0,513.0,14.0,387.0,20.066668,29.6,15.6
170,POINT (37.52088 -0.51003),1,74.0,98.84464,11.208333,77.29886,1223.0,90.85595,20.216667,276.0,74.0,18.016666,20.383333,19.379166,21.0,538.0,12.8,414.0,18.016666,27.3,14.499999
171,POINT (37.44187 -1.32801),1,13.0,126.193535,11.008333,72.90287,723.0,101.6214,21.55,191.0,9.0,19.533333,22.366667,21.054167,2.0,337.0,13.8,284.0,19.2,28.9,15.099999
172,POINT (37.405589 -0.5527545),1,63.0,98.68068,11.616667,76.42544,1139.0,91.69186,20.7,272.0,63.0,18.533333,20.833334,19.866667,18.0,515.0,12.8,399.0,18.533333,28.0,15.2
173,POINT (37.3327941 -1.4047617),1,12.0,131.7273,10.891666,71.6557,690.0,98.31255,20.783333,173.0,9.0,18.683334,21.633333,20.270834,2.0,309.0,13.0,279.0,18.333334,28.2,15.200001
174,POINT (37.2440674 -1.4391589),1,18.0,129.84256,10.916667,71.35076,853.0,94.08726,19.466667,197.0,17.0,16.933334,19.883333,18.5,4.0,369.0,11.3,333.0,16.616667,26.6,15.3
175,POINT (37.4596359 -1.2350989),1,12.0,123.06919,11.125,73.190796,714.0,103.50064,21.85,192.0,9.0,19.85,22.616667,21.3375,2.0,337.0,14.1,280.0,19.533333,29.3,15.199999
176,POINT (37.5912438 -0.3977889),1,107.0,94.55939,10.925,77.48227,1515.0,92.22887,19.716667,357.0,107.0,17.616667,19.9,18.9125,25.0,689.0,12.5,518.0,17.616667,26.6,14.1
177,POINT (37.83991685 -0.381526441),1,3.0,118.18706,11.616667,74.946236,672.0,115.086555,23.466667,181.0,3.0,21.283333,24.216667,22.95,0.0,333.0,15.5,272.0,21.283333,31.0,15.5
178,POINT (37.1616338 -1.5344537),1,15.0,134.40878,11.825,72.10365,641.0,91.13365,19.9,145.0,13.0,17.333334,20.383333,18.954166,3.0,289.0,11.3,258.0,17.0,27.7,16.400002
179,POINT (37.0305143 -0.6272506),1,132.0,109.83114,11.583333,74.25214,1415.0,86.86945,18.85,340.0,126.0,16.766666,19.1,18.091667,38.0,712.0,11.0,484.0,16.616667,26.6,15.6
180,POINT (37.2547153 -1.3774947),1,14.0,124.97272,11.366667,73.333336,698.0,93.17354,20.05,171.0,13.0,18.15,20.983334,19.65,3.0,308.0,12.3,267.0,17.833334,27.8,15.499999
181,POINT (37.4149686 -0.4487697),1,173.0,96.72967,11.308333,76.40766,1632.0,85.26154,18.85,369.0,165.0,18.1,19.033333,18.054167,37.0,777.0,11.3,518.0,16.716667,26.1,14.8
182,POINT (39.4235019 -4.3741836),1,262.0,155.48251,8.125,64.48412,1294.0,76.281845,25.483334,309.0,104.0,27.150002,27.416666,25.670834,18.0,654.0,19.6,110.0,23.7,32.2,12.6
183,POINT (36.1867264 -0.2658143),1,260.0,78.663086,14.233334,80.41431,867.0,45.680965,16.283333,133.0,103.0,16.416666,17.1,16.033333,25.0,320.0,7.9,222.0,15.133333,25.6,17.7
184,POINT (37.5062 -0.46959),1,134.0,98.49916,10.941667,76.51515,1473.0,88.203804,19.016666,341.0,134.0,16.833334,19.216667,18.204166,31.0,689.0,11.7,488.0,16.833334,26.0,14.3
185,POINT (34.8190985 -0.2015921),1,242.0,68.00595,11.991667,84.44835,1199.0,37.193188,23.033333,182.0,225.0,23.483334,23.666666,22.829166,56.0,469.0,15.9,269.0,21.933334,30.1,14.200001
186,POINT (34.0804772 0.1359984),1,170.0,60.31954,11.675,83.992805,1148.0,47.83972,22.783333,199.0,170.0,21.683332,23.216667,22.470833,40.0,473.0,15.8,256.0,21.683332,29.7,13.900001
187,POINT (37.4914015 -0.6879248),1,23.0,105.572014,11.8,77.12419,891.0,100.35262,22.566666,224.0,23.0,20.266666,22.733334,21.7,4.0,425.0,14.6,349.0,20.266666,29.9,15.299999
188,POINT (34.8391333 -0.1547748),1,244.0,70.03246,13.099999,83.97436,1239.0,38.49364,23.25,193.0,230.0,23.8,24.0,23.1,58.0,490.0,15.6,277.0,22.2,31.2,15.6
189,POINT (37.46312 -0.605488),1,37.0,100.49497,11.883333,77.164505,1010.0,96.69206,21.916666,249.0,37.0,19.716667,22.066668,21.058334,8.0,473.0,13.9,378.0,19.716667,29.3,15.4
190,POINT (37.50348991 -0.418800298),1,193.0,100.07856,10.991667,76.8648,1756.0,82.738304,18.616667,382.0,179.0,17.95,18.833334,17.820833,37.0,798.0,11.4,550.0,16.4,25.7,14.300001
191,POINT (36.23458 -0.25462),1,320.0,73.55682,13.316667,80.22088,1006.0,49.298748,14.883333,148.0,96.0,14.933333,15.6,14.616667,26.0,378.0,7.0,217.0,13.75,23.6,16.6
192,POINT (36.6749358 -1.2721495),1,82.0,136.03906,11.808333,72.00204,928.0,75.13172,18.683334,211.0,73.0,16.116667,19.233334,17.795834,21.0,456.0,10.4,353.0,15.85,26.8,16.4
193,POINT (37.6842283 -3.039685),1,48.0,161.57545,12.058333,69.300766,941.0,83.70989,21.9,218.0,45.0,19.216667,22.966667,21.179167,14.0,430.0,13.1,249.0,18.966667,30.5,17.4
194,POINT (35.86498 -0.928184),1,163.0,91.61327,12.958333,80.48654,894.0,44.216488,16.166666,165.0,151.0,14.316667,16.433332,15.445833,46.0,356.0,8.0,312.0,14.15,24.1,16.1
195,POINT (34.4907171 0.3690245),1,430.0,68.5607,12.425,83.9527,1775.0,42.58077,21.683334,284.0,238.0,22.466667,22.716667,21.8625,53.0,687.0,14.9,293.0,20.966667,29.7,14.800001
196,POINT (39.3554756 -4.3881297),1,254.0,158.70868,8.441667,64.9359,1260.0,73.34151,25.55,291.0,106.0,27.3,27.566668,25.770834,19.0,619.0,19.5,115.0,23.766666,32.5,13.0
197,POINT (37.5542852 -0.4680417),1,66.0,98.95188,11.041667,77.214455,1243.0,93.32251,20.483334,289.0,66.0,18.283333,20.65,19.6375,19.0,550.0,13.1,431.0,18.283333,27.4,14.299999
198,POINT (34.9723436 -0.2704773),1,236.0,65.935875,13.291667,84.124466,1151.0,37.029076,23.1,174.0,214.0,23.55,23.766666,22.895834,54.0,450.0,15.4,257.0,22.066666,31.2,15.800001
199,POINT (34.9498236 -0.1123415),1,240.0,70.133804,12.908334,83.27957,1207.0,38.453934,23.066668,194.0,221.0,23.483334,23.716667,22.8125,58.0,474.0,15.5,268.0,21.916666,31.0,15.5
200,POINT (34.3280867 -1.1125095),1,162.0,61.95519,11.741667,81.53935,1271.0,48.742928,21.95,217.0,162.0,20.783333,22.366667,21.645834,44.0,519.0,14.5,290.0,20.783333,28.9,14.4
201,POINT (36.7758961 -1.4067127),1,63.0,124.76036,11.883333,72.903885,816.0,74.73643,20.416666,180.0,53.0,18.0,20.916666,19.516666,16.0,388.0,12.0,301.0,17.766666,28.3,16.3
202,POINT (34.4097408 -1.0623482),1,188.0,62.389294,11.666666,81.58508,1349.0,45.482563,21.583334,224.0,188.0,20.383333,21.983334,21.233334,50.0,531.0,14.2,297.0,20.383333,28.5,14.3
203,POINT (35.12113 1.02874),1,381.0,91.23209,13.358334,79.51389,1043.0,53.948013,16.916668,156.0,88.0,18.683332,19.133333,17.9875,19.0,400.0,10.5,239.0,16.866667,27.3,16.8
204,POINT (36.6571219 -1.460546),1,85.0,129.90965,12.233334,73.253494,934.0,73.93754,19.75,202.0,68.0,17.45,20.366667,18.991667,20.0,455.0,11.3,190.0,17.133333,28.0,16.7
205,POINT (35.4396694 2.2449935),1,124.0,55.89999,13.691667,87.76709,411.0,56.247074,26.683332,72.0,41.0,26.1,26.816666,26.070833,10.0,170.0,18.4,121.0,25.433334,34.0,15.6
206,POINT (35.32052 1.03927),1,418.0,78.334946,12.216667,80.905075,1180.0,45.704605,14.9,164.0,131.0,16.316668,16.866667,15.85,32.0,418.0,9.0,254.0,14.9,24.1,15.1
207,POINT (34.526702 -0.9189462),1,250.0,65.648,11.691667,81.19212,1452.0,40.62135,21.05,220.0,250.0,19.816666,21.483334,20.6625,61.0,555.0,13.7,289.0,19.816666,28.1,14.400001
208,POINT (34.4525769 -1.0651551),1,206.0,66.48082,11.616667,80.671295,1431.0,44.687687,21.466667,235.0,206.0,20.183332,21.883333,21.083334,55.0,565.0,14.0,308.0,20.183332,28.4,14.4
209,POINT (34.932228 -0.1793386),1,238.0,68.31854,13.15,84.29487,1189.0,38.38311,23.183334,186.0,220.0,23.666666,23.866667,22.991667,57.0,470.0,15.6,265.0,22.116667,31.2,15.6
210,POINT (34.544012 -1.1260291),1,214.0,68.20618,11.758333,81.09196,1417.0,41.26738,21.316668,217.0,214.0,20.0,21.733334,20.929167,54.0,552.0,13.8,315.0,20.0,28.3,14.499999
211,POINT (34.1957768 0.1865098),1,282.0,61.24189,11.674999,83.992805,1496.0,43.175747,22.566666,248.0,231.0,22.766666,23.016666,22.2375,49.0,581.0,15.6,279.0,21.45,29.5,13.9
212,POINT (34.9473893 0.6426725),1,540.0,77.927704,12.9,82.1656,1467.0,51.087074,19.45,208.0,142.0,19.916666,20.383333,19.4,36.0,555.0,12.2,334.0,18.416666,27.9,15.7
213,POINT (34.8377534 0.9366649),1,420.0,95.54766,13.141666,79.16667,1240.0,50.60408,18.0,172.0,109.0,18.933332,19.3,18.070833,24.0,466.0,10.8,148.0,16.933334,27.4,16.599998
214,POINT (34.2749779 -0.0978012),1,211.0,66.4181,12.033333,82.98851,1194.0,44.91661,22.45,199.0,202.0,22.766666,23.0,22.175,43.0,485.0,15.3,232.0,21.3,29.8,14.499999
215,POINT (35.89853636 -0.96993428),1,137.0,97.12536,13.25,79.819275,825.0,44.723682,16.383333,150.0,129.0,14.466667,16.7,15.666667,39.0,330.0,8.0,293.0,14.283333,24.6,16.6
216,POINT (37.6488487 -0.6801384),1,13.0,105.10007,10.791667,75.99765,864.0,106.18306,21.583334,223.0,13.0,19.666666,22.166668,21.1125,3.0,404.0,14.5,343.0,19.666666,28.7,14.200001
217,POINT (35.22098 0.982222),1,367.0,83.715775,13.35,80.909096,989.0,53.43984,16.9,151.0,88.0,18.433334,18.966667,17.891666,18.0,386.0,10.5,228.0,16.866667,27.0,16.5
218,POINT (37.733 -3.176272),1,33.0,162.62057,12.016666,69.86435,751.0,91.20521,22.733334,200.0,32.0,20.066668,23.866667,22.05,10.0,374.0,14.1,198.0,19.85,31.3,17.199999
219,POINT (37.7230122 -3.0726432),1,37.0,162.96205,12.008333,69.01341,830.0,88.073944,22.35,207.0,36.0,19.633333,23.45,21.629168,11.0,394.0,13.6,215.0,19.416666,31.0,17.4
220,POINT (35.66428712 -0.854850796),1,206.0,80.74815,13.041667,81.00414,1053.0,40.8388,16.3,179.0,196.0,15.116667,16.566666,15.654167,59.0,415.0,8.2,346.0,14.566667,24.3,16.099998
221,POINT (34.0517858 0.0835315),1,135.0,59.600937,11.5,84.55882,1012.0,51.8747,22.816666,182.0,135.0,21.683334,23.183332,22.475,32.0,433.0,15.9,236.0,21.683334,29.5,13.6
222,POINT (35.5881825 1.0551177),1,370.0,68.626945,12.458333,82.505516,1082.0,47.88062,16.8,147.0,121.0,17.016666,17.566666,16.6375,28.0,371.0,9.4,258.0,15.833333,24.5,15.1
223,POINT (35.0520498 0.630612),1,518.0,76.02206,12.875,82.53205,1277.0,55.017967,17.416666,210.0,119.0,18.816666,19.333332,18.379168,31.0,518.0,11.2,277.0,17.416666,26.8,15.599999
224,POINT (35.8670144 -1.088047),1,101.0,99.72975,13.708333,80.63725,784.0,54.284046,18.033333,148.0,86.0,15.966667,18.2,17.2125,27.0,340.0,9.1,307.0,15.75,26.1,17.0
225,POINT (37.5884336 -2.894053569),1,59.0,151.87404,12.291667,71.050095,1033.0,79.9693,20.983334,217.0,47.0,18.366667,21.916668,20.245834,14.0,451.0,12.3,276.0,18.133333,29.6,17.3
226,POINT (37.6911151 -0.4674532),1,27.0,104.57708,11.266666,76.64399,1073.0,102.67964,21.133333,262.0,27.0,19.233334,21.783333,20.7,6.0,499.0,13.9,401.0,19.233334,28.6,14.700001
227,POINT (37.46388 -2.71889),1,32.0,150.77765,13.208333,72.97422,755.0,83.58058,22.55,165.0,24.0,19.8,23.333334,21.695833,8.0,337.0,13.3,193.0,19.583334,31.4,18.099998
228,POINT (34.9622034 0.9743511),1,395.0,93.35497,13.3,79.16667,1144.0,51.414497,18.433332,161.0,101.0,19.2,19.6,18.433332,23.0,429.0,11.0,138.0,17.3,27.8,16.8
229,POINT (35.0087176 0.6314635),1,520.0,77.37157,12.75,82.25807,1268.0,54.238663,17.366667,211.0,120.0,18.8,19.333332,18.35,30.0,520.0,11.3,263.0,17.366667,26.8,15.499999
230,POINT (35.95504539 -1.089464671),1,98.0,104.91249,13.525,79.55882,752.0,54.563644,18.216667,144.0,85.0,16.116667,18.466667,17.404167,26.0,329.0,9.4,290.0,15.866667,26.4,17.0
231,POINT (34.9880713 1.0186541),1,378.0,98.637505,13.358334,79.04339,1114.0,51.748196,18.3,159.0,99.0,19.166666,19.566668,18.320833,23.0,419.0,10.8,136.0,17.116667,27.7,16.900002
232,POINT (36.1189362 -0.2925258),1,236.0,68.018486,14.466667,82.19697,822.0,42.80864,17.5,130.0,104.0,17.55,18.15,17.241667,24.0,294.0,9.0,222.0,16.466667,26.6,17.6
233,POINT (36.6000688 -1.2380939),1,86.0,145.37503,12.308333,71.56008,955.0,73.99018,18.033333,212.0,76.0,15.483334,18.783333,17.229166,21.0,471.0,9.7,200.0,15.166667,26.9,17.2
234,POINT (36.7825261 -1.8546139),1,31.0,129.53514,11.841666,72.64826,565.0,73.55849,20.15,121.0,25.0,17.783333,20.65,19.295834,5.0,258.0,11.5,221.0,17.4,27.8,16.3
235,POINT (37.2372161 -0.6430817),1,62.0,105.75397,12.174999,76.09375,1090.0,100.04995,21.75,306.0,53.0,19.883333,21.916666,20.970833,13.0,572.0,13.5,422.0,19.583334,29.5,16.0
236,POINT (37.235621 -0.5599069),1,87.0,104.16605,11.691667,75.43011,1217.0,92.47195,20.533333,311.0,81.0,18.7,20.733334,19.8125,23.0,605.0,12.6,436.0,18.45,28.1,15.5
237,POINT (35.2106801 1.0580648),1,375.0,83.298485,13.25,80.79269,1032.0,54.257034,17.0,154.0,89.0,18.533333,19.05,17.975,19.0,393.0,10.6,243.0,16.966667,27.0,16.4
238,POINT (37.4958208 -2.8119982),1,56.0,152.7178,12.466667,71.2381,922.0,78.486115,21.466667,195.0,44.0,18.800001,22.333334,20.7,13.0,415.0,12.6,233.0,18.55,30.1,17.5
239,POINT (35.0534424 0.8097101),1,474.0,81.995705,13.175,81.32716,1172.0,56.183487,17.633333,185.0,100.0,19.233334,19.683334,18.6625,24.0,474.0,11.3,251.0,17.633333,27.5,16.2
240,POINT (35.6008312 -0.9982082),1,136.0,87.44696,13.683333,80.4902,925.0,46.952072,17.366667,165.0,127.0,15.733334,17.75,16.783333,36.0,378.0,8.8,256.0,15.55,25.8,17.0
241,POINT (37.3611863 -0.6328785),1,38.0,98.66054,11.625,75.487015,1004.0,98.46885,22.2,263.0,37.0,20.366667,22.216667,21.270834,8.0,493.0,14.0,386.0,20.05,29.4,15.4
242,POINT (34.87029 0.99319),1,396.0,93.76288,13.375,79.142006,1174.0,50.40746,18.683332,166.0,102.0,19.483334,19.883333,18.6875,23.0,441.0,11.2,139.0,17.566666,28.1,16.900002
243,POINT (35.61245 0.95475),1,293.0,67.245605,13.5,85.44304,767.0,55.26266,21.966667,113.0,71.0,22.733334,23.4,22.458334,19.0,299.0,14.8,184.0,21.666666,30.6,15.8
244,POINT (39.15319 -4.57847),1,204.0,159.12164,9.016666,65.33816,1125.0,65.161064,27.166666,229.0,121.0,27.9,28.133333,26.316666,23.0,516.0,19.6,142.0,24.316666,33.4,13.800001
245,POINT (34.02947606 0.13556866),1,143.0,59.255173,11.541666,84.245735,1050.0,49.287254,22.866667,181.0,143.0,21.783333,23.283333,22.554167,35.0,436.0,15.9,242.0,21.783333,29.6,13.700001
246,POINT (34.223145 -0.931085),1,127.0,63.82239,12.175,81.7114,1082.0,55.85018,22.883333,196.0,127.0,21.733334,23.366667,22.6125,36.0,467.0,15.2,246.0,21.733334,30.1,14.900001
247,POINT (37.715767203758105 -2.304178703766572),0,10.0,149.77951,11.291667,69.274025,630.0,100.292175,22.766666,163.0,10.0,20.016666,23.766666,22.154167,2.0,316.0,14.4,227.0,20.016666,30.7,16.300001
248,POINT (38.36255420832416 -3.43605596175717),0,77.0,160.43207,9.741667,66.26984,1046.0,72.24878,21.216667,192.0,77.0,18.25,22.133333,20.329166,21.0,432.0,13.5,238.0,18.25,28.2,14.700001
249,POINT (39.00934121289021 -4.001994590752469),0,109.0,149.81049,9.466666,67.13949,701.0,48.702,24.866667,105.0,97.0,22.116667,25.65,23.975,28.0,257.0,17.2,131.0,22.066666,31.3,14.099998
250,POINT (35.69455781448918 1.899936825912787),0,162.0,63.834255,12.575001,84.395966,518.0,54.217987,24.166666,86.0,55.0,23.666666,24.35,23.479166,14.0,206.0,16.3,145.0,22.716667,31.2,14.900002
251,POINT (37.23067695033356 1.333998196917489),0,25.0,76.70659,10.691667,79.78856,638.0,90.67821,20.483334,155.0,22.0,18.666666,20.533333,19.545834,7.0,313.0,13.1,258.0,18.65,26.5,13.4
252,POINT (37.14982857476281 1.57654332362976),0,18.0,74.49323,11.9,82.63889,403.0,90.825966,23.916666,101.0,15.0,22.166666,23.966667,23.008333,3.0,199.0,15.9,169.0,22.15,30.3,14.4
253,POINT (37.79661557932886 -1.819088450342031),0,9.0,133.42232,11.116667,70.8068,698.0,105.319786,22.633333,200.0,9.0,20.266666,23.633333,22.183332,1.0,363.0,14.6,246.0,20.266666,30.3,15.699999
254,POINT (39.81782496859778 -1.172301445775975),0,30.0,137.54341,9.75,69.642845,448.0,90.377,28.05,103.0,30.0,25.716667,29.150002,27.6,5.0,205.0,20.9,153.0,25.716667,34.9,14.000002
255,POINT (38.76679608617795 -1.738240074771274),0,21.0,136.53381,9.508333,68.90096,653.0,105.308655,26.283333,182.0,21.0,23.833334,27.283333,25.7625,6.0,361.0,19.1,210.0,23.833334,32.9,13.800001
256,POINT (36.907283448050535 1.010604694634461),0,75.0,75.52342,11.95,81.29252,831.0,80.497444,20.0,202.0,75.0,18.15,20.0,18.958334,18.0,416.0,11.8,416.0,18.15,26.5,14.7
257,POINT (40.22206684645157 -1.657391699200518),0,95.0,130.87917,8.858334,67.10858,540.0,51.694103,27.366667,82.0,69.0,28.883333,28.9,27.379166,9.0,197.0,21.3,126.0,25.7,34.5,13.200001
