,geometry,class,temperature_2m_min,temperature_2m,temperature_2m_max,total_precipitation_sum,surface_pressure,u_component_of_wind_10m,total_evaporation_sum,v_component_of_wind_10m,dewpoint_temperature_2m,volumetric_soil_water_layer_1,soil_temperature_level_1
360,POINT (38.524250959465675 0.040424187785378),0,294.2537709342109,300.68035980865085,308.3854982588026,0.03317463131239973,96473.18759377912,-0.9715868936545632,-0.03528472384075738,2.0505859415228738,289.87245634142005,0.15448297444506792,303.4318747098033
361,POINT (34.80522568321086 0.040424187785378),0,287.9455786810981,294.09552289942656,301.42410447862414,0.14743596912704537,85515.2801485754,0.002832807414593626,-0.11406005160339798,-0.13230151342615393,288.6047768984502,0.3224862922459498,295.3421231577928
362,POINT (40.54546034873459 3.112662459474142),0,293.3727848264906,299.8069377896672,306.98053603702124,0.03329388023490007,95087.11036919305,-1.1122039921637,-0.03210026195867815,2.287135009745345,288.6946717546874,0.2048779614891277,302.75099297524685
363,POINT (35.290315936635395 2.142481952625058),0,290.7065315246582,297.81023042274967,305.40573014153375,0.07491194707477386,88685.38120706771,-0.8972572969186692,-0.06453035731101409,-0.42299868845289273,286.8900790875961,0.11060886863496035,301.11464026819596
364,POINT (39.332734715173245 1.091453070205218),0,295.6040988498264,301.93202449944016,309.01934719085693,0.02415324434256516,98604.44344094413,-2.2111711277684276,-0.023628215363714844,3.7781272045404872,290.62439556194397,0.12967777086676163,304.8874403186109
365,POINT (35.04777080992313 1.495694948059003),0,287.9393788443671,295.1121847403608,302.90652137332495,0.07397171795193648,85450.46353564248,-0.9907439303352241,-0.06794967393054524,-0.06709542548070345,285.204106192847,0.2128511168493804,297.4573671152277
366,POINT (37.87746395489962 2.142481952625058),0,292.9825220108032,299.29621952183,306.3374336030748,0.02763617760223775,93407.5059571873,-3.38054188638392,-0.02687930503937726,2.1848106262655724,288.48756848224707,0.1582964461104742,301.6499244097969
367,POINT (35.69455781448918 -0.28296931449765),0,280.40538088480633,286.8478244459159,293.87431155310736,0.20962502240546177,74587.67160824566,-0.915627397753291,-0.0995642156792908,-0.229278810296205,281.3567071438581,0.41040618394146444,288.95795338767806
368,POINT (36.66473832133826 -1.091453070205219),0,283.0239710277981,289.59160231990865,296.98821385701496,0.07107042482155193,79799.34567705583,-1.5189221249884093,-0.062248223894534424,-0.21112949303767345,283.98951155186353,0.40412030386255604,290.45885328078646
369,POINT (37.47322207704583 -1.899936825912788),0,287.6473910013835,294.0289778111017,301.6921327379015,0.05761152104610498,87422.87465419852,-1.6696504508614733,-0.05663527289612426,0.1478759691700856,287.3895766308265,0.22241577255669576,296.21771318224614
370,POINT (38.8476444617487 -3.759449464040197),0,292.165258831448,297.66812030206006,305.6558136410183,0.04115757369158297,95887.07526959117,-0.9968991214066109,-0.039554568783690534,1.5026277474263148,291.6549485121725,0.18848504540034305,299.97238784050273
371,POINT (36.74558669690902 2.142481952625058),0,291.94133366478815,298.2632354289964,305.4474629296197,0.05711793389617697,88861.26604855576,-1.58591196970759,-0.05509311505334659,0.23449480489048435,286.73613613726616,0.1194465875424251,304.2969828343726
372,POINT (39.57527984188552 1.172301445775975),0,295.12286218007404,301.4050280752133,308.41888279385034,0.025743806447330073,97999.12651678287,-2.0628078613159953,-0.02459314861981612,3.569766325773568,290.51008945867835,0.1493212559236024,304.9238130905458
373,POINT (38.36255420832416 1.819088450342031),0,295.0848107867771,301.594555520086,308.56464438968237,0.02853721899944175,97021.4335825162,-3.0758653630734685,-0.027575446790756866,2.933295065386775,289.5609914180335,0.15431810184014594,304.98543033343435
374,POINT (35.12861918549388 -0.929756319063705),0,284.42028035057916,291.58420706163525,299.79752360449896,0.12804343558880318,81704.76266631325,-0.9349507097356076,-0.10300579196256068,0.17591016357666395,285.5165641213207,0.3975605315811314,292.46955425601936
375,POINT (40.62630872430535 1.899936825912787),0,295.18732823265924,301.6603469119969,308.9827021492852,0.0300587374533974,98224.04676711408,-1.510743911694109,-0.027758814776057586,2.873493455712392,290.60369023569706,0.18536651573772264,305.04435833858395
376,POINT (38.524250959465675 -3.112662459474143),0,292.31718836890326,298.1839652756719,306.28581598069934,0.03618367608462071,94908.29045460433,-1.0556870306700132,-0.03568399454363518,1.2149737086874033,290.5834556477387,0.18950165071966246,300.7349700702777
377,POINT (39.73697659302703 -1.980785201483545),0,295.1619165208605,300.6429115994684,308.46672195858423,0.03217998040665483,99968.45346690997,-1.2267880252215329,-0.03188474593399507,2.533787789190165,293.1498767391504,0.14638742853950207,303.6490416567997
378,POINT (34.88607405878161 3.67860108846944),0,293.46004422505695,301.2946449582601,309.13628482818604,0.046781852967947346,93365.82852537959,-2.5098354006694787,-0.04591108939429331,0.9952416293801846,288.37293005629385,0.06500033879697632,305.2819360578867
379,POINT (38.68594771060719 -2.789268957191115),0,293.59249062008325,299.18135708837855,307.2898169623481,0.037014285384277125,96576.84203585495,-1.300063906451057,-0.03621083470190772,1.8521518229993896,291.1694230616504,0.19261574736321724,301.67947183613353
380,POINT (39.65612821745627 -3.759449464040197),0,295.2884065839979,298.96097952536917,304.29136149088544,0.0761398214870787,99772.53998095101,-0.8994864376619813,-0.072029643614466,2.2530325887448925,294.52820152570814,0.2520895152124625,301.53217137646106
381,POINT (37.55407045261659 0.202120938926892),0,286.6274762683445,293.0240245407385,300.33191055721704,0.05338055678986141,84732.56774993132,-1.147239505763797,-0.051524303840576775,1.2629004488563222,285.55305084921105,0.19556378923742546,295.9586752605916
382,POINT (41.03055060215914 -1.33399819691749),0,295.6666244930691,300.4129060075528,307.68978055318195,0.04598923955972952,100518.13933531429,-1.052152401550253,-0.04406583792943922,2.120963423743875,294.0296718292437,0.1750134550112892,302.8425248118303
383,POINT (36.74558669690902 -0.363817690068406),0,277.8672154744466,284.2678402783867,290.95876450008814,0.11911523018478648,71848.1022945245,-0.8261308830555532,-0.08954169714383574,0.5990103750777089,280.11948506554364,0.33269053251639574,286.06411894665206
384,POINT (35.12861918549388 4.972175097601551),0,295.1498221291436,302.7119088892114,310.4196385277642,0.052263784762796056,94991.61518396938,-1.5407769429541234,-0.051977402711701065,0.8546718615964248,289.00829459468997,0.14148335759480296,305.9513808234559
385,POINT (37.39237370147508 -0.202120938926893),0,278.8916582531399,283.43972892688527,289.7516606648763,0.36972406917594497,70878.51904886345,-0.6499890025069268,-0.10720466344436216,0.4996649736145114,280.7101242093055,0.3890157685809776,286.3879152465939
386,POINT (38.2817058327534 0.444666065639163),0,293.1447336408827,299.0848705127528,306.3976928922865,0.02549392866830987,93850.11740980072,-1.1831740576217817,-0.02446340064569894,2.716842507572066,288.9813808485602,0.1678342864759884,301.3479432803807
387,POINT (40.30291522202233 2.223330328195815),0,294.19761265648737,300.4075180956632,307.4237647586399,0.0336042414650251,96330.64490332124,-1.558785899085969,-0.030950004590623494,2.698280478281997,289.7775494426598,0.27289403645904714,304.01515894974386
388,POINT (40.62630872430535 1.738240074771274),0,295.5328186882867,301.97144754022906,309.3147601021661,0.02749845289554161,98791.61432802957,-1.6422089048085386,-0.026122453829480544,2.992367184122735,290.88243128845204,0.21082529520713333,305.3890920464362
389,POINT (36.42219319462599 -0.363817690068406),0,281.6432525846693,289.1597302006612,296.8365003797743,0.1426997322095695,78736.15937233382,-0.8005296312298301,-0.0827448707811224,0.1514117920264456,284.0655911195204,0.37889887592678173,290.050012934802
390,POINT (39.09018958846097 2.950965708332628),0,293.72235711415607,300.02701730558584,307.27738210890027,0.035737728878352,94961.340257217,-2.0670121786827607,-0.035009090814532504,1.9687404431338709,288.76128188053474,0.12382219102687328,303.33837923211524
