,lat,lon,Date,search_state,species,Year,Month_of_year,YearMonth,Week_of_year,geometry
35,-1.2927264,36.8890826,12/07/2019,Nairobi County,FAW,2019,7,2019-07,28,POINT (36.8890826 -1.2927264)
36,0.8912187,34.9882528,30/06/2018,Trans-Nzoia County,FAW,2018,6,2018-06,26,POINT (34.9882528 0.8912187)
37,-0.8039876,35.4818511,06/10/2018,Bomet,FAW,2018,10,2018-10,40,POINT (35.4818511 -0.8039876)
38,-1.370085,38.00522,15/05/2020,Kitui County,FAW,2020,5,2020-05,20,POINT (38.00522 -1.370085)
39,-0.4105983,35.6917062,18/07/2018,Nakuru,FAW,2018,7,2018-07,29,POINT (35.6917062 -0.4105983)
40,-0.83427,35.3539973,07/09/2018,Bomet,FAW,2018,9,2018-09,36,POINT (35.3539973 -0.83427)
41,0.354647,34.120941,18/03/2019,Busia County,FAW,2019,3,2019-03,12,POINT (34.120941 0.354647)
42,0.055943,37.755668,13/09/2019,Meru County,FAW,2019,9,2019-09,37,POINT (37.755668 0.055943)
43,0.71728245,34.71385447,16/09/2019,Bungoma County,FAW,2019,9,2019-09,38,POINT (34.71385447 0.71728245)
44,-0.937231,35.4209081,28/07/2018,Bomet,FAW,2018,7,2018-07,30,POINT (35.4209081 -0.937231)
45,-1.828845,37.5972417,05/08/2019,Makueni,FAW,2019,8,2019-08,32,POINT (37.5972417 -1.828845)
46,-0.3880489,34.64395,25/02/2020,Homa Bay County,FAW,2020,2,2020-02,9,POINT (34.64395 -0.3880489)
47,0.1411326,34.36188958,16/08/2019,Siaya County,FAW,2019,8,2019-08,33,POINT (34.36188958 0.1411326)
48,-1.176886,36.8757767,19/10/2019,Kiambu,FAW,2019,10,2019-10,42,POINT (36.8757767 -1.176886)
49,0.07726249,34.8147082,14/12/2018,Vihiga County,FAW,2018,12,2018-12,50,POINT (34.8147082 0.07726249)
50,-1.8041,37.747555,23/08/2019,Makueni,FAW,2019,8,2019-08,34,POINT (37.747555 -1.8041)
51,1.0998433,34.8623674,13/07/2018,Trans-Nzoia County,FAW,2018,7,2018-07,28,POINT (34.8623674 1.0998433)
52,1.176886,36.8757767,09/11/2019,Samburu,FAW,2019,11,2019-11,45,POINT (36.8757767 1.176886)
53,-0.2756865,36.0337715,14/06/2018,Nakuru,FAW,2018,6,2018-06,24,POINT (36.0337715 -0.2756865)
54,0.0888136,36.204225,24/06/2018,Nakuru,FAW,2018,6,2018-06,25,POINT (36.204225 0.0888136)
55,0.781744157,34.84100138,02/11/2018,Bungoma County,FAW,2018,11,2018-11,44,POINT (34.8410013798762 0.781744156846282)
56,0.791689,35.470147,29/09/2018,Uasin Gishu County,FAW,2018,9,2018-09,39,POINT (35.470147 0.791689)
57,0.7521147,34.6322457,12/04/2017,Bungoma County,FAW,2017,4,2017-04,15,POINT (34.6322457 0.7521147)
58,0.190729,34.295948,26/04/2017,Siaya County,FAW,2017,4,2017-04,17,POINT (34.295948 0.190729)
59,0.93371,34.7689,04/05/2017,Trans-Nzoia County,FAW,2017,5,2017-05,18,POINT (34.7689 0.93371)
60,-0.41337,37.4569,16/05/2017,Embu,FAW,2017,5,2017-05,20,POINT (37.4569 -0.41337)
61,1.209044,35.13701,16/05/2017,West Pokot,FAW,2017,5,2017-05,20,POINT (35.13701 1.209044)
62,-1.2003263,36.6543959,13/06/2017,Kiambu,FAW,2017,6,2017-06,24,POINT (36.6543959 -1.2003263)
63,1.1312688,35.1028248,27/06/2017,Trans-Nzoia County,FAW,2017,6,2017-06,26,POINT (35.1028248 1.1312688)
64,1.2786379,35.0912238,18/07/2017,West Pokot,FAW,2017,7,2017-07,29,POINT (35.0912238 1.2786379)
65,-0.335613,37.82998,06/11/2017,Tharaka-Nithi,FAW,2017,11,2017-11,45,POINT (37.82998 -0.335613)
66,-0.6511987,37.1207202,16/11/2017,Murang'a County,FAW,2017,11,2017-11,46,POINT (37.1207202 -0.6511987)
67,-0.50537,37.72824,22/11/2017,Embu,FAW,2017,11,2017-11,47,POINT (37.72824 -0.50537)
68,-1.5344537,37.1616338,24/11/2017,Machakos County,FAW,2017,11,2017-11,47,POINT (37.1616338 -1.5344537)
69,-1.23515,37.47248,06/12/2017,Machakos County,FAW,2017,12,2017-12,49,POINT (37.47248 -1.23515)
70,-1.58253,37.24501,13/12/2017,Machakos County,FAW,2017,12,2017-12,50,POINT (37.24501 -1.58253)
71,-0.2015921,34.8190985,15/02/2018,Kisumu County,FAW,2018,2,2018-02,7,POINT (34.8190985 -0.2015921)
72,-0.6837526,37.3598504,22/02/2018,Kirinyaga County,FAW,2018,2,2018-02,8,POINT (37.3598504 -0.6837526)
73,-1.49538,37.2663,07/03/2018,Machakos County,FAW,2018,3,2018-03,10,POINT (37.2663 -1.49538)
74,0.1359984,34.0804772,20/03/2018,Busia County,FAW,2018,3,2018-03,12,POINT (34.0804772 0.1359984)
75,0.81863313,34.75862115,18/04/2018,Bungoma County,FAW,2018,4,2018-04,16,POINT (34.75862115 0.81863313)
76,-0.115301,36.2225,07/05/2018,Nyandarua,FAW,2018,5,2018-05,19,POINT (36.2225 -0.115301)
77,-0.4946665,37.4401164,22/05/2018,Embu,FAW,2018,5,2018-05,21,POINT (37.4401164 -0.4946665)
78,-0.1563377,36.1098091,22/05/2018,Nakuru,FAW,2018,5,2018-05,21,POINT (36.1098091 -0.1563377)
79,0.3690245,34.4907171,27/10/2018,Kakamega County,FAW,2018,10,2018-10,43,POINT (34.4907171 0.3690245)
80,-1.3731049,36.6716202,28/01/2019,Kajiado County,FAW,2019,1,2019-01,5,POINT (36.6716202 -1.3731049)
81,0.0576734,34.2881931,03/05/2019,Siaya County,FAW,2019,5,2019-05,18,POINT (34.2881931 0.0576734)
82,-0.1169002,34.9515237,15/05/2019,Kisumu County,FAW,2019,5,2019-05,20,POINT (34.9515237 -0.1169002)
83,-0.5692796,36.9630065,03/06/2019,Nyeri,FAW,2019,6,2019-06,23,POINT (36.9630065 -0.5692796)
84,-1.460546,36.6571219,24/06/2019,Kajiado County,FAW,2019,6,2019-06,26,POINT (36.6571219 -1.460546)
85,-0.2574188,34.9659927,07/11/2019,Kisumu County,FAW,2019,11,2019-11,45,POINT (34.9659927 -0.2574188)
86,-0.9189462,34.526702,24/10/2019,Migori County,FAW,2019,10,2019-10,43,POINT (34.526702 -0.9189462)
87,-1.0651551,34.4525769,01/10/2019,Migori County,FAW,2019,10,2019-10,40,POINT (34.4525769 -1.0651551)
88,1.02874,35.12113,17/06/2019,Trans-Nzoia County,FAW,2019,6,2019-06,25,POINT (35.12113 1.02874)
89,-1.1260291,34.544012,04/06/2019,Migori County,FAW,2019,6,2019-06,23,POINT (34.544012 -1.1260291)
90,-1.1130074,34.3280867,04/06/2019,Migori County,FAW,2019,6,2019-06,23,POINT (34.3280867 -1.1130074)
91,0.6426725,34.9473893,22/05/2019,Kakamega County,FAW,2019,5,2019-05,21,POINT (34.9473893 0.6426725)
92,-0.0978012,34.2749779,15/05/2019,Siaya County,FAW,2019,5,2019-05,20,POINT (34.2749779 -0.0978012)
93,-0.0671556,34.8121986,11/01/2019,Kisumu County,FAW,2019,1,2019-01,2,POINT (34.8121986 -0.0671556)
94,-0.6801384,37.6488487,31/12/2018,Embu,FAW,2018,12,2018-12,1,POINT (37.6488487 -0.6801384)
95,-0.6841866,37.4943811,20/12/2018,Embu,FAW,2018,12,2018-12,51,POINT (37.4943811 -0.6841866)
96,-0.6061965,37.4627258,15/11/2018,Kirinyaga County,FAW,2018,11,2018-11,46,POINT (37.4627258 -0.6061965)
97,-0.5690403,37.3197166,15/10/2018,Kirinyaga County,FAW,2018,10,2018-10,42,POINT (37.3197166 -0.5690403)
98,0.00295,36.2274,10/07/2018,Nakuru,FAW,2018,7,2018-07,28,POINT (36.2274 0.00295)
99,-1.32801,37.44187,10/07/2018,Machakos County,FAW,2018,7,2018-07,28,POINT (37.44187 -1.32801)
100,-3.0536743,37.7028323,05/07/2018,Kajiado County,FAW,2018,7,2018-07,27,POINT (37.7028323 -3.0536743)
101,-0.854850796,35.66428712,27/06/2018,Narok,FAW,2018,6,2018-06,26,POINT (35.66428712 -0.854850796)
102,1.0403029,35.3212181,31/05/2018,Elgeyo-Marakwet County,FAW,2018,5,2018-05,22,POINT (35.3212181 1.0403029)
103,-1.088047,35.8670144,29/05/2018,Narok,FAW,2018,5,2018-05,22,POINT (35.8670144 -1.088047)
104,-2.71889,37.46388,23/05/2018,Kajiado County,FAW,2018,5,2018-05,21,POINT (37.46388 -2.71889)
105,0.9339255,35.2699517,22/05/2018,Uasin Gishu County,FAW,2018,5,2018-05,21,POINT (35.2699517 0.9339255)
106,0.6306519,35.0527542,15/05/2018,Uasin Gishu County,FAW,2018,5,2018-05,20,POINT (35.0527542 0.6306519)
107,-0.2759394,36.1536918,08/05/2018,Nakuru,FAW,2018,5,2018-05,19,POINT (36.1536918 -0.2759394)
108,-1.2912029,36.6089476,07/05/2018,Kiambu,FAW,2018,5,2018-05,19,POINT (36.6089476 -1.2912029)
109,-0.25462,36.23458,02/05/2018,Nakuru,FAW,2018,5,2018-05,18,POINT (36.23458 -0.25462)
110,1.053395,35.5888663,26/04/2018,Elgeyo-Marakwet County,FAW,2018,4,2018-04,17,POINT (35.5888663 1.053395)
111,-4.3709909,39.4011586,19/04/2018,Kwale,FAW,2018,4,2018-04,16,POINT (39.4011586 -4.3709909)
112,-1.3752691,37.2478215,15/04/2018,Machakos County,FAW,2018,4,2018-04,15,POINT (37.2478215 -1.3752691)
113,-2.894053569,37.5884336,12/04/2018,Kajiado County,FAW,2018,4,2018-04,15,POINT (37.5884336 -2.894053569)
114,-1.8546139,36.7825261,10/04/2018,Kajiado County,FAW,2018,4,2018-04,15,POINT (36.7825261 -1.8546139)
115,-1.372557,37.3474926,03/04/2018,Machakos County,FAW,2018,4,2018-04,14,POINT (37.3474926 -1.372557)
116,-0.41188,37.68892,23/03/2018,Tharaka-Nithi,FAW,2018,3,2018-03,12,POINT (37.68892 -0.41188)
117,-0.6430817,37.2372161,19/03/2018,Kirinyaga County,FAW,2018,3,2018-03,12,POINT (37.2372161 -0.6430817)
118,-0.5599069,37.235621,19/03/2018,Kirinyaga County,FAW,2018,3,2018-03,12,POINT (37.235621 -0.5599069)
119,-0.318592,37.65946,23/02/2018,Tharaka-Nithi,FAW,2018,2,2018-02,8,POINT (37.65946 -0.318592)
120,1.0580648,35.2106801,08/02/2018,Trans-Nzoia County,FAW,2018,2,2018-02,6,POINT (35.2106801 1.0580648)
121,-2.8119982,37.4958208,25/01/2018,Kajiado County,FAW,2018,1,2018-01,4,POINT (37.4958208 -2.8119982)
122,-0.928184,35.86498,24/01/2018,Narok,FAW,2018,1,2018-01,4,POINT (35.86498 -0.928184)
123,0.8097101,35.0534424,22/12/2017,Kakamega County,FAW,2017,12,2017-12,51,POINT (35.0534424 0.8097101)
124,-0.5258723,37.077548,12/12/2017,Nyeri,FAW,2017,12,2017-12,50,POINT (37.077548 -0.5258723)
125,-0.9982082,35.6008312,29/11/2017,Narok,FAW,2017,11,2017-11,48,POINT (35.6008312 -0.9982082)
126,-2.9304354,37.5153078,29/11/2017,Kajiado County,FAW,2017,11,2017-11,48,POINT (37.5153078 -2.9304354)
127,-1.4004217,36.7656218,29/11/2017,Kajiado County,FAW,2017,11,2017-11,48,POINT (36.7656218 -1.4004217)
128,-0.3977889,37.5912438,23/11/2017,Embu,FAW,2017,11,2017-11,47,POINT (37.5912438 -0.3977889)
129,-0.4699266,37.552953,21/11/2017,Embu,FAW,2017,11,2017-11,47,POINT (37.552953 -0.4699266)
130,-3.176272,37.733,16/11/2017,Kajiado County,FAW,2017,11,2017-11,46,POINT (37.733 -3.176272)
131,-2.998274871,37.62601476,14/09/2017,Kajiado County,FAW,2017,9,2017-09,37,POINT (37.62601476 -2.998274871)
132,-0.6263643,37.0298186,31/08/2017,Murang'a County,FAW,2017,8,2017-08,35,POINT (37.0298186 -0.6263643)
133,-1.089464671,35.95504539,24/07/2017,Narok,FAW,2017,7,2017-07,30,POINT (35.95504539 -1.089464671)
134,0.9995849,34.9721929,30/06/2017,Trans-Nzoia County,FAW,2017,6,2017-06,26,POINT (34.9721929 0.9995849)
135,-1.28308,36.7267,30/06/2017,Nairobi County,FAW,2017,6,2017-06,26,POINT (36.7267 -1.28308)
136,0.99319,34.87029,31/05/2017,Trans-Nzoia County,FAW,2017,5,2017-05,22,POINT (34.87029 0.99319)
137,0.95475,35.61245,18/05/2017,Elgeyo-Marakwet County,FAW,2017,5,2017-05,20,POINT (35.61245 0.95475)
138,-1.408468098,37.48089637,12/05/2017,Machakos County,FAW,2017,5,2017-05,19,POINT (37.48089637 -1.408468098)
139,-1.79007,36.0595,17/03/2017,Kajiado County,FAW,2017,3,2017-03,11,POINT (36.0595 -1.79007)
