,lat,lon,Date,search_state,species,Year,Month_of_year,YearMonth,Week_of_year,geometry
0,0.9187688,34.9299407,14/07/2018,Trans-Nzoia County,FAW,2018,7,2018-07,28,POINT (34.9299407 0.9187688)
1,0.499269,34.288866,01/10/2019,Busia County,FAW,2019,10,2019-10,40,POINT (34.288866 0.499269)
2,0.697794,34.350563,15/10/2019,Busia County,FAW,2019,10,2019-10,42,POINT (34.350563 0.697794)
3,0.520434,34.257097,28/04/2020,Busia County,FAW,2020,4,2020-04,18,POINT (34.257097 0.520434)
4,0.496708,34.204908,18/10/2019,Busia County,FAW,2019,10,2019-10,42,POINT (34.204908 0.496708)
5,0.526734,34.518866,11/06/2020,Bungoma County,FAW,2020,6,2020-06,24,POINT (34.518866 0.526734)
6,0.504638,34.138156,25/09/2019,Busia County,FAW,2019,9,2019-09,39,POINT (34.138156 0.504638)
7,1.0947321,34.770922,28/07/2018,Trans-Nzoia County,FAW,2018,7,2018-07,30,POINT (34.770922 1.0947321)
8,0.277717,36.379493,03/03/2020,Laikipia County,FAW,2020,3,2020-03,10,POINT (36.379493 0.277717)
9,1.563338,35.383911,18/10/2019,West Pokot,FAW,2019,10,2019-10,42,POINT (35.383911 1.563338)
10,0.535763,34.224197,23/09/2019,Busia County,FAW,2019,9,2019-09,39,POINT (34.224197 0.535763)
11,0.585278,34.247075,21/05/2019,Busia County,FAW,2019,5,2019-05,21,POINT (34.247075 0.585278)
12,-1.14803,36.8057417,09/12/2019,Kiambu,FAW,2019,12,2019-12,50,POINT (36.8057417 -1.14803)
13,0.8730617,34.8711783,08/07/2018,Trans-Nzoia County,FAW,2018,7,2018-07,27,POINT (34.8711783 0.8730617)
14,0.2846143,34.7535775,05/04/2018,Kakamega County,FAW,2018,4,2018-04,14,POINT (34.7535775 0.2846143)
15,-1.258074,36.772577,09/12/2019,Nairobi County,FAW,2019,12,2019-12,50,POINT (36.772577 -1.258074)
16,0.4831488,37.6090933,08/05/2019,Meru County,FAW,2019,5,2019-05,19,POINT (37.6090933 0.4831488)
17,1.0062866,35.0279743,18/09/2018,Trans-Nzoia County,FAW,2018,9,2018-09,38,POINT (35.0279743 1.0062866)
18,-0.8499149,35.3971826,06/07/2018,Bomet,FAW,2018,7,2018-07,27,POINT (35.3971826 -0.8499149)
19,0.586881,34.330863,22/05/2019,Busia County,FAW,2019,5,2019-05,21,POINT (34.330863 0.586881)
20,0.549903,34.18546,20/05/2019,Busia County,FAW,2019,5,2019-05,21,POINT (34.18546 0.549903)
21,-0.460745,37.0088383,26/04/2018,Nyeri,FAW,2018,4,2018-04,17,POINT (37.0088383 -0.460745)
22,0.493634,34.535634,11/06/2020,Bungoma County,FAW,2020,6,2020-06,24,POINT (34.535634 0.493634)
23,0.4488162,34.8515518,17/04/2018,Kakamega County,FAW,2018,4,2018-04,16,POINT (34.8515518 0.4488162)
24,-0.2847895,36.0701438,12/02/2019,Nakuru,FAW,2019,2,2019-02,7,POINT (36.0701438 -0.2847895)
25,0.636933,34.316923,11/11/2019,Busia County,FAW,2019,11,2019-11,46,POINT (34.316923 0.636933)
26,0.614951,34.2855,11/11/2019,Busia County,FAW,2019,11,2019-11,46,POINT (34.2855 0.614951)
27,0.4708033,35.9860467,15/02/2019,Baringo,FAW,2019,2,2019-02,7,POINT (35.9860467 0.4708033)
28,0.7,35.7,03/07/2018,Baringo,FAW,2018,7,2018-07,27,POINT (35.7 0.7)
29,0.9961338,35.0604139,02/07/2018,Trans-Nzoia County,FAW,2018,7,2018-07,27,POINT (35.0604139 0.9961338)
30,-1.26191102,36.80127127,13/03/2019,Nairobi County,FAW,2019,3,2019-03,11,POINT (36.80127127 -1.26191102)
31,0.7948652,35.4120133,04/07/2018,Uasin Gishu County,FAW,2018,7,2018-07,27,POINT (35.4120133 0.7948652)
32,-0.4436397,36.9797399,23/04/2018,Nyeri,FAW,2018,4,2018-04,17,POINT (36.9797399 -0.4436397)
33,-3.214996,40.093899,14/07/2020,Kilifi County,FAW,2020,7,2020-07,29,POINT (40.093899 -3.214996)
34,0.359733,34.256555,06/05/2020,Busia County,FAW,2020,5,2020-05,19,POINT (34.256555 0.359733)
35,0.567394,34.560638,13/06/2018,Bungoma County,FAW,2018,6,2018-06,24,POINT (34.560638 0.567394)
36,0.695431,34.383592,21/08/2019,Busia County,FAW,2019,8,2019-08,34,POINT (34.383592 0.695431)
37,-0.8754993,35.2838259,14/12/2018,Bomet,FAW,2018,12,2018-12,50,POINT (35.2838259 -0.8754993)
38,-0.08750075,34.78389669,25/02/2019,Kisumu County,FAW,2019,2,2019-02,9,POINT (34.78389669 -0.08750075)
39,-0.8880604,35.4005151,24/07/2018,Bomet,FAW,2018,7,2018-07,30,POINT (35.4005151 -0.8880604)
40,0.462374,34.108853,20/05/2019,Busia County,FAW,2019,5,2019-05,21,POINT (34.108853 0.462374)
41,-1.210481,36.8510154,20/03/2019,Nairobi County,FAW,2019,3,2019-03,12,POINT (36.8510154 -1.210481)
42,-0.775709,35.4638408,03/08/2018,Bomet,FAW,2018,8,2018-08,31,POINT (35.4638408 -0.775709)
43,0.752063,34.404323,31/05/2019,Busia County,FAW,2019,5,2019-05,22,POINT (34.404323 0.752063)
44,0.394288,34.121298,13/11/2019,Busia County,FAW,2019,11,2019-11,46,POINT (34.121298 0.394288)
45,1.0817065,34.8228025,29/06/2018,Trans-Nzoia County,FAW,2018,6,2018-06,26,POINT (34.8228025 1.0817065)
46,-1.50781,37.0999733,03/04/2019,Machakos County,FAW,2019,4,2019-04,14,POINT (37.0999733 -1.50781)
47,0.208277,34.122071,27/09/2019,Siaya County,FAW,2019,9,2019-09,39,POINT (34.122071 0.208277)
48,0.452256,34.352027,16/05/2019,Busia County,FAW,2019,5,2019-05,20,POINT (34.352027 0.452256)
49,0.561815,34.269422,27/05/2019,Busia County,FAW,2019,5,2019-05,22,POINT (34.269422 0.561815)
50,0.602632,34.36764,25/05/2019,Busia County,FAW,2019,5,2019-05,21,POINT (34.36764 0.602632)
51,-1.5289981,37.2628412,11/06/2019,Machakos County,FAW,2019,6,2019-06,24,POINT (37.2628412 -1.5289981)
52,0.8935538,34.9728588,18/06/2018,Trans-Nzoia County,FAW,2018,6,2018-06,25,POINT (34.9728588 0.8935538)
53,0.412293,34.146762,10/11/2019,Busia County,FAW,2019,11,2019-11,45,POINT (34.146762 0.412293)
54,0.602451,34.415491,04/12/2019,Bungoma County,FAW,2019,12,2019-12,49,POINT (34.415491 0.602451)
55,0.308899,34.207244,12/11/2019,Busia County,FAW,2019,11,2019-11,46,POINT (34.207244 0.308899)
56,-0.709533333,35.06756,10/06/2018,Bomet,FAW,2018,6,2018-06,23,POINT (35.06756 -0.7095333333333333)
57,-0.384357,38.569486,13/09/2019,Kitui County,FAW,2019,9,2019-09,37,POINT (38.569486 -0.384357)
