lat,lon,Date,search_state,species
0.2825186,34.7575565,2018-04-05,Kakamega County,FAW
0.460842,34.105704,2021-01-06,Busia County,FAW
0.536165,34.25831,2019-08-30,Busia County,FAW
0.559707,34.285352,2019-05-22,Busia County,FAW
0.449946,34.215484,2021-04-20,Busia County,FAW
0.422932,34.266297,2019-08-16,Busia County,FAW
0.464775,34.102931,2019-08-13,Busia County,FAW
-3.916757,39.742552,2021-08-19,Kilifi County,FAW
0.548833,34.271123,2021-01-18,Busia County,FAW
-0.4473161,36.9847058,2018-04-26,Nyeri,FAW
-0.7532388,35.4473284,2018-08-24,Bomet,FAW
0.516254,34.548512,2021-05-17,Bungoma County,FAW
0.818449,34.913273,2021-06-22,Bungoma County,FAW
-3.942366,39.720646,2021-05-07,Kilifi County,FAW
0.422932,34.266297,2019-08-22,Busia County,FAW
0.536165,34.25831,2019-09-04,Busia County,FAW
-3.279464,40.040718,2021-05-28,Kilifi County,FAW
0.544665,34.262594,2019-08-28,Busia County,FAW
0.544665,34.262594,2019-09-10,Busia County,FAW
0.566718,34.387897,2021-06-15,Bungoma County,FAW
0.545441,34.263172,2019-09-12,Busia County,FAW
0.536165,34.25831,2019-08-23,Busia County,FAW
0.549716,34.261551,2019-05-15,Busia County,FAW
0.403789,34.188478,2019-05-27,Busia County,FAW
-3.241883,40.016318,2021-05-19,Kilifi County,FAW
-0.2852391,36.0696756,2019-02-12,Nakuru,FAW
-0.285307,36.07009,2019-12-17,Nakuru,FAW
0.565395,34.386282,2021-05-26,Bungoma County,FAW
-0.2852391,36.0696756,2019-02-12,Nakuru,FAW
-0.2852298,36.0696643,2019-02-14,Nakuru,FAW
-1.5290416,37.2627992,2019-06-11,Machakos County,FAW
0.403789,34.188478,2019-05-27,Busia County,FAW
0.59918,34.6211986,2018-09-14,Bungoma County,FAW
-3.270743,40.032478,2021-06-03,Kilifi County,FAW
0.544665,34.262594,2019-09-02,Busia County,FAW
0.27615,34.13118,2021-04-19,Busia County,FAW
0.632709,34.26977,2019-05-21,Busia County,FAW
0.499269,34.288866,2019-09-13,Busia County,FAW
0.544665,34.262594,2019-08-28,Busia County,FAW
0.9187015,34.9300383,2018-07-28,Trans-Nzoia County,FAW
0.544665,34.262594,2019-09-10,Busia County,FAW
0.460815,34.105669,2021-01-06,Busia County,FAW
0.536165,34.25831,2019-08-22,Busia County,FAW
0.1097921,36.2710686,2018-08-25,Nakuru,FAW
0.535763,34.224197,2019-10-02,Busia County,FAW
0.499269,34.288866,2019-10-03,Busia County,FAW
0.1491868,36.272831,2018-06-24,Nakuru,FAW
0.5989552,34.6210103,2019-03-26,Bungoma County,FAW
0.539344,34.259004,2019-05-15,Busia County,FAW
0.5673949,34.5606381,2018-06-13,Bungoma County,FAW
0.800855,34.729438,2021-06-18,Bungoma County,FAW
-0.0869941,37.6630762,2019-04-09,Meru County,FAW
-1.5290018,37.2628393,2019-06-12,Machakos County,FAW
0.464761,34.102925,2019-08-20,Busia County,FAW
0.544856,34.262669,2019-08-13,Busia County,FAW
0.9141845,34.9359706,2018-07-28,Trans-Nzoia County,FAW
0.8295821,34.9274034,2018-07-03,Bungoma County,FAW
-0.285332,36.07293,2019-12-17,Nakuru,FAW
-3.226018,40.011224,2021-05-31,Kilifi County,FAW
0.586131,34.40301,2021-02-26,Bungoma County,FAW
0.499269,34.288866,2019-10-02,Busia County,FAW
0.634052,34.28713,2019-05-29,Busia County,FAW
0.544665,34.262594,2019-08-28,Busia County,FAW
0.504638,34.138156,2019-09-30,Busia County,FAW
-0.285426,36.070371,2019-12-17,Nakuru,FAW
0.504638,34.138156,2019-09-24,Busia County,FAW
0.592816,34.530511,2021-10-05,Bungoma County,FAW
0.8220324,34.9225785,2018-07-14,Bungoma County,FAW
-0.28532,36.070656,2019-12-17,Nakuru,FAW
0.40906,34.139298,2021-05-13,Busia County,FAW
0.536165,34.25831,2019-08-30,Busia County,FAW
0.524397,34.260741,2019-08-23,Busia County,FAW
0.58969,34.57335,2021-04-15,Bungoma County,FAW
0.697794,34.350563,2019-08-29,Busia County,FAW
0.9087637,34.9353294,2018-06-30,Trans-Nzoia County,FAW
0.520388,34.257103,2021-06-10,Busia County,FAW
0.499269,34.288866,2019-10-01,Busia County,FAW
0.536886,34.260394,2019-08-15,Busia County,FAW
-1.5290018,37.2628393,2019-06-12,Machakos County,FAW
0.544665,34.262594,2019-08-27,Busia County,FAW
0.499269,34.288866,2019-09-16,Busia County,FAW
0.544665,34.262594,2019-08-29,Busia County,FAW
-3.432508,39.904027,2021-05-19,Kilifi County,FAW
0.464761,34.102925,2019-09-04,Busia County,FAW
0.435988,34.20657,2021-05-04,Busia County,FAW
0.1490642,36.2724663,2018-07-27,Nakuru,FAW
-0.775506,35.4639503,2018-09-22,Bomet,FAW
0.475933,34.155298,2021-01-20,Busia County,FAW
0.524397,34.260741,2019-10-15,Busia County,FAW
-1.5683764,37.078103,2019-04-03,Machakos County,FAW
0.4831488,37.6090933,2019-04-24,Meru County,FAW
0.551153,34.261497,2019-08-07,Busia County,FAW
0.800807,34.729342,2021-06-07,Bungoma County,FAW
-3.581885,39.849714,2021-07-19,Kilifi County,FAW
0.499269,34.288866,2019-09-17,Busia County,FAW
0.589795,34.583855,2021-10-18,Bungoma County,FAW
0.511629,34.146414,2019-09-16,Busia County,FAW
0.541221,34.260381,2019-08-15,Busia County,FAW
0.422932,34.266297,2019-09-09,Busia County,FAW
-3.430576,39.903063,2021-07-29,Kilifi County,FAW
0.487762,34.23994,2019-09-23,Busia County,FAW
0.583091,34.205855,2020-06-17,Busia County,FAW
-0.285408,36.069687,2019-12-17,Nakuru,FAW
0.551105,34.261607,2019-08-20,Busia County,FAW
-0.08750075,34.78389669,2019-02-25,Kisumu County,FAW
0.338737,34.186878,2021-05-27,Busia County,FAW
-1.5290018,37.2628393,2019-06-12,Machakos County,FAW
0.59276,34.572739,2021-05-13,Bungoma County,FAW
0.709139,34.381352,2019-05-31,Busia County,FAW
0.36426,34.151765,2020-06-04,Busia County,FAW
0.551105,34.261607,2019-09-10,Busia County,FAW
0.545441,34.263172,2019-09-12,Busia County,FAW
0.536165,34.25831,2019-09-10,Busia County,FAW
-1.5683498,37.0774412,2019-04-03,Machakos County,FAW
0.498179,34.142242,2021-05-10,Busia County,FAW
0.511629,34.146414,2019-10-08,Busia County,FAW
-3.2474,40.024667,2021-06-11,Kilifi County,FAW
0.544665,34.262594,2019-09-02,Busia County,FAW
0.464761,34.102925,2019-08-20,Busia County,FAW
0.462374,34.108853,2019-05-20,Busia County,FAW
0.569799,34.392955,2021-02-26,Bungoma County,FAW
0.541221,34.260381,2019-08-16,Busia County,FAW
-0.285458,36.069887,2019-12-17,Nakuru,FAW
0.499269,34.288866,2019-10-04,Busia County,FAW
0.695431,34.383592,2019-08-22,Busia County,FAW
0.590791,34.609067,2021-05-03,Bungoma County,FAW
0.8295821,34.9274034,2018-07-05,Bungoma County,FAW
-3.422193,39.903543,2021-05-19,Kilifi County,FAW
-3.932635,39.723868,2021-05-20,Kilifi County,FAW
0.403789,34.188478,2019-05-27,Busia County,FAW
0.592755,34.573431,2021-04-29,Bungoma County,FAW
0.499269,34.288866,2019-10-10,Busia County,FAW
0.539806,34.220922,2019-05-16,Busia County,FAW
0.709139,34.381352,2019-05-31,Busia County,FAW
0.583829,34.26234,2019-05-24,Busia County,FAW
0.460309,34.239159,2019-05-16,Busia County,FAW
0.586881,34.330863,2019-05-22,Busia County,FAW
0.544665,34.262594,2019-09-02,Busia County,FAW
0.645349,34.28713,2019-05-28,Busia County,FAW
0.544665,34.262594,2019-09-10,Busia County,FAW
0.246346,34.23226,2021-10-19,Siaya County,FAW
0.279647,34.226354,2021-10-19,Siaya County,FAW
-0.0869941,37.6630762,2019-04-10,Meru County,FAW
0.619419,34.340578,2019-09-23,Busia County,FAW
0.541221,34.260381,2019-08-15,Busia County,FAW
0.504638,34.138156,2019-09-24,Busia County,FAW
0.499269,34.288866,2019-09-19,Busia County,FAW
0.544665,34.262594,2019-08-21,Busia County,FAW
0.462374,34.108853,2019-05-20,Busia County,FAW
-1.168545,36.7850683,2019-11-22,Kiambu,FAW
0.636427,34.330169,2021-05-19,Busia County,FAW
0.466076,34.236428,2021-05-12,Busia County,FAW
-1.5300949,37.2629346,2019-06-11,Machakos County,FAW
0.592286,34.570663,2021-05-27,Bungoma County,FAW
0.276037,34.130331,2021-05-24,Busia County,FAW
0.527028,34.519314,2020-06-17,Bungoma County,FAW
0.524397,34.260741,2019-08-28,Busia County,FAW
0.615966,34.707248,2021-05-24,Bungoma County,FAW
0.334685,34.192076,2020-05-12,Busia County,FAW
0.536051,34.232722,2019-05-17,Busia County,FAW
0.545441,34.263172,2019-09-11,Busia County,FAW
0.329265,34.228091,2021-06-04,Busia County,FAW
0.586881,34.330863,2019-05-22,Busia County,FAW
0.697794,34.350563,2019-10-09,Busia County,FAW
0.552766,34.335819,2019-05-25,Busia County,FAW
0.460833,34.105697,2021-01-06,Busia County,FAW
0.591516,34.575853,2021-05-04,Bungoma County,FAW
0.536165,34.25831,2019-08-29,Busia County,FAW
0.551277,34.262762,2019-05-27,Busia County,FAW
1.942783,35.044426,2020-11-09,West Pokot,FAW
0.8935209,34.9725536,2018-06-19,Trans-Nzoia County,FAW
0.724692,34.663567,2021-05-04,Bungoma County,FAW
-3.429458,39.905633,2021-05-26,Kilifi County,FAW
0.544665,34.262594,2019-08-16,Busia County,FAW
0.541221,34.260381,2019-08-16,Busia County,FAW
0.499269,34.288866,2019-09-26,Busia County,FAW
0.632712,34.269422,2019-05-14,Busia County,FAW
0.520436,34.22687,2020-11-04,Busia County,FAW
-1.5681674,37.0770898,2019-04-03,Machakos County,FAW
0.632709,34.26977,2019-05-21,Busia County,FAW
0.4831488,37.6090933,2019-04-24,Meru County,FAW
-1.2619041,36.8010904,2019-03-14,Nairobi County,FAW
-3.188008,39.993523,2021-03-08,Kilifi County,FAW
-3.332157,40.006305,2021-05-25,Kilifi County,FAW
0.460848,34.105708,2021-01-06,Busia County,FAW
0.499269,34.288866,2019-09-23,Busia County,FAW
0.541221,34.260381,2019-08-15,Busia County,FAW
-0.7756517,35.4638741,2018-12-21,Bomet,FAW
-0.248928,37.068166,2023-05-30,Nyeri,FAW
0.536165,34.25831,2019-08-28,Busia County,FAW
0.511629,34.146414,2019-09-16,Busia County,FAW
0.8742921,34.900851,2018-07-06,Trans-Nzoia County,FAW
-0.460739,37.0086736,2018-04-26,Nyeri,FAW
0.52039,34.2569,2021-06-03,Busia County,FAW
-3.266117,40.047128,2021-05-26,Kilifi County,FAW
0.536165,34.25831,2019-08-29,Busia County,FAW
0.544665,34.262594,2019-08-27,Busia County,FAW
0.695431,34.383592,2019-08-22,Busia County,FAW
0.4092,34.13916,2021-05-18,Busia County,FAW
0.544665,34.262594,2019-09-04,Busia County,FAW
-3.435494,39.903705,2021-06-23,Kilifi County,FAW
-3.278926,40.04168,2021-05-06,Kilifi County,FAW
0.695431,34.383592,2019-08-21,Busia County,FAW
-3.234411,40.015714,2021-05-13,Kilifi County,FAW
-3.227862,40.05546,2021-05-24,Kilifi County,FAW
1.117226,34.8072442,2018-06-29,Trans-Nzoia County,FAW
0.499269,34.288866,2019-09-18,Busia County,FAW
0.499269,34.288866,2019-09-18,Busia County,FAW
0.464761,34.102925,2019-08-14,Busia County,FAW
-3.893758,39.764403,2021-08-12,Kilifi County,FAW
-1.14803,36.8057417,2019-12-14,Kiambu,FAW
0.56492,34.386023,2021-06-24,Bungoma County,FAW
0.695431,34.383592,2019-08-19,Busia County,FAW
-0.285368,36.069941,2019-12-17,Nakuru,FAW
-0.286475,36.069907,2019-12-17,Nakuru,FAW
0.9669028,35.0677245,2018-07-21,Trans-Nzoia County,FAW
0.9187735,34.9299128,2018-07-14,Trans-Nzoia County,FAW
0.462374,34.108853,2019-05-20,Busia County,FAW
0.275573,34.131145,2021-05-10,Busia County,FAW
-0.0869941,37.6630762,2019-04-09,Meru County,FAW
0.499269,34.288866,2019-10-03,Busia County,FAW
0.499269,34.288866,2019-10-08,Busia County,FAW
0.548878,34.271198,2021-01-18,Busia County,FAW
-0.448273,38.569491,2019-09-13,Kitui County,FAW
0.536886,34.260394,2019-08-15,Busia County,FAW
-0.7947799,35.4119161,2018-07-24,Bomet,FAW
-1.2927264,36.8890826,2019-07-12,Nairobi County,FAW
-1.5305131,37.262693,2019-06-11,Machakos County,FAW
-3.423791,39.900172,2021-05-19,Kilifi County,FAW
0.433009,34.20516,2021-05-25,Busia County,FAW
0.544665,34.262594,2019-09-03,Busia County,FAW
0.56534,34.38631,2021-05-03,Bungoma County,FAW
-1.5681674,37.0770898,2019-04-03,Machakos County,FAW
0.536165,34.25831,2019-09-09,Busia County,FAW
0.544665,34.262594,2019-08-30,Busia County,FAW
-0.7756422,35.4639268,2018-11-02,Bomet,FAW
0.620899,34.339537,2020-05-11,Busia County,FAW
-3.46018,39.895353,2021-07-01,Kilifi County,FAW
0.820652,34.913617,2020-05-05,Bungoma County,FAW
0.544665,34.262594,2019-08-23,Busia County,FAW
-0.7756328,35.463955,2018-12-28,Bomet,FAW
0.464761,34.102925,2019-08-20,Busia County,FAW
0.632709,34.26977,2019-05-21,Busia County,FAW
-0.285507,36.070559,2019-12-17,Nakuru,FAW
0.499269,34.288866,2019-10-04,Busia County,FAW
0.499269,34.288866,2019-10-03,Busia County,FAW
-3.588208,39.852041,2021-05-31,Kilifi County,FAW
0.8912187,34.9882528,2018-06-30,Trans-Nzoia County,FAW
0.499269,34.288866,2019-09-20,Busia County,FAW
0.536165,34.25831,2019-08-23,Busia County,FAW
-1.5290018,37.2628393,2019-06-12,Machakos County,FAW
0.499269,34.288866,2019-09-17,Busia County,FAW
0.633908,34.273589,2019-05-14,Busia County,FAW
0.47601,34.155332,2021-01-20,Busia County,FAW
0.551277,34.262762,2019-05-27,Busia County,FAW
0.536886,34.260394,2019-08-07,Busia County,FAW
-3.226295,40.010583,2021-05-04,Kilifi County,FAW
0.536165,34.25831,2019-09-03,Busia County,FAW
-0.286356,36.070548,2019-12-17,Nakuru,FAW
0.460818,34.105674,2021-01-06,Busia County,FAW
-0.4596055,37.0136959,2018-04-26,Nyeri,FAW
0.816067,34.906379,2019-12-20,Bungoma County,FAW
-3.289355,40.034628,2021-05-06,Kilifi County,FAW
0.1493145,36.2713844,2018-08-27,Nakuru,FAW
0.552181,34.175314,2021-07-06,Busia County,FAW
0.472172,34.234258,2021-01-11,Busia County,FAW
0.535763,34.224197,2019-09-30,Busia County,FAW
-0.285232,36.0696627,2019-02-14,Nakuru,FAW
-1.52915745,37.26268319,2019-06-11,Machakos County,FAW
-0.8039876,35.4818511,2018-10-06,Bomet,FAW
0.799665,34.727977,2021-05-06,Bungoma County,FAW
-1.567865,37.0779083,2019-04-03,Machakos County,FAW
0.52039,34.256885,2021-05-20,Busia County,FAW
-1.5290018,37.2628393,2019-06-12,Machakos County,FAW
0.540059,34.26213,2021-05-12,Busia County,FAW
0.629064,34.330169,2019-05-28,Busia County,FAW
0.536165,34.25831,2019-08-21,Busia County,FAW
0.592605,34.572551,2021-06-03,Bungoma County,FAW
0.9658551,35.0565393,2018-07-14,Trans-Nzoia County,FAW
0.709139,34.381352,2019-05-31,Busia County,FAW
0.562212,34.283311,2020-11-05,Busia County,FAW
0.627649,34.322534,2019-05-29,Busia County,FAW
-0.3609017,37.62923,2019-07-12,Tharaka-Nithi,FAW
0.149052,36.2724682,2018-07-11,Nakuru,FAW
-0.7757221,35.4634945,2018-11-09,Bomet,FAW
0.533733,34.526807,2021-05-18,Bungoma County,FAW
0.544665,34.262594,2019-08-21,Busia County,FAW
0.565305,34.279623,2019-05-22,Busia County,FAW
0.619419,34.340578,2019-09-27,Busia County,FAW
-0.2,36.09,2019-02-14,Nakuru,FAW
0.59731258,34.619443,2019-03-26,Bungoma County,FAW
-3.332613,40.005835,2021-05-20,Kilifi County,FAW
0.583829,34.26234,2019-05-24,Busia County,FAW
0.2756,34.131023,2021-05-24,Busia County,FAW
0.544665,34.262594,2019-08-19,Busia County,FAW
0.338698,34.186837,2021-05-11,Busia County,FAW
1.117226,34.807242,2018-07-13,Trans-Nzoia County,FAW
-0.285264,36.0697735,2019-02-13,Nakuru,FAW
-0.286475,36.069907,2019-12-17,Nakuru,FAW
0.1447692,36.274346,2018-11-21,Nakuru,FAW
0.499269,34.288866,2019-09-17,Busia County,FAW
0.499269,34.288866,2019-09-19,Busia County,FAW
0.536165,34.25831,2019-08-21,Busia County,FAW
0.527022,34.271506,2021-05-27,Busia County,FAW
-0.2852298,36.0696643,2019-02-14,Nakuru,FAW
0.52296,34.255532,2021-06-10,Busia County,FAW
0.464113,34.104331,2019-09-09,Busia County,FAW
0.619419,34.340578,2019-10-03,Busia County,FAW
0.504638,34.138156,2019-10-01,Busia County,FAW
0.541221,34.260381,2019-08-15,Busia County,FAW
0.536165,34.25831,2019-09-09,Busia County,FAW
0.544665,34.262594,2019-08-22,Busia County,FAW
0.633732,34.273242,2019-12-06,Busia County,FAW
-0.285408,36.069687,2019-12-17,Nakuru,FAW
0.558815,34.2702217,2019-09-11,Busia County,FAW
0.551105,34.261607,2019-09-06,Busia County,FAW
0.547451,34.260204,2021-06-04,Busia County,FAW
-3.213968,39.98274,2021-07-12,Kilifi County,FAW
0.462374,34.108853,2019-05-20,Busia County,FAW
0.797811,34.716577,2021-05-20,Bungoma County,FAW
0.8742921,34.900851,2018-07-09,Trans-Nzoia County,FAW
0.499269,34.288866,2019-10-10,Busia County,FAW
0.551105,34.261607,2019-08-29,Busia County,FAW
0.544665,34.262594,2019-08-27,Busia County,FAW
0.499269,34.288866,2019-09-16,Busia County,FAW
-0.2852298,36.0696643,2019-02-14,Nakuru,FAW
-0.0866567,37.663225,2019-04-09,Meru County,FAW
0.566042,34.296608,2019-11-12,Busia County,FAW
0.499269,34.288866,2019-10-10,Busia County,FAW
0.460309,34.239159,2019-05-16,Busia County,FAW
0.499269,34.288866,2019-10-04,Busia County,FAW
-3.23392,40.015714,2021-05-26,Kilifi County,FAW
0.541039,34.26213,2021-05-06,Busia County,FAW
0.487762,34.23994,2019-09-23,Busia County,FAW
0.551105,34.261607,2019-09-03,Busia County,FAW
0.552766,34.335819,2019-05-25,Busia County,FAW
-1.5171111,37.2694797,2019-06-11,Machakos County,FAW
0.544665,34.262594,2019-08-22,Busia County,FAW
-3.910818,39.737527,2021-07-09,Kilifi County,FAW
0.540477,34.220953,2019-05-16,Busia County,FAW
0.619419,34.340578,2019-09-25,Busia County,FAW
0.551153,34.261497,2019-08-14,Busia County,FAW
0.9087637,34.9353294,2018-06-23,Trans-Nzoia County,FAW
-1.370085,38.00522,2020-05-15,Kitui County,FAW
0.535763,34.224197,2019-08-16,Busia County,FAW
0.282078,34.226354,2021-10-19,Siaya County,FAW
-1.5290018,37.2628393,2019-06-12,Machakos County,FAW
0.536165,34.25831,2019-09-09,Busia County,FAW
0.582841,34.20655,2020-07-14,Busia County,FAW
0.634052,34.28713,2019-05-29,Busia County,FAW
0.536165,34.25831,2019-09-09,Busia County,FAW
0.627649,34.322534,2019-05-29,Busia County,FAW
0.535763,34.224197,2019-09-30,Busia County,FAW
0.611434,34.758714,2021-05-05,Bungoma County,FAW
0.511629,34.146414,2019-09-24,Busia County,FAW
0.618654,34.286731,2019-11-11,Busia County,FAW
0.499269,34.288866,2019-10-01,Busia County,FAW
0.4831488,37.6090933,2019-04-24,Meru County,FAW
-1.5290018,37.2628393,2019-06-12,Machakos County,FAW
-0.0869941,37.660762,2019-04-10,Meru County,FAW
-3.889646,39.769731,2021-03-25,Kilifi County,FAW
0.460839,34.105698,2021-01-06,Busia County,FAW
0.516254,34.548512,2021-05-17,Bungoma County,FAW
0.422932,34.266297,2019-09-09,Busia County,FAW
0.536165,34.25831,2019-08-21,Busia County,FAW
-1.5290018,37.2628393,2019-06-12,Machakos County,FAW
0.565208,34.386285,2021-06-24,Bungoma County,FAW
0.536165,34.25831,2019-09-09,Busia County,FAW
-3.893788,39.764398,2021-07-01,Kilifi County,FAW
0.275929,34.13035,2021-05-03,Busia County,FAW
0.499269,34.288866,2019-09-13,Busia County,FAW
0.56433,34.530078,2021-04-28,Bungoma County,FAW
0.499269,34.288866,2019-09-25,Busia County,FAW
-1.534283,37.262481,2019-12-03,Machakos County,FAW
-1.5682105,37.0770931,2019-04-03,Machakos County,FAW
0.524397,34.260741,2019-08-22,Busia County,FAW
0.464761,34.102925,2019-08-20,Busia County,FAW
0.534952,34.230194,2019-05-17,Busia County,FAW
0.536165,34.25831,2019-09-09,Busia County,FAW
0.602632,34.36764,2019-05-25,Busia County,FAW
-3.22645,40.012507,2021-05-31,Kilifi County,FAW
-3.895795,39.771533,2021-06-03,Kilifi County,FAW
-0.8508855,35.3964127,2018-09-21,Bomet,FAW
0.78,34.84,2019-01-11,Bungoma County,FAW
0.78,34.84,2019-01-18,Bungoma County,FAW
0.7924356,34.8327697,2019-01-11,Bungoma County,FAW
0.79,34.83,2019-01-18,Bungoma County,FAW
-1.1689039,36.8371759,2019-07-26,Kiambu,FAW
-1.1689039,36.8371759,2019-07-26,Kiambu,FAW
0.0740275,36.2218897,2018-07-30,Nakuru,FAW
-0.3687659,37.6414074,2020-01-02,Tharaka-Nithi,FAW
-0.3687095,37.6414117,2020-02-17,Tharaka-Nithi,FAW
-0.3687416,37.641391,2019-11-09,Tharaka-Nithi,FAW
-0.3687417,37.6415052,2020-05-05,Tharaka-Nithi,FAW
-0.3687638,37.6414017,2020-03-18,Tharaka-Nithi,FAW
-0.3685781,37.6413024,2019-10-25,Tharaka-Nithi,FAW
-0.3687824,37.6414119,2020-01-06,Tharaka-Nithi,FAW
-0.3691137,37.6410582,2020-01-24,Tharaka-Nithi,FAW
-0.7650903,35.4414548,2019-03-15,Bomet,FAW
-0.7643163,35.4410634,2019-05-13,Bomet,FAW
-0.7643163,35.4407975,2019-03-11,Bomet,FAW
-0.7643051,35.4407974,2019-01-04,Bomet,FAW
-0.7533734,35.4474665,2018-07-27,Bomet,FAW
-0.7532498,35.4473156,2018-09-28,Bomet,FAW
-0.7533072,35.4473714,2018-08-10,Bomet,FAW
-0.7642632,35.4407273,2019-03-26,Bomet,FAW
-0.7635847,35.4366377,2018-11-23,Bomet,FAW
-0.7614738,35.4398485,2018-12-21,Bomet,FAW
-0.763376,35.4423846,2019-01-12,Bomet,FAW
-0.7631828,35.4363501,2018-12-01,Bomet,FAW
-0.7532388,35.4473284,2018-08-24,Bomet,FAW
-0.7680937,35.4361563,2018-11-16,Bomet,FAW
-0.7532993,35.4473221,2018-09-14,Bomet,FAW
-0.7614738,35.4398485,2018-12-21,Bomet,FAW
-0.7643163,35.4407975,2019-03-11,Bomet,FAW
-0.7635847,35.4366377,2018-11-23,Bomet,FAW
-0.7650903,35.4414548,2019-03-15,Bomet,FAW
-0.7584509,35.4451681,2018-09-07,Bomet,FAW
-0.7643163,35.4410634,2019-05-13,Bomet,FAW
-0.763376,35.4423846,2019-01-12,Bomet,FAW
-0.7532498,35.4473156,2018-09-28,Bomet,FAW
-0.7631828,35.4363501,2018-12-01,Bomet,FAW
-0.7532388,35.4473284,2018-08-24,Bomet,FAW
-0.7642632,35.4407273,2019-03-26,Bomet,FAW
-0.7533072,35.4473714,2018-08-10,Bomet,FAW
-0.7643051,35.4407974,2019-01-04,Bomet,FAW
-0.781192,35.4552246,2018-08-03,Bomet,FAW
-0.7532993,35.4473221,2018-09-14,Bomet,FAW
-0.4105983,35.6917062,2018-07-18,Nakuru,FAW
-0.83427,35.3539973,2018-09-07,Bomet,FAW
-0.8762537,35.398558,2018-07-02,Bomet,FAW
-0.8509635,35.3968636,2018-09-07,Bomet,FAW
-0.8402506,35.3653111,2018-09-14,Bomet,FAW
0.7908147,34.869219,2018-12-07,Bungoma County,FAW
0.354647,34.120941,2019-03-18,Busia County,FAW
0.563577,34.279004,2019-09-11,Busia County,FAW
0.055943,37.755668,2019-09-13,Meru County,FAW
-0.7757393,35.4638558,2018-08-10,Bomet,FAW
-0.7757393,35.4638558,2018-08-10,Bomet,FAW
-1.286121,36.745511,2019-12-06,Nairobi County,FAW
-0.285738,36.070823,2019-12-16,Nakuru,FAW
-0.286482,36.06991,2019-12-17,Nakuru,FAW
-0.286245,36.070127,2019-12-17,Nakuru,FAW
-0.285589,36.066156,2019-12-17,Nakuru,FAW
-0.285589,36.066156,2019-12-17,Nakuru,FAW
-0.28532,36.070656,2019-12-17,Nakuru,FAW
-0.28532,36.070656,2019-12-17,Nakuru,FAW
-0.286675,36.069861,2019-12-17,Nakuru,FAW
-0.285529,36.067579,2019-12-17,Nakuru,FAW
-0.285408,36.069687,2019-12-17,Nakuru,FAW
-0.285529,36.067579,2019-12-17,Nakuru,FAW
-0.285363,36.070455,2019-12-17,Nakuru,FAW
-0.286218,36.069464,2019-12-17,Nakuru,FAW
-0.286553,36.069847,2019-12-17,Nakuru,FAW
-0.285408,36.069687,2019-12-17,Nakuru,FAW
-0.285408,36.069687,2019-12-17,Nakuru,FAW
-0.28545,36.070053,2019-12-17,Nakuru,FAW
-0.285021,36.071843,2019-12-17,Nakuru,FAW
-0.285477,36.070049,2019-12-17,Nakuru,FAW
-0.285749,36.069812,2019-12-17,Nakuru,FAW
-0.285413,36.07,2019-12-17,Nakuru,FAW
-0.286688,36.07082,2019-12-17,Nakuru,FAW
-0.285511,36.069389,2019-12-17,Nakuru,FAW
-0.286078,36.070073,2019-12-17,Nakuru,FAW
-0.285409,36.069913,2019-12-17,Nakuru,FAW
-0.285351,36.070256,2019-12-17,Nakuru,FAW
-0.285739,36.069636,2019-12-17,Nakuru,FAW
-0.286475,36.069907,2019-12-17,Nakuru,FAW
-0.28545,36.070053,2019-12-17,Nakuru,FAW
-0.285157,36.069505,2019-12-17,Nakuru,FAW
-0.285999,36.069562,2019-12-17,Nakuru,FAW
-0.284624,36.072036,2019-12-28,Nakuru,FAW
0.71728245,34.71385447,2019-09-16,Bungoma County,FAW
0.71728245,34.71385447,2019-09-16,Bungoma County,FAW
0.71728245,34.71385447,2019-09-16,Bungoma County,FAW
0.71728245,34.71385447,2019-09-16,Bungoma County,FAW
0.71728245,34.71385447,2019-09-16,Bungoma County,FAW
0.78,34.83,2019-08-30,Bungoma County,FAW
-1.8444747,37.6343055,2019-07-27,Makueni,FAW
-1.8444747,37.6343055,2019-08-03,Makueni,FAW
0.791689,35.47014,2018-10-26,Uasin Gishu County,FAW
0.78,34.83,2019-09-13,Bungoma County,FAW
-0.8160555,35.4070817,2018-11-30,Bomet,FAW
0.791689,35.470147,2018-11-18,Uasin Gishu County,FAW
0.791689,35.470147,2018-10-26,Uasin Gishu County,FAW
0.791689,35.470147,2018-10-26,Uasin Gishu County,FAW
0.78,34.83,2019-11-29,Bungoma County,FAW
0.78,34.83,2019-12-13,Bungoma County,FAW
0.78,34.83,2019-10-04,Bungoma County,FAW
0.78,34.83,2019-12-06,Bungoma County,FAW
0.78,34.83,2019-11-22,Bungoma County,FAW
0.78,34.83,2019-12-06,Bungoma County,FAW
0.78,34.83,2019-08-18,Bungoma County,FAW
0.78,34.83,2019-12-13,Bungoma County,FAW
0.78,34.83,2019-11-29,Bungoma County,FAW
0.78,34.83,2019-10-04,Bungoma County,FAW
0.78,34.83,2019-11-22,Bungoma County,FAW
-1.2816172,36.8219889,2018-06-12,Nairobi County,FAW
0.0864943,36.245287,2018-07-31,Nakuru,FAW
0.1137328,36.2782858,2018-08-19,Nakuru,FAW
0.109906,36.2710365,2018-10-14,Nakuru,FAW
0.1137909,36.2781716,2018-08-07,Nakuru,FAW
0.113721,36.278221,2018-09-23,Nakuru,FAW
0.0740275,36.2218897,2018-07-30,Nakuru,FAW
