,geometry,class,tavg,prec,tmax,tmin,vapr,wind
553,POINT (35.290315936635395 -0.363817690068406),0,17.633333,152.66667,23.841667,11.408333,1.3875002,2.4583333
554,POINT (34.23928705421556 0.121272563356135),0,22.041666,123.083336,27.908335,16.150002,1.8558334,2.5416667
555,POINT (35.69455781448918 -0.848907943492948),0,15.558333,84.5,21.983332,9.124999,1.2875,2.5166667
556,POINT (36.74558669690902 0.121272563356135),0,16.916666,57.916668,24.508331,9.316668,1.39,2.5583334
557,POINT (36.826435072479775 4.163691341893982),0,25.624998,29.083334,31.841665,19.449999,1.9116668,2.075
558,POINT (37.23067695033356 -2.546723830478843),0,21.824999,52.916668,28.116667,15.533334,1.755,3.0416667
559,POINT (34.7243773076401 3.67860108846944),0,26.925001,34.916668,33.699997,20.141666,2.0108333,2.291667
560,POINT (38.03916070604113 2.061633577054301),0,25.891668,27.75,31.34167,20.391666,2.0125,2.3416665
561,POINT (34.80522568321086 -1.010604694634462),0,18.408333,136.75,24.233332,12.55,1.4716667,2.3500001
562,POINT (41.1113989777299 3.193510835044898),0,26.625,25.666666,32.30833,20.916666,2.0241668,2.6250002
563,POINT (38.2817058327534 3.436055961757169),0,25.116663,31.75,30.824999,19.408333,1.895,2.4166667
564,POINT (39.57527984188552 -2.304178703766572),0,26.458334,55.416668,30.949999,21.941666,2.363333,2.55
565,POINT (39.89867334416854 3.193510835044898),0,25.34167,28.916666,30.458334,20.216665,1.9266667,2.7250001
566,POINT (40.949702226588386 -0.202120938926893),0,27.883333,32.166668,32.633335,23.141668,2.4116666,2.908333
567,POINT (36.58388994576751 -0.929756319063705),0,14.95,98.916664,21.066668,8.833333,1.3033333,2.5416665
568,POINT (40.62630872430535 -0.444666065639163),0,27.691666,31.333334,32.216667,23.199999,2.3916667,2.8083334
569,POINT (38.8476444617487 0.363817690068406),0,25.958336,30.166666,31.625,20.275,2.0849998,2.2250001
570,POINT (38.76679608617795 -1.010604694634462),0,25.641665,51.5,30.516665,20.758333,2.1433332,2.5333335
571,POINT (36.826435072479775 1.172301445775975),0,16.941668,50.166668,23.041666,10.849999,1.4375,2.1666667
572,POINT (35.77540619005994 0.444666065639163),0,18.05,108.666664,24.083334,12.0,1.3291667,2.55
573,POINT (39.81782496859778 -3.516904337327926),0,25.308334,86.75,29.275,21.358335,2.5174997,3.208333
574,POINT (38.60509933503643 -0.52551444120992),0,24.341667,42.916668,29.324999,19.375,2.0483334,2.3583333
575,POINT (36.42219319462599 -0.606362816780678),0,16.574999,55.166668,23.916666,9.216667,1.3416667,2.2666667
576,POINT (37.87746395489962 -2.061633577054302),0,22.974998,49.333332,28.616667,17.341665,1.8858333,2.9666665
577,POINT (38.524250959465675 -3.031814083903384),0,24.566666,88.0,29.975,19.175001,2.1216664,2.525
578,POINT (40.141218470880816 -0.28296931449765),0,28.291664,27.916666,33.225002,23.366667,2.3391669,2.591667
579,POINT (34.643528932069344 0.121272563356135),0,20.775,155.16667,26.800001,14.749999,1.6858335,2.5166667
580,POINT (34.7243773076401 0.202120938926892),0,20.366665,159.08333,26.441666,14.333333,1.6683334,2.3916667
581,POINT (36.26049644348448 0.121272563356135),0,17.658335,87.666664,24.991669,10.299999,1.4141666,2.2833333
582,POINT (40.70715709987611 -2.304178703766572),0,27.275,92.666664,30.783335,23.783333,2.7025,3.9416673
583,POINT (34.88607405878161 -0.929756319063705),0,17.775,139.25,23.824999,11.733333,1.42,2.3583333
584,POINT (35.61370943891843 0.444666065639163),0,21.950003,85.833336,28.616667,15.3,1.6341668,2.6000001
585,POINT (36.58388994576751 -0.363817690068406),0,7.7333336,125.25,13.224999,2.25,0.94250005,1.5500002
586,POINT (34.1584386786448 0.282969314497649),0,21.858332,140.58333,27.666664,16.033333,1.8658336,2.4750001
587,POINT (38.8476444617487 -0.444666065639163),0,25.616667,36.416668,30.733335,20.491667,2.115833,2.3250003
588,POINT (34.643528932069344 3.840297839610954),0,27.191668,38.416668,34.600002,19.783335,2.0466664,2.0416667
589,POINT (38.60509933503643 -1.091453070205219),0,25.125,58.666668,29.958334,20.241667,2.1000001,2.4666667
590,POINT (37.31152532590432 -2.223330328195816),0,21.133333,53.583332,26.866667,15.391667,1.7108332,3.1333334
591,POINT (37.39237370147508 -0.363817690068406),0,16.341665,167.5,21.566668,11.150002,1.4108334,2.5
592,POINT (37.39237370147508 -0.121272563356135),0,8.45,124.0,14.733335,2.1666667,0.99666667,1.625
593,POINT (37.634918828187345 -1.819088450342031),0,21.566668,62.833332,26.991667,16.116667,1.7666665,2.95
594,POINT (39.73697659302703 3.112662459474142),0,25.574999,29.416666,31.15,20.008335,1.9400002,2.7500002
595,POINT (36.74558669690902 0.040424187785378),0,16.625,58.666668,24.183334,9.058333,1.3741666,2.6416667
596,POINT (39.65612821745627 -3.597752712898684),0,24.758333,77.75,28.841667,20.641666,2.4475,3.0583334
597,POINT (38.76679608617795 -0.848907943492948),0,25.35,47.833332,30.199999,20.5,2.1233332,2.5333335
598,POINT (38.03916070604113 -0.768059567922191),0,22.0,61.666668,27.475,16.516665,1.8633332,2.8000002
599,POINT (36.42219319462599 -0.28296931449765),0,14.658334,67.583336,21.858335,7.433334,1.2358333,2.0916667
600,POINT (37.39237370147508 -0.040424187785379),0,8.924999,117.416664,15.325,2.525,1.0116668,1.6333333
601,POINT (36.907283448050535 1.738240074771274),0,20.225,42.583332,26.666666,13.733334,1.5941668,2.1666667
602,POINT (39.171037964031726 -0.444666065639163),0,26.733332,32.916668,31.975,21.508337,2.1799998,2.3666666
603,POINT (41.1113989777299 -1.899936825912788),0,26.966665,75.916664,30.199999,23.733332,2.7250001,3.7250001
604,POINT (39.413583090744 1.253149821346732),0,27.875002,25.25,33.341667,22.4,2.138333,2.4916668
605,POINT (34.1584386786448 0.363817690068406),0,22.20833,138.41667,28.108332,16.325003,1.9083333,2.5083334
606,POINT (35.93710294120145 0.687211192351434),0,22.691666,59.5,29.658335,15.741665,1.6925,2.283333
607,POINT (36.988131823621295 -2.546723830478843),0,21.741667,47.416668,27.558332,15.925,1.7308334,3.1416667
608,POINT (38.20085745718265 -0.363817690068406),0,23.574999,46.583332,29.141668,17.991667,1.9783334,2.5
609,POINT (36.74558669690902 -1.010604694634462),0,16.016666,118.083336,22.058334,9.983335,1.3558332,2.6249998
610,POINT (35.290315936635395 -1.010604694634462),0,18.708334,88.833336,25.141668,12.291667,1.4908334,2.4833333
611,POINT (35.12861918549388 0.687211192351434),0,17.800001,91.583336,24.29167,11.341666,1.4325,2.0583332
612,POINT (36.42219319462599 -1.33399819691749),0,21.608332,58.083332,28.075003,15.166668,1.57,2.9916668
613,POINT (34.40098380535707 0.282969314497649),0,22.125,148.33333,28.225,16.025,1.8483335,2.4250002
614,POINT (36.26049644348448 2.061633577054301),0,26.891668,25.833334,34.216667,19.591667,1.9791669,2.283333
615,POINT (36.66473832133826 -2.465875454908087),0,20.324999,48.75,25.875,14.775001,1.5916667,3.1333332
616,POINT (40.46461197316384 -1.33399819691749),0,27.358332,41.75,31.625,23.091667,2.5075,2.7249997
617,POINT (39.171037964031726 -4.406236468606252),0,25.633333,91.833336,30.191671,21.050001,2.5308332,2.7333333
618,POINT (37.715767203758105 -2.789268957191115),0,21.725,63.75,28.041666,15.441667,1.7975,2.916667
619,POINT (35.20946756106464 -1.253149821346732),0,19.041666,86.083336,25.516668,12.575001,1.4991668,2.6333334
620,POINT (39.00934121289021 0.202120938926892),0,26.550001,27.583334,32.05833,21.041668,2.1325,2.3083334
621,POINT (36.988131823621295 -2.6275722060496),0,21.933332,47.583332,28.074999,15.808333,1.7408334,3.1000001
622,POINT (37.47322207704583 -1.495694948059003),0,20.983334,58.333332,26.566664,15.358333,1.6933331,2.8833332
623,POINT (40.868853851017626 -2.223330328195816),0,27.275,83.916664,30.550001,24.0,2.7316666,4.058333
624,POINT (36.58388994576751 -1.980785201483545),0,20.675001,42.916668,26.566666,14.8083315,1.6216668,2.8916667
625,POINT (38.20085745718265 -0.202120938926893),0,24.875,41.166668,30.574999,19.175,2.0541666,2.5916667
626,POINT (37.634918828187345 -0.444666065639163),0,20.125,100.166664,25.65,14.566666,1.6725001,2.7749999
627,POINT (35.371164312206155 -0.202120938926893),0,20.208334,117.166664,26.808332,13.566666,1.5283333,2.425
628,POINT (36.26049644348448 2.708420581620357),0,28.541666,17.166666,35.341667,21.758333,2.0433333,2.2250001
629,POINT (37.55407045261659 -1.657391699200518),0,20.749998,62.416668,25.925001,15.55,1.7024999,2.8416665
630,POINT (36.907283448050535 -1.010604694634462),0,18.675,99.916664,24.449999,12.900001,1.4874998,2.8833334
631,POINT (36.58388994576751 4.163691341893982),0,28.0,26.166666,34.341663,21.650002,2.0608332,2.2
632,POINT (34.96692243435237 -0.687211192351434),0,18.008331,140.83333,24.008333,12.008332,1.4575001,2.45
633,POINT (35.371164312206155 2.142481952625058),0,25.599998,37.666668,32.508335,18.65,1.94,2.2166667
634,POINT (35.12861918549388 0.687211192351434),0,17.800001,91.583336,24.29167,11.341666,1.4325,2.0583332
635,POINT (39.81782496859778 1.253149821346732),0,28.258333,27.0,33.8,22.699999,2.1658332,2.5833335
636,POINT (36.66473832133826 -1.495694948059003),0,19.383333,76.333336,25.5,13.274999,1.3966666,2.7916667
637,POINT (35.53286106334767 2.950965708332628),0,28.525,22.5,35.466663,21.6,1.9916668,2.3166668
638,POINT (37.87746395489962 -3.355207586186413),0,21.875,63.083332,27.416666,16.308332,1.8758332,3.0833333
639,POINT (35.04777080992313 0.444666065639163),0,18.125,110.083336,24.39167,11.841667,1.4541665,2.325
640,POINT (41.43479248001292 3.759449464040197),0,27.991663,21.75,33.75,22.233335,2.0975,2.55
641,POINT (36.74558669690902 1.819088450342031),0,21.433334,38.166668,27.791666,15.091666,1.6725001,2.225
642,POINT (41.03055060215914 -1.57654332362976),0,27.066666,58.75,30.683334,23.474998,2.6341667,3.1333332
643,POINT (39.49443146631476 -0.040424187785379),0,27.683332,27.083334,32.93333,22.425001,2.22,2.5249999
644,POINT (39.09018958846097 -2.950965708332628),0,25.75,70.833336,30.941666,20.550001,2.2608335,2.4583333
645,POINT (39.49443146631476 2.223330328195815),0,27.174997,27.083334,32.93333,21.416666,2.065,2.6333334
646,POINT (40.46461197316384 2.142481952625058),0,27.050001,29.25,32.25833,21.849998,2.09,2.7416666
647,POINT (38.92849283731946 1.253149821346732),0,27.074999,23.583334,32.499996,21.641668,2.1291668,2.2083333
648,POINT (38.92849283731946 -3.516904337327926),0,24.375,62.416668,29.449999,19.308332,2.1941667,2.7250001
649,POINT (38.92849283731946 1.414846572488246),0,27.433334,25.666666,33.166668,21.708334,2.1208332,2.1916668
650,POINT (40.30291522202233 0.687211192351434),0,28.641668,29.083334,34.116665,23.191668,2.2841668,2.6750002
651,POINT (39.65612821745627 -3.193510835044899),0,25.275002,63.0,29.449999,21.108334,2.405,2.841667
652,POINT (39.49443146631476 -1.980785201483545),0,26.699999,50.916668,31.283333,22.125,2.355,2.4833333
653,POINT (38.36255420832416 2.385027079337329),0,26.000002,26.833334,31.441664,20.591667,1.9950002,2.3916667
654,POINT (38.2817058327534 -3.840297839610955),0,22.308332,58.583332,27.649996,16.975,1.9741665,3.1083336
655,POINT (34.7243773076401 3.840297839610954),0,27.4,36.083332,34.8,20.008333,2.0583332,2.075
656,POINT (36.58388994576751 -0.768059567922191),0,12.525001,98.833336,18.791666,6.2916665,1.1783334,2.341667
657,POINT (40.788005475446866 -0.444666065639163),0,27.674997,32.166668,32.183334,23.175001,2.41,2.841667
658,POINT (41.43479248001292 -1.495694948059003),0,26.9,55.166668,30.26667,23.508333,2.7066667,3.5249999
659,POINT (39.49443146631476 -3.67860108846944),0,24.583334,69.583336,29.008331,20.191668,2.375,3.0
660,POINT (36.907283448050535 1.738240074771274),0,20.225,42.583332,26.666666,13.733334,1.5941668,2.1666667
661,POINT (36.66473832133826 0.444666065639163),0,17.866667,58.0,25.408333,10.341666,1.4216666,2.2666667
662,POINT (34.481832180927825 0.040424187785378),0,21.808332,143.08333,27.708336,15.900001,1.7999998,2.5166667
663,POINT (38.2817058327534 -1.253149821346732),0,23.300001,65.166664,28.341667,18.258333,1.9799999,2.7416668
664,POINT (38.76679608617795 1.333998196917489),0,27.283335,26.333334,33.26667,21.300001,2.115,2.1833334
665,POINT (38.68594771060719 -2.950965708332628),0,24.908335,83.916664,30.249998,19.591667,2.1608334,2.5333335
666,POINT (40.46461197316384 3.516904337327926),0,25.400002,25.666666,30.983335,19.816668,1.9458333,2.7
667,POINT (39.171037964031726 1.57654332362976),0,27.383333,25.916666,32.99167,21.783335,2.095,2.4166667
668,POINT (35.69455781448918 0.040424187785378),0,16.000002,91.166664,22.283335,9.716666,1.2708333,2.4416668
669,POINT (40.788005475446866 -1.899936825912788),0,27.241667,69.75,30.800001,23.683334,2.7141666,3.958333
670,POINT (37.79661557932886 -1.980785201483545),0,22.625,52.583332,28.291664,16.941668,1.8508333,3.091667
671,POINT (40.949702226588386 -1.414846572488247),0,27.133337,52.333332,30.95833,23.349998,2.5758336,2.6666667
672,POINT (34.481832180927825 -0.848907943492948),0,20.975002,119.416664,26.824999,15.108334,1.7208332,2.475
673,POINT (34.96692243435237 -1.253149821346732),0,18.233332,109.833336,24.1,12.341664,1.4658332,2.4333332
674,POINT (40.22206684645157 -2.6275722060496),0,26.858335,72.666664,30.800001,22.933334,2.6399999,3.7249997
675,POINT (38.524250959465675 -0.040424187785379),0,25.775002,32.416668,31.050001,20.5,2.1216667,2.4583335
676,POINT (37.79661557932886 -1.899936825912788),0,22.208334,56.5,27.866663,16.574999,1.8091668,3.0333335
677,POINT (38.2817058327534 -0.52551444120992),0,22.550001,48.333332,27.991669,17.116667,1.9175001,2.5083332
678,POINT (41.51564085558368 3.759449464040197),0,28.41667,22.083334,34.416664,22.424997,2.1233335,2.8666666
679,POINT (40.22206684645157 3.193510835044898),0,25.841667,26.583334,31.233332,20.425001,1.9749999,2.6583335
680,POINT (35.12861918549388 0.202120938926892),0,17.625,123.333336,23.78333,11.483334,1.4066666,2.4333332
681,POINT (40.38376359759308 0.606362816780677),0,28.641665,27.666666,34.01667,23.274996,2.3008335,2.7749999
682,POINT (35.04777080992313 -0.28296931449765),0,22.291664,103.333336,28.85,15.733334,1.7308335,2.4416666
683,POINT (37.634918828187345 0.121272563356135),0,18.8,127.583336,24.5,13.066666,1.5541668,2.3333333
684,POINT (35.20946756106464 1.010604694634461),0,17.791666,83.333336,24.433334,11.158333,1.4341668,2.0416667
685,POINT (35.45201268777691 -0.929756319063705),0,16.541668,92.916664,22.96667,10.1,1.3241667,2.3
686,POINT (38.60509933503643 -3.031814083903384),0,24.941668,86.166664,30.266663,19.608332,2.1633334,2.6000001
687,POINT (37.87746395489962 3.274359210615655),0,25.033333,28.5,30.533335,19.541668,1.8841666,2.3916664
688,POINT (37.87746395489962 -3.031814083903384),0,23.225,47.416668,29.474998,16.958334,1.955,2.9833333
689,POINT (40.141218470880816 -0.848907943492948),0,27.708334,32.416668,32.283337,23.1,2.4016666,2.5333335
690,POINT (35.45201268777691 4.648781595318523),0,27.033333,50.916668,34.266663,19.808332,2.0741668,2.0666666
691,POINT (37.14982857476281 0.121272563356135),0,16.275002,67.0,23.433334,9.108334,1.4,2.0916665
692,POINT (38.03916070604113 3.274359210615655),0,25.408333,27.583334,31.0,19.825,1.9158334,2.4166667
693,POINT (35.04777080992313 3.031814083903384),0,23.441664,39.75,29.191666,17.683332,1.7333332,2.2250001
694,POINT (41.1113989777299 -1.57654332362976),0,27.041666,57.416668,30.574999,23.491667,2.6350002,3.1083336
695,POINT (38.68594771060719 -1.495694948059003),0,25.491667,57.5,30.158333,20.833334,2.1433332,2.6083333
696,POINT (37.87746395489962 0.444666065639163),0,22.625,76.833336,29.050001,16.175,1.7258334,2.7166665
697,POINT (35.371164312206155 -0.768059567922191),0,17.1,106.083336,23.383333,10.808334,1.3716666,2.4499998
698,POINT (37.87746395489962 0.76805956792219),0,23.958336,37.75,29.983335,17.908333,1.8699999,2.8583336
699,POINT (36.74558669690902 -0.687211192351434),0,11.416667,134.33333,16.7,6.1000004,1.1533333,2.0083332
700,POINT (35.20946756106464 -0.202120938926893),0,21.500002,111.0,28.0,15.041667,1.6358333,2.3583333
701,POINT (39.89867334416854 0.040424187785378),0,28.358332,27.666666,33.68333,23.033335,2.2758334,2.5333335
702,POINT (39.332734715173245 2.304178703766572),0,26.933332,26.666666,32.616673,21.241663,2.0508335,2.5333335
703,POINT (41.353944104442164 3.436055961757169),0,27.383333,23.416666,33.116665,21.641668,2.0725,2.475
704,POINT (35.45201268777691 2.385027079337329),0,26.525,33.083332,33.333332,19.683334,1.9516668,2.4333332
705,POINT (39.65612821745627 1.980785201483545),0,27.674997,26.916666,33.35,22.0,2.0991666,2.6916668
706,POINT (38.60509933503643 -1.57654332362976),0,25.241667,56.0,29.966667,20.550001,2.1166668,2.6166666
707,POINT (36.34134481905524 -0.040424187785379),0,13.658333,86.333336,20.699999,6.6333337,1.2066667,2.35
708,POINT (40.30291522202233 3.193510835044898),0,25.816666,25.833334,30.975,20.65,1.985,2.6666667
709,POINT (36.826435072479775 -2.142481952625059),0,19.608334,45.416668,25.1,14.141667,1.5749999,2.9583333
710,POINT (38.92849283731946 -2.708420581620357),0,25.758331,69.416664,30.741667,20.733334,2.24,2.4833333
711,POINT (36.74558669690902 0.363817690068406),0,17.75,58.916668,25.400002,10.075,1.4225,2.225
712,POINT (36.42219319462599 -0.929756319063705),0,15.858334,69.083336,22.85,8.883333,1.3058333,2.7166665
713,POINT (37.55407045261659 1.091453070205218),0,23.833334,37.25,30.075003,17.583334,1.8616667,2.5666666
714,POINT (36.098799692342965 0.929756319063705),0,23.583334,48.583332,31.41667,15.775001,1.8258334,2.7166665
715,POINT (37.79661557932886 -1.738240074771274),0,22.683334,55.166668,28.216667,17.133331,1.8449999,2.966667
716,POINT (37.14982857476281 0.040424187785378),0,15.708333,71.916664,22.658333,8.758333,1.3733333,2.283333
717,POINT (38.20085745718265 0.929756319063705),0,24.941668,32.333332,30.658333,19.208334,1.9616666,3.1166666
718,POINT (35.85625456563069 -0.28296931449765),0,16.175,82.25,23.15,9.216667,1.2833333,2.1666667
719,POINT (38.68594771060719 0.848907943492947),0,26.65,28.833334,32.516666,20.750002,2.0925,2.325
720,POINT (36.907283448050535 -0.363817690068406),0,16.183332,83.5,22.466667,9.883333,1.3783332,2.4333332
721,POINT (39.65612821745627 -2.789268957191115),0,25.58333,63.166668,29.625002,21.508331,2.368333,2.5416667
722,POINT (39.65612821745627 3.274359210615655),0,24.633333,32.666668,29.6,19.666666,1.8808333,2.6583333
723,POINT (36.42219319462599 -1.414846572488247),0,22.008333,52.5,28.383331,15.649999,1.6391665,3.075
724,POINT (35.20946756106464 1.172301445775975),0,15.683334,106.666664,21.258333,10.133334,1.3033334,2.1416667
725,POINT (37.79661557932886 -2.708420581620357),0,22.025,57.583332,27.949999,16.083334,1.8400002,2.825
726,POINT (39.49443146631476 2.6275722060496),0,26.591665,26.583334,32.11667,21.041668,2.0249999,2.7250001
727,POINT (40.868853851017626 0.121272563356135),0,28.275,30.0,33.483334,23.058334,2.3791664,2.8833332
728,POINT (37.39237370147508 -0.606362816780678),0,20.900002,86.833336,26.858335,14.933333,1.6758333,2.8916664
729,POINT (36.50304157019675 0.52551444120992),0,17.625002,58.583332,25.249998,10.016666,1.3725001,2.1333334
730,POINT (38.8476444617487 -3.112662459474143),0,25.333334,73.833336,30.550003,20.125002,2.2174997,2.5416665
731,POINT (37.55407045261659 -2.870117332761871),0,20.116667,85.416664,26.291666,13.924999,1.6866666,2.9583333
732,POINT (37.95831233047038 -1.091453070205219),0,21.166668,65.666664,26.916666,15.450001,1.755,2.908333
733,POINT (38.524250959465675 -0.52551444120992),0,23.941666,44.666668,28.975,18.925001,2.0241666,2.3750002
734,POINT (39.81782496859778 1.333998196917489),0,28.333334,26.0,33.841667,22.783333,2.1641665,2.5916667
735,POINT (39.251886339602486 -3.516904337327926),0,24.341667,60.666668,28.741667,19.908333,2.2841666,2.783333
736,POINT (37.23067695033356 1.57654332362976),0,22.433334,37.333332,27.933334,16.958332,1.7908334,2.6333332
737,POINT (39.413583090744 2.223330328195815),0,27.091665,26.25,32.80833,21.35,2.0583334,2.5666668
738,POINT (38.68594771060719 -0.687211192351434),0,24.816666,45.75,29.808332,19.8,2.0783334,2.4666665
739,POINT (39.81782496859778 2.546723830478843),0,26.724998,26.833334,31.908333,21.508333,2.030833,2.641667
740,POINT (37.715767203758105 -2.223330328195816),0,22.483332,49.583332,27.999998,17.0,1.8683332,2.9416668
741,POINT (36.826435072479775 1.657391699200517),0,20.583334,41.333332,27.275002,13.941666,1.6158334,2.3
742,POINT (40.22206684645157 -2.061633577054302),0,27.275,61.583332,31.25,23.29167,2.5224998,2.6666667
743,POINT (40.54546034873459 3.355207586186412),0,25.508333,26.333334,30.800001,20.199999,1.9425001,2.6833334
744,POINT (38.12000908161189 1.980785201483545),0,26.233332,27.833334,32.208332,20.266666,2.0116665,2.2166667
745,POINT (36.907283448050535 0.121272563356135),0,17.283335,63.666668,24.841667,9.691667,1.4391665,2.6583333
746,POINT (39.81782496859778 -3.193510835044899),0,25.25,66.25,29.425001,21.083334,2.4783335,3.1166668
747,POINT (37.39237370147508 1.172301445775975),0,19.983332,63.833332,25.366667,14.625,1.6374999,2.3333333
748,POINT (37.47322207704583 -2.708420581620357),0,21.699999,62.25,28.291666,15.116668,1.7791667,2.9583333
749,POINT (34.562680556498584 0.040424187785378),0,20.766666,152.25,26.633333,14.875,1.6925,2.6166666
750,POINT (40.70715709987611 2.546723830478843),0,27.058332,28.333334,32.591667,21.516668,2.0824997,2.8333333
751,POINT (35.77540619005994 -0.606362816780678),0,12.983335,97.25,18.883333,7.066667,1.15,2.4333332
752,POINT (38.12000908161189 3.516904337327926),0,24.741667,31.166666,30.624998,18.866665,1.8666667,2.3333333
753,POINT (39.251886339602486 1.253149821346732),0,27.841667,25.75,33.600002,22.066668,2.1483333,2.3916667
754,POINT (39.57527984188552 -2.6275722060496),0,26.033333,59.5,30.366667,21.691668,2.3674998,2.5749998
755,POINT (37.23067695033356 -0.52551444120992),0,19.03333,112.25,24.775,13.275001,1.5774999,2.75
756,POINT (35.371164312206155 0.76805956792219),0,16.7,80.583336,23.299997,10.108334,1.3424999,2.0333333
757,POINT (39.57527984188552 -3.43605596175717),0,24.733335,67.25,29.024996,20.441666,2.385,2.9166667
758,POINT (40.060370095310056 -1.738240074771274),0,27.341665,45.5,31.508331,23.133333,2.4875002,2.5416667
759,POINT (40.868853851017626 1.899936825912787),0,27.924997,30.25,33.325,22.533333,2.1941667,2.7749999
760,POINT (39.65612821745627 1.253149821346732),0,27.800001,25.0,33.124996,22.491669,2.1333334,2.6083336
761,POINT (37.79661557932886 3.193510835044898),0,25.475,25.666666,30.891665,20.05,1.9141666,2.3666666
762,POINT (39.89867334416854 -1.414846572488247),0,27.391665,38.166668,32.024998,22.775,2.4375,2.3416667
763,POINT (35.290315936635395 0.687211192351434),0,17.233334,82.416664,23.766665,10.691667,1.3725001,2.0666668
764,POINT (34.80522568321086 0.040424187785378),0,20.358334,147.91667,26.324999,14.400001,1.6491667,2.4166665
765,POINT (39.251886339602486 -4.406236468606252),0,25.950003,98.166664,30.391665,21.533335,2.5725,2.7583332
766,POINT (38.524250959465675 -3.840297839610955),0,23.608332,56.916668,29.033335,18.2,2.0908334,2.9666665
767,POINT (39.332734715173245 -0.444666065639163),0,27.225,31.5,32.38333,22.083334,2.2116666,2.45
768,POINT (40.54546034873459 0.76805956792219),0,28.724998,28.0,34.333332,23.083334,2.2983334,2.7666664
769,POINT (35.53286106334767 -0.768059567922191),0,15.125001,101.833336,20.85,9.366668,1.2624999,2.2499998
770,POINT (38.68594771060719 -3.759449464040197),0,23.525002,59.333332,28.483335,18.558334,2.1291666,2.8916667
771,POINT (38.8476444617487 -0.040424187785379),0,26.608332,28.333334,31.85,21.341665,2.1616666,2.425
772,POINT (38.60509933503643 1.010604694634461),0,26.533335,25.25,32.100002,20.991665,2.1016665,2.4916666
773,POINT (41.27309572887141 -1.253149821346732),0,27.216667,47.0,30.983335,23.433334,2.6016667,3.175
774,POINT (38.68594771060719 -0.848907943492948),0,24.949999,50.416668,29.858332,20.066668,2.0941668,2.4916668
775,POINT (36.826435072479775 0.848907943492947),0,17.9,58.166668,25.216667,10.591667,1.46,2.2083335
776,POINT (35.290315936635395 0.202120938926892),0,17.133333,106.166664,23.450003,10.8166685,1.3433334,2.408333
777,POINT (38.12000908161189 -0.040424187785379),0,23.958336,45.166668,29.458334,18.466667,1.9933333,2.6916666
778,POINT (35.04777080992313 1.253149821346732),0,18.216665,88.75,24.591667,11.841667,1.4641666,2.0249999
779,POINT (40.30291522202233 3.031814083903384),0,26.158333,26.0,31.558332,20.766668,2.0,2.7
780,POINT (34.88607405878161 3.355207586186412),0,25.666666,33.166668,31.85,19.466667,1.8816667,2.1916668
781,POINT (37.47322207704583 -0.848907943492948),0,21.966667,66.5,27.858335,16.074999,1.7533334,2.8166668
782,POINT (40.46461197316384 0.52551444120992),0,28.558334,27.666666,33.841667,23.266665,2.3083334,2.783333
783,POINT (35.93710294120145 -1.172301445775975),0,17.800001,62.666668,24.425001,11.183333,1.3925,2.6833334
784,POINT (38.36255420832416 1.738240074771274),0,26.733335,26.166666,32.63333,20.816668,2.0600002,2.1833334
785,POINT (39.00934121289021 -1.253149821346732),0,26.341665,49.166668,31.166664,21.483332,2.2166665,2.5249999
786,POINT (35.371164312206155 -1.010604694634462),0,17.7,90.083336,24.016668,11.416667,1.4108334,2.4833333
787,POINT (37.31152532590432 1.091453070205218),0,18.391666,60.666668,23.975,12.808334,1.515,2.4916668
788,POINT (39.89867334416854 -1.253149821346732),0,27.525,37.833332,32.216667,22.824999,2.4266667,2.3749998
789,POINT (40.788005475446866 1.414846572488246),0,28.416666,30.5,33.891666,22.958334,2.256667,2.825
790,POINT (39.979521719739296 -1.414846572488247),0,27.458334,37.666668,32.05,22.891668,2.4541667,2.3999999
791,POINT (36.42219319462599 2.304178703766572),0,23.941666,27.833334,30.708336,17.216665,1.745,2.15
792,POINT (35.53286106334767 -0.363817690068406),0,14.45,124.416664,20.633333,8.241667,1.1841668,2.1833334
793,POINT (35.77540619005994 0.606362816780677),0,16.541666,119.166664,22.35,10.716667,1.2750002,2.25
794,POINT (39.171037964031726 -3.193510835044899),0,25.349998,67.5,30.425001,20.266666,2.2683332,2.5416667
795,POINT (39.251886339602486 0.444666065639163),0,27.241663,26.5,32.766666,21.725,2.1675,2.3916667
796,POINT (38.443402583894915 -3.67860108846944),0,22.800001,58.5,27.991667,17.641666,2.0233333,3.0
797,POINT (35.85625456563069 4.487084844177009),0,28.98333,32.75,35.850002,22.091667,2.1941664,2.1000001
798,POINT (36.179648067913725 0.282969314497649),0,18.941668,83.833336,25.941666,11.95,1.4758333,2.3999999
799,POINT (41.03055060215914 -1.33399819691749),0,27.050001,50.083332,30.858335,23.275,2.5591667,2.8
800,POINT (37.31152532590432 1.57654332362976),0,24.033335,31.833334,29.808334,18.233334,1.8908335,2.5
801,POINT (35.290315936635395 0.202120938926892),0,17.133333,106.166664,23.450003,10.8166685,1.3433334,2.408333
802,POINT (38.443402583894915 1.495694948059003),0,26.800001,25.75,32.616665,20.983334,2.0791664,2.35
803,POINT (36.66473832133826 -1.091453070205219),0,14.841667,110.666664,20.641668,9.05,1.2825001,2.5666668
804,POINT (37.87746395489962 3.436055961757169),0,24.066668,33.25,29.574999,18.549997,1.8183333,2.358333
805,POINT (39.171037964031726 -1.738240074771274),0,26.466667,50.25,31.299997,21.633331,2.2749999,2.4916668
