,geometry,class,tavg,prec,tmax,tmin,vapr,wind
0,POINT (34.288866 0.499269),1,22.141668,137.41667,28.133333,16.158333,1.8808333,2.3083332
1,POINT (36.801239 -1.261967),1,19.291668,86.916664,24.949999,13.650001,1.4800001,2.2749999
2,POINT (34.9299407 0.9187688),1,18.883333,100.25,25.475,12.291665,1.5450001,2.116667
3,POINT (34.138156 0.504638),1,22.5,132.58333,28.458336,16.558334,1.9383335,2.5000002
4,POINT (37.6630762 -0.0869941),1,19.258333,140.91667,24.783335,13.733334,1.6091667,2.7583332
5,POINT (37.6090933 0.4831488),1,23.608332,46.25,30.4,16.824999,1.7850002,3.0416667
6,POINT (34.261607 0.551105),1,21.833334,139.66667,27.641668,15.974999,1.8416667,2.5083334
7,POINT (34.105675 0.460818),1,22.041666,147.16667,27.983335,16.125,1.8974999,2.325
8,POINT (37.078103 -1.5683764),1,19.225,46.5,25.208334,13.224999,1.5391668,2.9666665
9,POINT (36.0704836 -0.2845506),1,17.433332,77.083336,24.650002,10.208333,1.3899999,2.4083333
10,POINT (39.896317 -3.435616),1,25.275002,74.666664,28.908333,21.658335,2.5725002,3.675
11,POINT (34.175648 0.554142),1,22.483332,132.16667,28.383331,16.591667,1.9275001,2.5500002
12,POINT (34.350563 0.697794),1,21.383333,125.166664,27.316666,15.45,1.7883334,2.2166665
13,POINT (39.789663 -3.650488),1,25.816671,93.583336,29.816668,21.816668,2.5791667,3.2583332
14,POINT (34.193631 0.407613),1,22.291666,139.0,28.208334,16.333334,1.9074999,2.6083336
15,POINT (34.718649 0.791408),1,19.483332,123.0,25.783333,13.208335,1.6041666,2.1
16,POINT (34.353459 0.375406),1,22.066668,150.83333,28.150002,16.016666,1.8566669,2.5166667
17,POINT (34.386351 0.565253),1,22.025002,132.58333,28.133333,15.925002,1.8458334,2.2749999
18,POINT (34.7866426 1.0968928),1,17.25,99.25,23.474998,11.016667,1.4083333,2.1000001
19,POINT (34.335819 0.552766),1,22.033335,135.5,28.091667,15.950001,1.8558335,2.2833333
20,POINT (34.572403 0.592516),1,21.050001,137.58333,27.241669,14.850001,1.7358333,2.35
21,POINT (36.8510154 -1.210481),1,19.35,73.75,25.050001,13.633334,1.5016667,2.9083335
22,POINT (34.130802 0.275283),1,21.908335,134.58333,27.699999,16.1,1.8749999,2.4666667
23,POINT (34.204908 0.496708),1,22.283333,138.0,28.175001,16.391668,1.9,2.5583332
24,POINT (37.2611855 -1.5315163),1,19.1,57.75,24.758333,13.441666,1.5558333,2.8999999
25,POINT (34.619328 0.53956),1,20.941668,139.91667,27.141668,14.716667,1.7275,2.3416667
26,POINT (35.4640089 -0.7756736),1,15.991666,101.583336,22.049997,9.916667,1.3133334,2.3083332
27,POINT (34.526797 0.53375),1,21.241667,137.66667,27.333334,15.124999,1.7550001,2.2833333
28,POINT (40.006094 -3.276447),1,24.733332,79.333336,28.325003,21.141668,2.5600002,3.5
29,POINT (40.122393 -3.129576),1,24.991667,91.25,28.941666,21.041666,2.5708334,3.45
30,POINT (36.7365136 -1.2652821),1,18.458334,83.416664,24.275002,12.650001,1.4233333,2.7749999
31,POINT (35.4120332 -0.794748),1,16.175001,108.416664,22.458334,9.908334,1.3091667,2.4499996
32,POINT (34.6187514 0.6014712),1,20.508333,141.83333,26.733335,14.291668,1.6908336,2.3833334
33,POINT (34.134939 0.412595),1,22.125002,140.08333,28.058332,16.216665,1.9025,2.4750001
34,POINT (39.766704 -3.900834),1,26.033333,88.75,29.891668,22.175001,2.6266668,3.75
35,POINT (34.28713 0.645349),1,22.466667,121.916664,28.516668,16.4,1.9049999,2.3
36,POINT (34.172837 0.357263),1,22.108335,141.58333,27.991669,16.225,1.8924998,2.466667
37,POINT (34.36764 0.602632),1,22.216667,128.83333,28.316664,16.15,1.8675002,2.2166665
38,POINT (39.978629 -3.173256),1,25.025002,79.416664,28.958336,21.1,2.5349998,3.0333335
39,POINT (36.379493 0.277717),1,16.433334,65.583336,23.816666,9.05,1.3275,2.3
40,POINT (34.235507 0.465357),1,22.116669,144.5,28.083334,16.166664,1.8816665,2.5666668
41,POINT (34.220922 0.539806),1,21.691666,133.33333,27.508333,15.866668,1.8341666,2.3166666
42,POINT (40.047128 -3.266117),1,24.808332,85.0,28.575003,21.050001,2.5625002,3.4000003
43,POINT (35.383911 1.563338),1,19.416666,73.166664,25.566666,13.266666,1.5191666,2.1833332
44,POINT (36.8007417 -1.14803),1,18.141666,93.75,23.975,12.316667,1.4383334,2.7749999
45,POINT (34.330169 0.629064),1,22.308334,131.58333,28.308332,16.308334,1.8825,2.5583334
46,POINT (34.9694373 0.9027378),1,18.741667,98.833336,25.383333,12.133334,1.5333333,2.0583334
47,POINT (34.266297 0.422932),1,22.241667,143.16667,28.25,16.258333,1.8916665,2.5583336
48,POINT (34.8711783 0.8730617),1,18.750002,105.833336,25.275,12.191666,1.5325001,2.0
49,POINT (40.011545 -3.225757),1,24.658333,84.166664,28.283333,20.991667,2.5316665,3.1499996
50,POINT (39.720753 -3.903322),1,25.899996,95.916664,29.891665,21.933334,2.5883334,3.3083334
51,POINT (34.7535775 0.2846143),1,20.025,168.5,26.124998,13.883334,1.6458334,2.5916665
52,POINT (34.352027 0.452256),1,22.166666,140.41667,28.191668,16.133333,1.8699999,2.3166666
53,POINT (34.26213 0.357372),1,21.891668,149.83333,27.866667,15.924999,1.8558335,2.4750001
54,POINT (36.272508 0.1490446),1,17.366665,87.25,24.675001,10.041667,1.3924999,2.4083333
55,POINT (35.0279743 1.0062866),1,18.316668,96.583336,24.974998,11.633334,1.4841665,2.2833335
56,POINT (35.745971 0.075945),1,17.191668,91.5,23.933336,10.466666,1.3325,2.4916666
57,POINT (35.3971826 -0.8499149),1,17.191668,96.5,23.550001,10.791667,1.3791667,2.325
58,POINT (34.8487923 1.083059),1,18.408335,90.083336,25.200003,11.616666,1.4983333,2.025
59,POINT (34.769073 0.742881),1,19.758333,123.666664,26.133333,13.383332,1.6241666,2.1249998
60,POINT (40.00566 -3.332285),1,25.0,74.5,28.5,21.491667,2.5916665,3.6916666
61,POINT (40.149244 -2.854301),1,26.133333,75.25,30.124998,22.141668,2.6125,3.8916667
62,POINT (39.922783 -3.354173),1,25.141668,73.5,28.816666,21.5,2.5808332,3.7166665
63,POINT (35.0565393 0.9658551),1,18.183332,90.25,24.800001,11.525001,1.4749999,1.9833335
64,POINT (37.0088383 -0.460745),1,17.725,86.416664,23.73333,11.666667,1.4591666,2.608333
65,POINT (36.8757767 -1.1768867),1,19.65,72.25,25.516665,13.775002,1.5250001,2.783333
66,POINT (34.8515518 0.4488162),1,19.733332,153.16667,25.925001,13.5,1.5983334,2.4666667
67,POINT (34.8084243 0.7836838),1,19.341665,115.833336,25.716667,12.950001,1.5841666,2.075
68,POINT (39.926188 -3.201484),1,24.733332,77.083336,28.516665,20.941668,2.5041666,3.1416664
69,POINT (34.228482 0.381902),1,22.166666,144.66667,28.108332,16.216665,1.8891665,2.5833335
70,POINT (34.308392 0.684313),1,22.066666,123.0,28.016668,16.091667,1.8583336,2.3333333
71,POINT (35.9860467 0.4708033),1,24.458334,55.25,31.983332,16.925,1.7524999,2.2999997
72,POINT (40.093899 -3.214996),1,24.641665,87.833336,28.383333,20.891668,2.5808334,3.5833337
73,POINT (35.7 0.7),1,22.949999,66.166664,29.891668,16.025,1.7191668,2.508333
74,POINT (34.78389669 -0.08750075),1,23.033333,112.416664,29.391665,16.691666,1.8200002,2.3916667
75,POINT (34.3011872 0.18357708),1,22.033335,141.16667,27.9,16.141668,1.8491668,2.475
76,POINT (35.470147 0.791689),1,16.349998,88.416664,22.724998,9.966666,1.3225,2.2583337
77,POINT (34.712431 0.614218),1,20.691668,138.33333,27.016665,14.366668,1.7033334,2.3833334
78,POINT (39.867073 -3.581976),1,25.974998,81.833336,29.941668,22.041666,2.6008332,3.675
79,POINT (34.20655 0.582841),1,22.5,130.5,28.4,16.6,1.9216666,2.5583336
80,POINT (35.4120133 0.7948652),1,16.708334,81.25,23.308332,10.066667,1.3449999,2.0500002
81,POINT (34.205855 0.306227),1,21.766665,149.16667,27.65,15.883332,1.8525001,2.45
82,POINT (39.785375 -3.28971),1,24.824999,76.5,28.916664,20.733334,2.4399998,2.8916667
83,POINT (35.2838259 -0.8754993),1,18.0,97.75,24.349998,11.683333,1.435,2.3916667
84,POINT (35.332891 0.376299),1,16.958334,94.75,23.275,10.650001,1.3233334,2.2583334
85,POINT (34.456389 0.510477),1,21.633331,137.58333,27.716667,15.575001,1.8024999,2.2583332
86,POINT (34.350195 0.213035),1,21.891665,150.41667,27.875,15.941667,1.8316666,2.5083334
87,POINT (34.404323 0.752063),1,21.549997,121.416664,27.641665,15.458335,1.7966666,2.3
88,POINT (35.4083459 -0.9460694),1,18.075,83.666664,24.608335,11.516666,1.4408332,2.4333332
89,POINT (37.0999733 -1.50781),1,19.325,49.083332,25.291666,13.349998,1.5383334,2.8583333
90,POINT (34.122071 0.208277),1,22.241667,116.75,28.191666,16.333332,1.9041666,2.4750001
91,POINT (34.150935 0.450892),1,22.183334,142.0,28.133333,16.225,1.9025,2.4666667
92,POINT (34.8284382 1.1295951),1,18.241667,90.0,24.958334,11.533333,1.4808332,2.0166667
93,POINT (34.415491 0.602451),1,21.924997,134.5,28.066666,15.808334,1.8275,2.3666666
94,POINT (35.06756 -0.7095333333333333),1,18.449999,122.583336,24.641668,12.258334,1.485,2.45
95,POINT (38.569486 -0.384357),1,24.491667,40.083332,29.641665,19.366667,2.0541666,2.3416667
96,POINT (34.9338462 0.8261664),1,18.8,103.333336,25.275,12.3083315,1.5308334,2.0833333
97,POINT (34.530511 0.592816),1,21.1,137.83333,27.233335,14.95,1.7391666,2.3416667
98,POINT (34.23226 0.246346),1,21.866663,143.08333,27.733332,16.05,1.8616667,2.5833333
99,POINT (35.044426 1.942783),1,21.533333,60.166668,27.741669,15.341667,1.7058334,2.2
100,POINT (34.663567 0.724692),1,20.4,128.66667,26.699999,14.091667,1.6841669,2.175
101,POINT (37.068166 -0.248928),1,15.858334,78.75,22.641668,9.058333,1.3608332,2.1833334
102,POINT (38.569491 -0.448273),1,24.233332,41.916668,29.266665,19.199999,2.0408332,2.3500001
103,POINT (36.8890826 -1.2927264),1,19.925001,66.333336,25.95833,13.899999,1.5141667,2.7333333
104,POINT (37.62923 -0.3609017),1,19.408335,122.916664,24.75,14.058333,1.6216668,2.8333333
105,POINT (36.09 -0.2),1,17.300001,76.833336,24.441666,10.166666,1.3841667,2.5000002
106,POINT (38.00522 -1.370085),1,21.483332,70.166664,26.675003,16.291666,1.7866665,3.0500002
107,POINT (34.758714 0.611434),1,20.283333,137.33333,26.574999,13.975001,1.6616665,2.1333332
108,POINT (36.2218897 0.0740275),1,17.116669,88.083336,24.358332,9.875,1.3841667,2.2166667
109,POINT (35.6917062 -0.4105983),1,13.075001,101.166664,19.316668,6.808334,1.1358334,2.3916664
110,POINT (35.3539973 -0.83427),1,17.416666,98.166664,23.741669,11.075001,1.395,2.4
111,POINT (34.869219 0.7908147),1,19.125002,111.5,25.574999,12.674999,1.5608331,2.075
112,POINT (34.120941 0.354647),1,22.341667,127.916664,28.199999,16.491667,1.9275001,2.5500002
113,POINT (37.755668 0.055943),1,21.191668,107.416664,27.016665,15.383335,1.7275,2.5916667
114,POINT (34.71385447 0.71728245),1,19.858334,129.0,26.133331,13.599999,1.6341667,2.158333
115,POINT (37.6343055 -1.8444747),1,21.466665,63.083332,26.950003,16.016666,1.7591667,2.991667
116,POINT (34.8147082 0.07726249),1,19.666666,165.58333,25.558334,13.766666,1.5708333,2.508333
117,POINT (37.5872072 -1.8708834),1,21.416666,63.333332,26.741667,16.066668,1.7666665,2.908333
118,POINT (34.64395 -0.3880489),1,22.625,93.916664,28.916664,16.333334,1.8299999,2.4916666
119,POINT (34.36188958 0.1411326),1,22.050001,140.33333,27.991667,16.108335,1.84,2.5333335
120,POINT (36.8757767 1.176886),1,19.7,56.083332,26.075003,13.341667,1.6066669,2.575
121,POINT (36.2313166 0.1184169),1,18.050001,86.666664,25.458336,10.675,1.4266666,2.2666667
122,POINT (34.9971321 0.8166174),1,18.891666,101.666664,25.441666,12.383334,1.5375,2.1666665
123,POINT (37.747555 -1.8041),1,22.466665,56.333332,28.008333,16.883335,1.8283335,3.0666668
124,POINT (37.6656205 -0.4155722),1,20.125,103.0,25.558334,14.666667,1.6766666,2.7416668
125,POINT (36.198206 -0.0203227),1,15.258334,85.166664,22.099998,8.416667,1.2641665,2.2250001
126,POINT (37.24501 -1.58253),1,19.308332,52.25,25.083334,13.533333,1.5708333,2.9833333
127,POINT (34.75862115 0.81863313),1,19.324999,122.75,25.699999,12.925,1.5866667,2.358333
128,POINT (36.0595 -1.79007),1,24.208334,35.666668,29.916664,18.500002,1.8533335,2.825
129,POINT (34.234243 0.08633),1,22.15,117.916664,27.974998,16.291666,1.8650001,2.475
130,POINT (34.282978 0.060405),1,21.866667,126.916664,27.775,15.958333,1.8275,2.5416667
131,POINT (34.6322457 0.7521147),1,20.033335,130.41667,26.283333,13.766666,1.6549999,2.2416666
132,POINT (34.665526 0.79611),1,19.608332,127.916664,25.866667,13.349998,1.6183335,2.2749999
133,POINT (34.7689 0.93371),1,16.366667,104.75,22.366667,10.358334,1.3508334,2.0249999
134,POINT (37.32643 -0.57318),1,20.441668,93.0,26.341665,14.541667,1.6558332,2.8666666
135,POINT (36.65172 -1.21822),1,16.925,84.333336,22.900002,10.924999,1.3466667,2.75
136,POINT (37.4541 -0.5365),1,19.85,101.75,25.5,14.216668,1.6408333,2.6083333
137,POINT (35.276148 0.9346573),1,17.941666,82.416664,24.6,11.316667,1.44,2.1166666
138,POINT (37.46408 -0.47389),1,18.133333,125.583336,23.608332,12.658333,1.5633334,2.7166665
139,POINT (36.1651 -0.176445),1,15.616666,86.5,22.441666,8.775001,1.2975,2.25
140,POINT (37.4569 -0.41337),1,17.791666,143.66667,23.366669,12.225001,1.5041667,2.675
141,POINT (37.05557279 -0.53427365),1,17.966667,109.416664,23.750002,12.158333,1.4891666,2.675
142,POINT (35.13701 1.209044),1,16.941666,103.333336,23.183332,10.683334,1.3733333,2.3083334
143,POINT (37.72824 -0.50537),1,21.791666,71.666664,27.249998,16.358335,1.8166667,2.7833335
144,POINT (36.2225 -0.115301),1,13.558333,97.416664,19.791666,7.308333,1.1858333,2.375
145,POINT (36.105 -0.15732),1,17.199999,81.166664,24.391668,10.041666,1.3833333,2.4333332
146,POINT (36.7136013 -1.2202514),1,17.95,86.0,23.808334,12.075001,1.4058334,2.825
147,POINT (36.2154 -0.05862),1,14.491666,92.583336,21.074999,7.891667,1.235,2.4083333
148,POINT (36.6828133 -1.3917111),1,18.775,76.0,24.641668,12.883332,1.4016668,2.8083334
149,POINT (36.16851 -0.07661),1,15.108334,92.333336,21.808334,8.433333,1.2616667,2.475
150,POINT (36.8118104 -1.3114041),1,19.683332,81.333336,25.574999,13.816667,1.4933333,2.2666667
151,POINT (36.11021 -0.25034),1,16.883333,72.5,24.133331,9.633332,1.3683333,2.2916667
152,POINT (35.130475 1.2644533),1,16.716665,96.083336,22.841667,10.575001,1.3491668,2.1166668
153,POINT (37.3548904 -0.6789786),1,21.58333,79.916664,27.275002,15.850001,1.7141665,2.8500001
154,POINT (35.1028248 1.1312688),1,18.041666,89.083336,24.724998,11.375,1.4641668,2.1333332
155,POINT (35.27245 1.02563),1,17.425,86.0,23.949997,10.908333,1.4108334,2.2749999
156,POINT (36.64176 -1.344176),1,18.483335,72.25,24.441666,12.541668,1.3891667,2.8083332
157,POINT (35.0912238 1.2786379),1,17.400002,93.916664,23.641665,11.133334,1.3991666,2.1499999
158,POINT (37.48089637 -1.408468098),1,20.866665,59.75,26.441666,15.283334,1.6850001,2.9083335
159,POINT (37.5034388 -2.9300924),1,17.933332,84.583336,23.658333,12.2,1.5791668,2.8833332
160,POINT (37.0520633333333 -0.581825),1,18.058332,115.333336,23.808332,12.316667,1.5016665,2.6416667
161,POINT (36.61225 -1.28124),1,17.949999,70.083336,24.125,11.758334,1.3708334,2.783333
162,POINT (36.997 -0.56745),1,17.283333,115.0,23.116667,11.441667,1.44,2.6583335
163,POINT (37.112393 -0.63085),1,19.15,107.0,24.883333,13.408333,1.5791665,2.7916667
164,POINT (37.62601476 -2.998274871),1,20.358334,94.0,26.341665,14.399999,1.7141668,2.925
165,POINT (37.65946 -0.318592),1,19.791666,119.416664,25.224998,14.383332,1.6441666,2.7666664
166,POINT (37.298427 -0.62385),1,21.033335,87.0,26.983335,15.083333,1.68,2.7083333
167,POINT (37.2979112 -1.4706062),1,17.083334,107.666664,22.266665,11.916668,1.4375,2.6833334
168,POINT (37.82998 -0.335613),1,22.900002,57.166668,28.666666,17.1,1.9016666,2.7083333
169,POINT (37.2896832 -0.6675702),1,21.333332,83.5,27.225,15.441667,1.6925,2.6750002
170,POINT (37.52088 -0.51003),1,19.391665,101.916664,24.983332,13.774999,1.6233335,2.7416666
171,POINT (37.44187 -1.32801),1,21.041666,60.25,26.558332,15.55,1.7008332,2.8416665
172,POINT (37.405589 -0.5527545),1,19.858332,94.916664,25.675001,14.058333,1.6341667,2.8
173,POINT (37.3327941 -1.4047617),1,20.258333,57.5,25.716665,14.825,1.6433333,2.8500001
174,POINT (37.2440674 -1.4391589),1,18.525002,71.083336,23.958334,13.041668,1.5124999,2.9416666
175,POINT (37.4596359 -1.2350989),1,21.366667,59.5,26.9,15.774999,1.7208333,2.8333333
176,POINT (37.5912438 -0.3977889),1,18.9,126.25,24.374998,13.449998,1.5949999,2.8
177,POINT (37.83991685 -0.381526441),1,22.941668,56.0,28.758333,17.141668,1.9033333,2.6916666
178,POINT (37.1616338 -1.5344537),1,18.966667,53.416668,24.866667,13.041668,1.5258335,2.916667
179,POINT (37.0305143 -0.6272506),1,18.1,117.916664,23.883333,12.3,1.5033334,2.7583332
180,POINT (37.2547153 -1.3774947),1,19.641666,58.166668,25.333334,13.966667,1.5775,2.8
181,POINT (37.4149686 -0.4487697),1,18.05,136.0,23.708334,12.399999,1.5316666,2.641667
182,POINT (39.4235019 -4.3741836),1,25.683334,107.833336,29.733335,21.608332,2.5774999,3.1083333
183,POINT (36.1867264 -0.2658143),1,16.033333,72.25,23.15,8.916667,1.3325,2.3999999
184,POINT (37.5062 -0.46959),1,18.183332,122.75,23.675001,12.733334,1.5766667,2.6833334
185,POINT (34.8190985 -0.2015921),1,22.824999,99.916664,28.824999,16.833334,1.8216667,2.4166667
186,POINT (34.0804772 0.1359984),1,22.458334,95.666664,28.308336,16.633333,1.9208335,2.4333334
187,POINT (37.4914015 -0.6879248),1,21.691666,74.25,27.6,15.799999,1.7458333,3.0249999
188,POINT (34.8391333 -0.1547748),1,23.1,103.25,29.65,16.550001,1.8150002,2.325
189,POINT (37.46312 -0.605488),1,21.066668,84.166664,27.0,15.116668,1.6974999,2.9083335
190,POINT (37.50348991 -0.418800298),1,17.808332,146.33333,23.316668,12.325001,1.5041667,2.625
191,POINT (36.23458 -0.25462),1,14.616665,83.833336,21.275003,7.9583335,1.2233335,2.325
192,POINT (36.6749358 -1.2721495),1,17.800001,77.333336,23.700003,11.891666,1.3758332,2.8083332
193,POINT (37.6842283 -3.039685),1,21.183334,78.416664,27.208336,15.150001,1.7916666,2.9000003
194,POINT (35.86498 -0.928184),1,15.458333,74.5,21.925001,8.966666,1.2841667,2.5166667
195,POINT (34.4907171 0.3690245),1,21.866667,147.91667,28.074999,15.650001,1.8183331,2.4750001
196,POINT (39.3554756 -4.3881297),1,25.783333,105.0,29.991669,21.550001,2.5675,2.8166668
197,POINT (37.5542852 -0.4680417),1,19.658335,103.583336,25.158333,14.116668,1.6416665,2.8583333
198,POINT (34.9723436 -0.2704773),1,22.891668,95.916664,29.541666,16.25,1.7824999,2.3750002
199,POINT (34.9498236 -0.1123415),1,22.816666,100.583336,29.266665,16.358332,1.7925,2.325
200,POINT (34.3280867 -1.1125095),1,21.641668,105.916664,27.516665,15.774999,1.7774998,2.5083332
201,POINT (36.7758961 -1.4067127),1,19.525002,68.0,25.45833,13.575001,1.4833332,2.9333334
202,POINT (34.4097408 -1.0623482),1,21.258331,112.416664,27.066668,15.399999,1.7441667,2.4500003
203,POINT (35.12113 1.02874),1,17.991667,86.916664,24.666664,11.308334,1.4558334,2.0416667
204,POINT (36.6571219 -1.460546),1,18.983332,77.833336,25.108332,12.875,1.3816667,2.8083332
205,POINT (35.4396694 2.2449935),1,26.074999,34.25,32.916668,19.225,1.9541668,2.2666667
206,POINT (35.32052 1.03927),1,15.850001,98.333336,21.958334,9.741666,1.2933333,2.1833332
207,POINT (34.526702 -0.9189462),1,20.650002,121.0,26.508333,14.816667,1.6975001,2.4583335
208,POINT (34.4525769 -1.0651551),1,21.074999,119.25,26.891665,15.275001,1.7316666,2.3916667
209,POINT (34.932228 -0.1793386),1,22.991667,99.083336,29.566666,16.416666,1.7991668,2.3333333
210,POINT (34.544012 -1.1260291),1,20.925001,118.083336,26.808332,15.050002,1.715,2.55
211,POINT (34.1957768 0.1865098),1,22.25,124.666664,28.074997,16.400002,1.8916665,2.5583334
212,POINT (34.9473893 0.6426725),1,19.38333,122.25,25.85,12.950001,1.5766665,2.4083335
213,POINT (34.8377534 0.9366649),1,18.075,103.333336,24.641665,11.5,1.4816666,1.9666667
214,POINT (34.2749779 -0.0978012),1,22.183332,99.5,28.191668,16.158333,1.8441668,2.525
215,POINT (35.89853636 -0.96993428),1,15.649999,68.75,22.291666,9.041666,1.2908334,2.4666667
216,POINT (37.6488487 -0.6801384),1,21.133333,72.0,26.508337,15.716667,1.7400001,2.908333
217,POINT (35.22098 0.982222),1,17.883333,82.416664,24.566668,11.216666,1.4391667,2.025
218,POINT (37.733 -3.176272),1,22.058332,62.583332,28.058332,16.041666,1.8725,2.925
219,POINT (37.7230122 -3.0726432),1,21.625,69.166664,27.633331,15.625,1.8333334,2.875
220,POINT (35.66428712 -0.854850796),1,15.650001,87.75,22.175001,9.133332,1.2875,2.5333333
221,POINT (34.0517858 0.0835315),1,22.483335,84.333336,28.224998,16.725,1.9366668,2.4666667
222,POINT (35.5881825 1.0551177),1,16.641666,90.166664,22.866667,10.408334,1.3291668,2.3416667
223,POINT (35.0520498 0.630612),1,18.374998,106.416664,24.816666,11.941667,1.4958334,2.425
224,POINT (35.8670144 -1.088047),1,17.216665,65.333336,24.066666,10.358333,1.3933333,2.783333
225,POINT (37.5884336 -2.894053569),1,20.241667,86.083336,26.391668,14.099999,1.6966667,2.9583333
226,POINT (37.6911151 -0.4674532),1,20.691666,89.416664,26.33333,15.066667,1.7216667,2.9333334
227,POINT (37.46388 -2.71889),1,21.699999,62.916668,28.300001,15.091667,1.7775,2.95
228,POINT (34.9622034 0.9743511),1,18.433334,95.333336,25.083334,11.783333,1.5075,2.0333335
229,POINT (35.0087176 0.6314635),1,18.341665,105.666664,24.725,11.975001,1.4916667,2.2666667
230,POINT (35.95504539 -1.089464671),1,17.408333,62.666668,24.166664,10.641666,1.3916665,2.7333333
231,POINT (34.9880713 1.0186541),1,18.324999,92.833336,25.0,11.641667,1.4908333,2.0416667
232,POINT (36.1189362 -0.2925258),1,17.225,68.5,24.474998,10.008333,1.3858333,2.4166667
233,POINT (36.6000688 -1.2380939),1,17.233334,79.583336,23.383333,11.075001,1.3499999,2.658333
234,POINT (36.7825261 -1.8546139),1,19.300001,47.083332,25.216667,13.375,1.5008334,2.9833333
235,POINT (37.2372161 -0.6430817),1,20.974998,90.833336,27.058334,14.883334,1.68,2.8583333
236,POINT (37.235621 -0.5599069),1,19.8,101.416664,25.658335,13.966667,1.6191665,2.8083334
237,POINT (35.2106801 1.0580648),1,17.966667,86.0,24.6,11.350001,1.4541668,2.1833332
238,POINT (37.4958208 -2.8119982),1,20.708334,76.833336,26.933334,14.466666,1.7225,3.0083334
239,POINT (35.0534424 0.8097101),1,18.675001,97.666664,25.25,12.075,1.5141667,2.0166667
240,POINT (35.6008312 -0.9982082),1,16.766668,77.083336,23.625,9.941668,1.3583332,2.2333333
241,POINT (37.3611863 -0.6328785),1,21.266668,83.666664,27.083334,15.458335,1.6966667,2.8583336
242,POINT (34.87029 0.99319),1,18.691666,97.833336,25.375,12.0,1.5291667,2.0416667
243,POINT (35.61245 0.95475),1,22.474998,63.916668,29.208334,15.708333,1.7883334,2.2333333
244,POINT (39.15319 -4.57847),1,26.324999,93.75,30.824997,21.808334,2.6299999,2.8916667
245,POINT (34.02947606 0.13556866),1,22.558334,87.5,28.325005,16.783335,1.9391669,2.4833333
246,POINT (34.223145 -0.931085),1,22.625,90.166664,28.700003,16.525,1.8825,2.4
247,POINT (37.715767203758105 -2.304178703766572),0,22.15,52.5,27.799997,16.508333,1.836667,3.033333
248,POINT (38.36255420832416 -3.43605596175717),0,20.341665,87.166664,25.199999,15.458332,1.8241667,2.8500001
249,POINT (39.00934121289021 -4.001994590752469),0,23.966667,58.416668,28.708334,19.241667,2.2783334,2.8083334
250,POINT (35.69455781448918 1.899936825912787),0,23.483335,43.166668,29.766668,17.191668,1.7941667,2.3083334
251,POINT (37.23067695033356 1.333998196917489),0,19.541668,53.166668,24.891665,14.200001,1.6350001,2.2166667
252,POINT (37.14982857476281 1.57654332362976),0,23.025002,33.583332,28.958336,17.058332,1.8091668,2.7749999
253,POINT (37.79661557932886 -1.819088450342031),0,22.183334,58.166668,27.741667,16.625,1.7991667,3.0083332
254,POINT (39.81782496859778 -1.172301445775975),0,27.608335,37.333332,32.474995,22.725,2.4066665,2.3749998
255,POINT (38.76679608617795 -1.738240074771274),0,25.758331,54.416668,30.516665,21.008331,2.1816666,2.6333334
256,POINT (36.907283448050535 1.010604694634461),0,18.941666,69.25,24.933332,12.983334,1.5908333,2.4083335
257,POINT (40.22206684645157 -1.657391699200518),0,27.391665,45.0,31.808334,22.950003,2.5,2.5666666
258,POINT (35.12861918549388 -0.52551444120992),0,18.341667,131.08333,24.541666,12.133334,1.4708334,2.2416668
259,POINT (35.53286106334767 1.253149821346732),0,10.691667,93.083336,16.116667,5.2833333,1.0083333,1.6083332
260,POINT (37.55407045261659 0.040424187785378),0,15.525001,133.5,21.266666,9.791667,1.36,2.425
261,POINT (35.04777080992313 -0.687211192351434),0,17.925,131.41667,24.033333,11.825001,1.4458333,2.4416666
262,POINT (34.481832180927825 0.040424187785378),0,21.808332,143.08333,27.708336,15.900001,1.7999998,2.5166667
263,POINT (38.8476444617487 -0.687211192351434),0,25.541664,42.666668,30.616667,20.441668,2.1225,2.4916668
264,POINT (40.949702226588386 3.112662459474142),0,26.808334,25.916666,32.475002,21.124998,2.0466666,2.7916667
265,POINT (38.60509933503643 -0.040424187785379),0,26.108332,30.083334,31.175001,21.0,2.1525002,2.4583333
266,POINT (39.89867334416854 -2.465875454908087),0,26.174997,64.083336,30.125,22.200003,2.4441664,2.6999998
267,POINT (36.74558669690902 -0.28296931449765),0,13.474999,93.666664,19.783335,7.191667,1.1991667,2.15
268,POINT (35.77540619005994 1.333998196917489),0,23.083334,50.25,29.933336,16.224998,1.7933334,2.6333334
269,POINT (35.77540619005994 1.495694948059003),0,23.725,46.0,30.283333,17.166666,1.8375,2.4083333
270,POINT (39.89867334416854 -3.355207586186413),0,25.0,74.25,28.6,21.383333,2.5525,3.575
271,POINT (41.1113989777299 -1.819088450342031),0,27.233335,68.083336,30.71667,23.758333,2.7233334,3.716667
272,POINT (35.20946756106464 -1.414846572488247),0,19.841665,78.833336,26.275,13.408334,1.5500001,2.65
273,POINT (39.00934121289021 -2.789268957191115),0,25.766665,70.5,30.799997,20.708334,2.2483332,2.45
274,POINT (35.77540619005994 1.57654332362976),0,24.083336,42.083332,30.58333,17.583334,1.8633332,2.3333335
