,geometry,class,temperature_2m_min,temperature_2m,temperature_2m_max,total_precipitation_sum,surface_pressure,u_component_of_wind_10m,total_evaporation_sum,v_component_of_wind_10m,dewpoint_temperature_2m,volumetric_soil_water_layer_1,soil_temperature_level_1,split
775,POINT (39.4989560720937 -4.273071018541165),0,295.1381040149265,298.767948204776,303.8783360587226,0.09183843229205373,99596.59341315007,-0.6627371295150039,-0.0852045987202372,1.9113141392446253,294.51362816065813,0.24825255811985386,301.2117254859843,train
776,POINT (39.620894886396904 -0.954694231280186),0,295.40950351291235,301.1816127935862,308.83481820424396,0.024429879277854782,99425.80394497726,-1.3164506762232409,-0.023928017549527187,3.2310379374453433,292.1372609183863,0.15697918502418118,305.01048933562276,train
777,POINT (38.547773128731585 2.114829548005395),0,295.01175138685437,301.5589022350025,308.6199076970418,0.030859989499376503,97056.25759955986,-2.6130492488654165,-0.030061067457103893,2.9698108033282877,289.5882314397684,0.16529037498396543,305.3316369012034,train
778,POINT (36.02638556502921 -0.056428862053206),0,285.3240625593397,293.52167993113187,301.7390901777479,0.08021285682121213,83913.64027116117,0.2179376264214863,-0.07242320349258888,-0.1407649405500492,285.1563626541682,0.2566571367902896,295.1154631590943,train
779,POINT (38.885285183641074 3.124060853582211),0,293.6802111731635,300.1519831402544,307.51782449086505,0.0309241588147908,94804.57847134245,-2.669472057455326,-0.030412604721883934,2.2759440464249443,288.439108251937,0.13303539643662862,302.9081101721194,train
780,POINT (40.71126498363526 -1.628753557551919),0,295.7916429307726,300.4771785848687,307.63165346781415,0.05131702944875719,100722.08946750055,-1.0399384627925,-0.049317015735949904,2.2369566507747685,294.17103491375525,0.16685970867825592,303.0888519312632,train
781,POINT (38.82523432088726 0.181991079027565),0,294.2896560033162,300.40266967349714,307.9965902964274,0.031668842482808185,96547.0368930477,-1.4312276080564916,-0.031365100119728595,2.9807520787644766,290.2092388920893,0.1434688380812192,303.31067265269803,train
782,POINT (35.40534481171482 -1.274080945362134),0,285.35726981692846,292.2739409757985,300.44293944040936,0.0861356797238121,81819.37459678712,-2.232715336630645,-0.08004815524004193,0.1896084154301622,284.61074498500994,0.23728732001879382,293.72252130660274,train
783,POINT (40.395688213855806 3.782354195402289),0,291.82096099853516,298.00255577412656,305.11779520246716,0.04875333097278372,92116.52704790648,-0.8696948146898916,-0.04435902804834768,2.179495237258164,287.5004593706527,0.21801072135317287,301.01839052096517,train
784,POINT (34.694623842090536 -0.023928468467491),0,288.7968635559082,294.2574677144951,301.00093343522815,0.17267710164221753,85652.56909266324,0.061840571500919816,-0.12924360976709673,-5.4804750094867125e-05,289.125229823887,0.3814438431495216,295.3365959877776,train
785,POINT (37.25780941012229 1.76331272590007),0,289.4662087758382,295.75441456218607,302.8113964928521,0.030943263345204745,87075.86941830859,-1.8238124219667573,-0.029575484119252198,0.59064134411954,285.7318066725623,0.16696139067872193,297.9754463222819,train
786,POINT (35.1612593100171 2.833346505715593),0,294.1935205459595,301.14874005067384,308.1442337036133,0.03502833648927638,92933.17262840222,-1.6983075249764759,-0.03387660489210652,-0.4747292765280883,288.3426816021859,0.054761096678077756,305.5541030236602,train
787,POINT (37.77903057030466 2.251163867224324),0,292.69209427303736,298.89153098211887,305.97572792900934,0.028924806170075756,92087.2987014831,-3.676558822656706,-0.02774662787042972,2.838370140153397,287.740724371221,0.22279116171245075,302.2018032983602,train
788,POINT (39.89764106961446 0.949397641267594),0,295.52101537916394,301.8504543988158,309.1052252451579,0.02345449572875396,99076.74617453363,-1.6305715444856437,-0.022774980804469023,3.3262761961266842,291.2171582540097,0.13424005344626513,304.6332317607246,train
789,POINT (37.96881711574218 -0.979771574767605),0,289.38135072920056,295.2070323480387,302.69997066921655,0.055194154767022816,89049.49752248655,-1.1353943923177903,-0.050999969496236496,1.2451878663492078,287.8617404723367,0.16272575940050313,297.17494286549476,train
