,geometry,class,temperature_2m_min,temperature_2m,temperature_2m_max,total_precipitation_sum,surface_pressure,u_component_of_wind_10m,total_evaporation_sum,v_component_of_wind_10m,dewpoint_temperature_2m,volumetric_soil_water_layer_1,soil_temperature_level_1,split
22,POINT (35.6008312 -0.9982082),1,284.1092529296875,290.7854005601671,298.58380126953125,0.10495100005660873,79950.53648546006,-2.3022291554345027,-0.08273347560316324,0.7747897995842827,284.39229181077746,0.33658743964301213,292.6862617068821,train
23,POINT (37.2547153 -1.3774947),1,287.41249084472656,293.10070525958974,300.1056213378906,0.022487740200443085,85036.45955141129,-1.8251800857564455,-0.06956461258232594,-1.4258396484518563,286.03276394259547,0.26174883688649825,294.81859808070686,train
24,POINT (37.4149686 -0.4487697),1,286.18499755859375,292.6950774244083,299.8195495605469,0.0202373966392706,84668.46492775538,-1.1871303755749938,-0.10197009425610304,-0.6710579049202704,285.5362764173938,0.3552025415564096,293.2670949095039,train
25,POINT (35.0534424 0.8097101),1,284.0922088623047,292.1643577083465,300.17408752441406,0.0021972015318105775,80483.0979922715,-1.599195122718811,-0.07691150158643723,-0.9782931304747059,280.3676907529113,0.1897693346905452,294.18410809834796,train
26,POINT (39.4235019 -4.3741836),1,295.00108337402344,299.7202620967742,306.0157928466797,0.012598627029923648,99138.79554141466,-1.8412350441819878,-0.052968380972743034,-2.0108848310286,293.94834434345205,0.1402394284484207,303.0934741522676,train
27,POINT (36.1867264 -0.2658143),1,280.7807312011719,289.90687478998655,299.0320587158203,0.009005703746346683,77908.51328335014,-0.355422108404098,-0.05815237760543823,-1.3427776034160326,279.6513118333714,0.0972038802280221,291.2756293101977,train
28,POINT (37.235621 -0.5599069),1,282.7557830810547,290.61506859974196,298.73497009277344,0.3425997558250238,83102.88945942541,0.07431400206781202,-0.10891563165932894,-0.18837339262808522,287.32092295410814,0.4755044752551663,291.56566381967195,train
29,POINT (34.7535775 0.2846143),1,286.94830322265625,292.5822679519653,300.2035675048828,0.36575588928498703,86095.65573459202,-0.06076606776979235,-0.08750817365944386,0.21649091243743895,290.05742596520315,0.4296909120347765,293.82706271277533,train
30,POINT (37.0088383 -0.460745),1,284.0815887451172,289.3784783469306,295.4989318847656,0.35598494457044083,81493.5446234809,-0.11845378478368124,-0.08627117611467838,0.5837550454669529,287.59817032284207,0.48034983740912546,290.6064979341295,train
31,POINT (36.7825261 -1.8546139),1,287.9115295410156,292.01408490075005,298.576904296875,0.2350213264111467,83788.88490125869,-0.6780810634295146,-0.10047425981611013,0.31258262793223063,288.7324124018351,0.46847941080729166,294.0001285764906,train
32,POINT (36.23458 -0.25462),1,280.20794677734375,287.4561019815424,294.1766357421875,0.5272990552942538,75388.17267830142,-0.48497401001632856,-0.10474198777228594,0.9216745502205306,283.5626607300133,0.2896053765409736,289.26776235847063,train
33,POINT (37.5884336 -2.894053569),1,284.19187927246094,292.41343775103167,297.93373107910156,0.10964819176600216,86978.8783234627,-0.7744959144182103,-0.10013360437005758,1.6766223356287966,288.83786234291654,0.36392115521174606,293.93727733242895,train
34,POINT (34.9622034 0.9743511),1,285.13818359375,289.3568575048959,295.5594787597656,0.26464942975447414,79943.36622668851,-0.40738716945853287,-0.08328794408589602,-0.24936564635205014,286.09468777974445,0.4771505171252835,290.60980862443165,train
35,POINT (35.0087176 0.6314635),1,284.1937713623047,290.1776976636661,297.6297912597656,0.26308602972433803,81307.98853851647,-0.3732599853187479,-0.08990114275366068,0.12845509667550364,286.8619272580711,0.4114815291538033,291.4696509043376,train
36,POINT (34.9880713 1.0186541),1,285.13818359375,289.3568575048959,295.5594787597656,0.26464942975447414,79943.36622668851,-0.40738716945853287,-0.08328794408589602,-0.24936564635205014,286.09468777974445,0.4771505171252835,290.60980862443165,train
37,POINT (36.1189362 -0.2925258),1,283.7198486328125,290.2216876040223,297.3192138671875,0.2343836067478442,80055.01676432292,-0.3458315736504011,-0.10336109716445208,0.9835622297820225,285.8389859148251,0.36775353134319344,291.3918488000029,train
38,POINT (34.7866426 1.0968928),1,285.9764709472656,289.73132775624595,295.5447540283203,0.19866183025468587,81522.13637152778,-0.6908664915296766,-0.07924583740532398,-0.0033185693952772354,286.25423923068576,0.47549444834391275,290.06673056284586,train
39,POINT (37.6842283 -3.039685),1,285.359130859375,292.5270037545098,298.5785675048828,0.00689379496206044,89071.33776041666,-0.5053277545505099,-0.06740145199000835,2.0100284629397924,286.736178249783,0.19530232747395834,294.0005765914917,train
40,POINT (35.86498 -0.928184),1,282.86314392089844,287.85051992204455,293.6417541503906,0.07787900788415669,79458.55026041667,-1.5698839611477322,-0.09309859201312065,1.15452987353007,284.76731160481773,0.37048411899142797,289.24690363142224,train
41,POINT (35.66428712 -0.854850796),1,283.109130859375,288.2591272354126,294.2490539550781,0.0863391272508025,79173.72387152778,-2.0108304129706487,-0.10010178200900555,1.0130307144588895,284.3256069607205,0.3594678666856554,289.5417414135403,train
42,POINT (35.5881825 1.0551177),1,285.06585693359375,290.15211226145425,296.6409149169922,0.9940341524564147,81859.01414930556,0.030148590935601127,-0.1211711810901761,0.11734929084777831,287.79326917860243,0.3296874788072374,291.38428156110973,train
43,POINT (35.0520498 0.630612),1,283.1604461669922,289.32264448801675,295.56178283691406,0.1740311346732497,81426.56414930556,-0.21802171071370444,-0.08462773077189922,0.10417790412902832,286.367379421658,0.41288859049479165,290.6010947121514,train
44,POINT (34.8487923 1.083059),1,285.28330993652344,289.2327616906935,294.87982177734375,0.09781687285208918,81480.30385794691,-0.9982368241074264,-0.08248564973473549,-0.18518507480621338,284.8536557023243,0.46038361005885625,289.8554768511044,train
45,POINT (35.4120133 0.7948652),1,282.68939208984375,288.17578766935617,294.53477478027344,0.4952454897334597,79457.7662235383,0.08199027917718374,-0.119744005613029,-0.006080362104600476,285.80488270585255,0.476257570328251,289.5922853818504,train
46,POINT (34.8284382 1.1295951),1,286.51573181152344,290.12767359005505,295.38587951660156,0.20854004050994135,82609.98262138777,-0.9799886249726818,-0.08965673856437206,0.16628291914539953,286.08703051331224,0.4775412979946342,290.43602750634636,train
47,POINT (34.9971321 0.8166174),1,283.19134521484375,288.71231163188975,294.85252380371094,0.13611668671870447,80713.61434181788,-0.38076711854627054,-0.08662637043744326,-0.4579150920273155,284.755435041202,0.4676122357768397,290.5204581599082,train
48,POINT (37.7230122 -3.0726432),1,284.93260192871094,292.3124276643158,299.55406188964844,0.0201902719905398,89179.90197622648,-0.6495600400432464,-0.049967460334300995,2.4139025480516496,285.3782771530972,0.1462888410014491,294.16087314646734,train
49,POINT (35.470147 0.791689),1,285.73548889160156,291.471194352044,297.4588928222656,0.03684096679896953,79299.25179578993,-1.9178678777482774,-0.08816923294216394,-0.6237616499265035,283.29655452304416,0.32627951304117836,292.9927451239692,train
50,POINT (39.3554756 -4.3881297),1,294.5367889404297,298.74191375308567,304.1882629394531,0.07431679115504863,100056.13374023438,-0.7749838987986247,-0.1209302032366395,1.3104851762453715,295.80967572530113,0.1893808788723416,300.4235122680664,train
51,POINT (34.8147082 0.07726249),1,286.82374572753906,292.38213430425174,300.22340393066406,0.29839944124734075,84142.7234280494,-0.055241486077667566,-0.12517380435019732,-0.14313242896910636,288.54508231788554,0.4636145766063403,293.94034510786815,train
