,geometry,class,bio_19_prec_coldest_quarter,bio_04_temp_seasonality,bio_02_mean_diurnal_range,bio_03_isothermality,bio_12_annual_prec,bio_15_prec_seasonality,bio_08_mean_temp_wettest_quarter,bio_13_prec_wettest_month,bio_17_prec_driest_quarter,bio_09_mean_temp_driest_quarter,bio_10_mean_temp_warmest_quarter,bio_01_annual_mean_temp,bio_14_prec_driest_month,bio_16_prec_wettest_quarter,bio_06_min_temp_coldest_month,bio_18_prec_warmest_quarter,bio_11_mean_temp_coldest_quarter,bio_05_max_temp_warmest_month,bio_07_temp_annual_range,split
476,POINT (39.817739057089334 -1.9275098919466),0,99.0,135.65219,8.633333,66.92506,607.0,52.861824,27.416668,101.0,85.0,28.55,28.6,27.066668,11.0,228.0,21.0,146.0,25.3,33.9,12.900002,train
477,POINT (35.13312941970874 2.833262883229136),0,117.0,57.18125,14.233333,88.40579,404.0,58.088673,27.716665,75.0,37.0,27.316666,27.916666,27.216667,8.0,173.0,19.4,126.0,26.533333,35.5,16.1,train
478,POINT (39.5570404041957 -3.82000880460129),0,202.0,142.24394,8.716666,67.051285,1115.0,62.783836,25.916666,234.0,131.0,26.466667,26.516666,24.933332,23.0,478.0,18.8,267.0,23.133333,31.8,13.0,train
479,POINT (37.904753377439064 0.252178101272064),0,87.0,87.83917,10.691667,78.04136,1806.0,97.968925,16.8,420.0,87.0,15.45,17.65,16.645834,24.0,853.0,10.4,642.0,15.45,24.1,13.700001,train
480,POINT (36.71353942487968 2.30480186612527),0,37.0,76.37997,12.208334,83.0499,327.0,72.96947,24.216667,74.0,33.0,22.516666,24.4,23.429167,5.0,154.0,16.2,128.0,22.466667,30.9,14.699999,train
481,POINT (37.7807842561349 1.170120118774032),0,5.0,71.75822,12.266666,82.32662,409.0,112.5765,25.083334,112.0,5.0,23.433334,25.166666,24.291666,1.0,191.0,17.0,177.0,23.433334,31.9,14.9,train
482,POINT (38.93245566966061 1.18410935449543),0,0.0,82.68573,10.958334,78.83694,290.0,135.98709,28.116667,103.0,0.0,26.016666,28.116667,27.1125,0.0,138.0,20.6,138.0,26.016666,34.5,13.9,train
483,POINT (39.73158428385032 -1.07554851681585),0,25.0,135.97012,10.066667,70.39626,465.0,94.7762,28.15,107.0,25.0,25.866667,29.266666,27.716667,4.0,214.0,20.9,167.0,25.866667,35.2,14.300001,train
484,POINT (37.67384662593389 3.327093255332321),0,16.0,124.43431,10.758333,72.691444,382.0,87.9741,23.333334,101.0,16.0,20.966667,24.216667,22.604166,4.0,187.0,15.6,89.0,20.966667,30.4,14.799999,train
485,POINT (35.87041353949806 2.18461618120481),0,95.0,54.291256,14.008333,89.22506,348.0,57.92716,26.85,66.0,40.0,26.183332,26.883333,26.179167,10.0,151.0,18.4,110.0,25.6,34.1,15.699999,train
486,POINT (35.49081461834531 4.512116594239473),0,92.0,82.254,13.525,82.97546,508.0,58.944454,27.25,103.0,74.0,26.566666,28.283333,27.054167,16.0,229.0,19.4,106.0,26.233334,35.7,16.300001,train
487,POINT (38.75558955506847 -0.962759040567966),0,4.0,122.055466,9.841666,71.31643,607.0,127.282906,25.95,216.0,4.0,23.816668,26.883333,25.504168,1.0,376.0,19.0,188.0,23.816668,32.8,13.799999,train
488,POINT (38.42656550960041 -3.201367002197633),0,41.0,144.72281,10.066667,69.42529,821.0,81.79968,23.283333,162.0,41.0,20.85,24.383333,22.791666,10.0,340.0,15.8,307.0,20.85,30.3,14.499999,train
489,POINT (39.07773129991506 3.409821443863417),0,18.0,162.78064,9.541667,64.038025,476.0,105.8823,25.116667,147.0,17.0,22.766666,26.65,24.420834,5.0,262.0,18.0,70.0,22.466667,32.9,14.900002,train
490,POINT (38.60414007494106 1.106636905943494),0,0.0,86.28267,11.4,79.72028,327.0,132.19948,26.75,109.0,0.0,25.55,27.75,26.708334,0.0,156.0,19.8,151.0,25.55,34.1,14.299999,train
491,POINT (36.40619777385783 0.463794609450096),0,234.0,65.13389,14.75,82.40224,754.0,47.181377,17.683334,115.0,88.0,17.316668,18.083334,17.233334,23.0,265.0,8.5,246.0,16.416666,26.4,17.9,train
492,POINT (37.576224885925335 -1.703457944944689),0,11.0,138.30687,10.133333,68.934235,768.0,101.47487,21.416668,205.0,8.0,19.15,22.35,20.883333,1.0,370.0,13.9,292.0,18.883333,28.6,14.700001,train
493,POINT (37.395580527505906 1.724969125894932),0,12.0,78.13524,11.025,79.31655,400.0,99.49788,24.7,109.0,10.0,22.966667,24.883333,23.8625,2.0,199.0,17.0,174.0,22.916666,30.9,13.9,train
494,POINT (39.96473607166804 1.187487455137618),0,8.0,107.55193,10.95,73.98649,335.0,117.073845,29.366665,112.0,8.0,27.116667,29.783333,28.441666,2.0,164.0,21.7,149.0,27.116667,36.5,14.799999,train
495,POINT (37.87989630091542 3.279503763715828),0,12.0,126.89179,11.0,71.428566,347.0,95.30815,25.650002,98.0,11.0,23.6,26.7,24.983334,2.0,175.0,17.8,71.0,23.383333,33.2,15.400002,train
496,POINT (39.50708993235642 -3.190467738662231),0,117.0,128.95486,8.641666,67.51302,738.0,51.69083,25.716667,113.0,97.0,23.75,26.816668,25.354166,20.0,288.0,19.2,171.0,23.7,32.0,12.799999,train
497,POINT (36.2236028143119 -2.152062533566371),0,1.0,125.16352,12.133333,74.89712,362.0,87.91075,26.116667,79.0,1.0,23.05,26.166666,24.875,0.0,186.0,17.0,147.0,23.05,33.2,16.2,train
498,POINT (38.21575047692777 -2.456935714217637),0,12.0,146.56871,10.941667,69.69215,640.0,107.49971,24.583334,162.0,12.0,22.0,25.666666,24.0625,2.0,327.0,16.4,242.0,22.0,32.1,15.699999,train
499,POINT (36.59127086470524 0.390212236545522),0,183.0,59.924183,15.616667,81.33681,656.0,47.413105,18.15,108.0,78.0,17.666666,18.5,17.7,20.0,232.0,8.1,226.0,17.0,27.3,19.199999,train
500,POINT (40.918821137661865 2.923825243613003),0,6.0,128.69025,11.558332,73.154,320.0,117.46946,28.183332,95.0,6.0,25.533333,28.766666,27.120832,1.0,156.0,20.1,131.0,25.533333,35.9,15.800001,train
501,POINT (37.22178552094591 -0.398875984073036),0,201.0,94.013016,11.025,76.5625,1693.0,69.14605,16.133333,327.0,193.0,14.2,16.233334,15.270833,62.0,761.0,8.5,516.0,14.0,22.9,14.4,train
502,POINT (38.10913067315225 -0.401444687519682),0,0.0,125.372185,11.033334,73.068436,582.0,122.092,23.95,171.0,0.0,21.583334,24.683334,23.35,0.0,311.0,16.0,223.0,21.583334,31.1,15.1,train
503,POINT (35.13748809966558 0.873145674451968),0,432.0,83.94962,13.275001,81.94444,1075.0,56.62347,17.15,169.0,92.0,18.733334,19.25,18.195833,22.0,432.0,10.9,234.0,17.15,27.1,16.2,train
504,POINT (38.267661474619366 -2.502627304276131),0,17.0,146.66687,10.525001,69.24342,664.0,104.07475,24.683332,162.0,17.0,22.116667,25.8,24.179167,3.0,332.0,16.8,247.0,22.116667,32.0,15.200001,train
505,POINT (39.862812915598 -2.015263107326264),0,100.0,133.66908,8.983334,67.54386,626.0,52.018387,27.45,100.0,88.0,28.583332,28.616667,27.108334,11.0,228.0,20.8,155.0,25.366667,34.1,13.299999,train
506,POINT (36.295145488223795 -2.178966802502252),0,2.0,127.0111,11.583334,73.77919,364.0,86.15768,25.416666,76.0,2.0,22.3,25.45,24.15,0.0,182.0,16.5,147.0,22.3,32.2,15.700001,train
507,POINT (35.089793034199865 -1.135603101803655),0,204.0,76.85458,12.408334,82.72222,1241.0,38.011898,19.483334,195.0,196.0,17.933334,19.8,18.895834,46.0,456.0,11.6,310.0,17.883333,26.6,15.0,train
508,POINT (37.85907801872923 -1.055764186008706),0,6.0,116.97174,11.725,74.68153,758.0,117.82446,22.066668,237.0,6.0,19.916666,22.833334,21.6125,1.0,401.0,14.2,285.0,19.916666,29.9,15.7,train
509,POINT (40.95793794171106 1.134163850659294),0,21.0,136.87184,11.158333,71.52778,378.0,100.2246,28.6,100.0,18.0,27.066666,30.366667,28.645834,5.0,172.0,21.7,135.0,26.933332,37.3,15.599998,train
510,POINT (35.45664805533727 2.73494455262191),0,88.0,54.165485,13.224999,88.166664,328.0,59.864586,27.8,64.0,33.0,27.233334,27.916666,27.279167,8.0,146.0,19.8,108.0,26.666666,34.8,15.0,train
511,POINT (40.67736427162278 -0.985314630642836),0,81.0,124.681404,8.333334,68.870514,453.0,70.19359,27.366667,94.0,41.0,28.716667,28.883333,27.4,3.0,204.0,21.8,126.0,25.75,33.9,12.100002,train
512,POINT (38.630270321716964 -1.856013214152593),0,13.0,135.38596,9.391667,68.55231,638.0,110.12634,25.583334,181.0,13.0,23.166666,26.583334,25.079166,4.0,362.0,18.5,210.0,23.166666,32.2,13.700001,train
513,POINT (35.983231409441466 2.132817421695989),0,82.0,56.2395,13.75,89.28572,322.0,58.913258,26.983334,64.0,39.0,26.316668,27.016666,26.291666,10.0,142.0,18.6,106.0,25.666666,34.0,15.4,train
514,POINT (39.626346425668125 0.159699551839655),0,6.0,112.41833,10.683332,74.708626,320.0,119.08611,28.15,94.0,6.0,26.6,29.466667,28.066666,1.0,163.0,21.3,127.0,26.6,35.6,14.299999,train
515,POINT (40.220920000791345 0.521673232856474),0,14.0,120.82025,10.658333,73.00229,336.0,105.81412,28.183332,93.0,14.0,26.616667,29.683332,28.170834,4.0,159.0,21.5,127.0,26.616667,36.1,14.599998,train
516,POINT (36.22565691267258 -2.199462204156606),0,1.0,125.59558,12.0,74.53416,342.0,87.63041,26.233334,69.0,1.0,23.15,26.266666,24.983334,0.0,174.0,17.1,145.0,23.15,33.2,16.1,train
517,POINT (39.96473607166804 1.187487455137618),0,8.0,107.55193,10.95,73.98649,335.0,117.073845,29.366665,112.0,8.0,27.116667,29.783333,28.441666,2.0,164.0,21.7,149.0,27.116667,36.5,14.799999,train
518,POINT (38.33122607539606 0.49189335094139),0,0.0,87.138855,11.683333,79.478455,472.0,126.697205,24.516666,155.0,0.0,23.316668,25.416668,24.425,0.0,257.0,17.5,181.0,23.316668,32.2,14.700001,train
519,POINT (40.15021453180069 -2.490761658532038),0,165.0,121.345825,7.725,67.17391,855.0,58.573566,26.866667,163.0,88.0,27.983334,28.233334,26.829166,11.0,378.0,21.5,189.0,25.266666,33.0,11.5,train
520,POINT (35.18987219563167 -0.490275993992729),0,361.0,78.50403,12.683333,81.30341,1547.0,33.133854,19.2,235.0,273.0,19.366667,19.716667,18.691668,79.0,567.0,11.4,325.0,17.75,27.0,15.6,train
521,POINT (39.64477546571827 1.068050456207584),0,4.0,98.56931,11.116666,76.141556,310.0,131.59442,28.866667,114.0,4.0,26.7,29.133333,27.975,1.0,150.0,21.2,146.0,26.7,35.8,14.599998,train
522,POINT (38.801354646900975 0.950091943043137),0,0.0,88.03731,11.825,79.89864,318.0,135.88788,27.183332,110.0,0.0,25.966667,28.216667,27.1375,0.0,153.0,20.1,147.0,25.966667,34.9,14.800001,train
523,POINT (38.2236886890302 -3.225785550526752),0,25.0,148.69316,10.691668,69.42641,692.0,86.995094,23.433332,151.0,25.0,20.55,24.166666,22.5375,6.0,302.0,15.2,168.0,20.55,30.6,15.400001,train
524,POINT (35.13748809966558 0.873145674451968),0,432.0,83.94962,13.275001,81.94444,1075.0,56.62347,17.15,169.0,92.0,18.733334,19.25,18.195833,22.0,432.0,10.9,234.0,17.15,27.1,16.2,train
525,POINT (40.76491836905136 -1.639939557791663),0,181.0,117.16584,7.375,67.04546,678.0,80.34468,27.233334,169.0,39.0,28.349998,28.566666,27.1875,4.0,367.0,22.1,137.0,25.65,33.1,10.999998,train
526,POINT (40.96226139955044 2.210842395969795),0,12.0,136.00566,11.225,71.49682,363.0,109.3558,28.65,100.0,11.0,26.083334,29.3,27.579166,3.0,170.0,20.7,42.0,25.883333,36.4,15.700001,train
527,POINT (40.28314927768015 0.49484829169961),0,15.0,122.099686,10.466666,72.68519,334.0,105.15264,28.233334,92.0,14.0,26.75,29.75,28.208334,4.0,156.0,21.6,126.0,26.65,36.0,14.4,train
528,POINT (35.060984601723455 -0.459811901330182),0,410.0,80.97303,12.158333,79.466225,1674.0,30.865698,18.916666,245.0,287.0,19.266666,19.583334,18.479166,82.0,588.0,11.4,338.0,17.533333,26.7,15.300001,train
529,POINT (34.88059757363161 1.188000490976235),0,373.0,87.39496,13.483334,79.783035,1053.0,51.26029,18.016666,149.0,87.0,19.266666,19.7,18.583334,19.0,384.0,11.2,234.0,17.533333,28.1,16.900002,train
530,POINT (35.422099356631215 1.428062335212916),0,446.0,69.78321,11.583333,80.43982,1128.0,53.54424,14.5,174.0,105.0,15.766666,16.25,15.333333,23.0,446.0,8.6,239.0,14.5,23.0,14.4,train
531,POINT (36.295145488223795 -2.178966802502252),0,2.0,127.0111,11.583334,73.77919,364.0,86.15768,25.416666,76.0,2.0,22.3,25.45,24.15,0.0,182.0,16.5,147.0,22.3,32.2,15.700001,train
532,POINT (40.62268584136769 0.136231796597118),0,27.0,130.98332,10.708333,71.38889,345.0,93.20881,28.566666,88.0,23.0,26.916666,30.116667,28.479166,5.0,152.0,21.6,121.0,26.783333,36.6,14.999998,train
533,POINT (41.375098971050306 -1.424225999231396),0,181.0,106.404755,6.9333334,67.97386,643.0,93.25192,27.033333,170.0,19.0,27.866667,28.166666,26.908333,1.0,381.0,22.1,135.0,25.516666,32.3,10.199999,train
534,POINT (35.1788440089982 3.55901310428981),0,70.0,59.677174,14.133333,87.784676,323.0,61.807365,28.0,68.0,39.0,27.933334,28.433334,27.675,7.0,147.0,19.9,62.0,27.016666,36.0,16.1,train
535,POINT (39.59802522790724 3.155025454499436),0,7.0,147.96857,10.316667,66.99134,364.0,115.731415,26.066668,117.0,7.0,23.483334,27.283333,25.291666,2.0,196.0,18.4,48.0,23.483334,33.8,15.4,train
536,POINT (37.87989630091542 3.279503763715828),0,12.0,126.89179,11.0,71.428566,347.0,95.30815,25.650002,98.0,11.0,23.6,26.7,24.983334,2.0,175.0,17.8,71.0,23.383333,33.2,15.400002,train
537,POINT (40.96226139955044 2.210842395969795),0,12.0,136.00566,11.225,71.49682,363.0,109.3558,28.65,100.0,11.0,26.083334,29.3,27.579166,3.0,170.0,20.7,42.0,25.883333,36.4,15.700001,train
538,POINT (39.08391131602602 -4.107150811248372),0,142.0,153.1061,9.291666,67.33092,797.0,46.566048,25.133333,117.0,125.0,22.35,25.95,24.237501,32.0,298.0,17.6,136.0,22.3,31.4,13.799999,train
539,POINT (35.286300020399196 1.500712497447307),0,312.0,66.17814,12.650001,83.22369,846.0,53.813534,20.55,130.0,75.0,21.4,21.883333,21.025,17.0,312.0,13.8,212.0,20.216667,29.0,15.2,train
540,POINT (38.547773128731585 2.114829548005395),0,1.0,102.383514,11.558333,75.544655,306.0,122.822136,27.616665,103.0,1.0,25.533333,28.133333,26.8375,0.0,154.0,19.6,53.0,25.533333,34.9,15.300001,train
541,POINT (40.09529891073571 3.730161843622446),0,4.0,126.40349,10.741667,71.13686,316.0,121.94346,25.883333,107.0,4.0,23.516666,26.766666,25.0625,1.0,181.0,18.4,39.0,23.516666,33.5,15.1,train
542,POINT (36.7261149387744 0.389520958936239),0,178.0,58.5607,15.275,81.25,717.0,52.806255,18.7,129.0,80.0,17.833334,18.7,17.920834,18.0,274.0,8.6,274.0,17.3,27.4,18.8,train
543,POINT (37.8827653157295 2.94947840479684),0,2.0,119.70527,10.525,73.09028,235.0,106.469406,27.4,69.0,2.0,25.05,28.133333,26.595833,0.0,116.0,19.6,52.0,25.05,34.0,14.4,train
544,POINT (36.8549099268483 1.105162565996747),0,161.0,75.84251,11.158334,80.27578,660.0,47.067284,16.25,105.0,86.0,15.116667,16.25,15.195833,20.0,225.0,8.5,225.0,14.366667,22.4,13.9,train
545,POINT (40.539583374600525 2.183575550886932),0,9.0,128.1948,10.508333,70.05556,340.0,109.769966,28.1,96.0,9.0,25.65,28.883333,27.170834,2.0,161.0,20.7,45.0,25.65,35.7,15.0,train
546,POINT (35.88234660345894 4.147117785409324),0,37.0,68.67109,14.125,85.606064,325.0,74.57614,29.916666,71.0,29.0,29.4,30.733334,29.745834,6.0,161.0,21.8,74.0,29.05,38.3,16.5,train
547,POINT (37.27422448541117 -1.547519794357152),0,28.0,130.63655,11.233333,71.5499,1020.0,92.01088,18.4,230.0,24.0,16.416666,19.35,17.975,6.0,437.0,10.6,395.0,16.066666,26.3,15.699999,train
548,POINT (39.15719421816172 2.798525242963882),0,5.0,137.31946,11.108334,69.42708,345.0,116.564926,26.85,112.0,5.0,24.383333,27.9,26.070833,1.0,179.0,18.9,51.0,24.383333,34.9,16.000002,train
549,POINT (39.02263920744475 -2.962534932628451),0,86.0,147.0544,10.383333,70.15766,877.0,63.62967,26.116667,147.0,86.0,23.7,27.233334,25.625,26.0,346.0,18.5,271.0,23.7,33.3,14.799999,train
550,POINT (34.7202544269975 3.170254530934001),0,145.0,77.57205,12.9,83.766235,461.0,52.813206,26.05,78.0,44.0,26.283333,26.733334,25.691668,7.0,182.0,18.6,71.0,24.75,34.0,15.4,train
551,POINT (34.60607790074837 -1.06595211472717),0,245.0,67.09897,11.783334,81.264366,1486.0,38.280712,20.683332,217.0,245.0,19.383333,21.1,20.275,61.0,560.0,13.2,315.0,19.383333,27.7,14.500001,train
552,POINT (38.08827240166679 -0.344623148895634),0,0.0,125.94115,10.758333,72.20358,570.0,121.843124,24.05,171.0,0.0,21.666666,24.783333,23.445833,0.0,307.0,16.2,212.0,21.666666,31.1,14.9,train
553,POINT (40.102608293406234 0.762232728203736),0,11.0,113.04665,10.683333,73.67816,327.0,110.84611,28.483334,98.0,11.0,27.033333,29.9,28.475,3.0,151.0,21.8,131.0,27.033333,36.3,14.5,train
554,POINT (34.97644477102619 -0.657587958459312),0,403.0,80.35314,11.958333,80.25727,1710.0,29.195045,18.366667,246.0,310.0,18.683332,18.983334,17.904167,87.0,587.0,11.0,354.0,16.95,25.9,14.9,train
555,POINT (38.82822573158201 -2.65384410195314),0,61.0,141.61942,9.85,68.88113,831.0,76.025246,26.066666,159.0,61.0,23.683334,27.166666,25.583334,18.0,362.0,18.7,269.0,23.683334,33.0,14.299999,train
556,POINT (40.988307844066405 -0.949464076070356),0,108.0,121.60155,8.541667,69.44444,469.0,70.83944,27.55,90.0,30.0,28.8,29.0,27.5375,2.0,230.0,21.9,115.0,25.933334,34.2,12.300001,train
557,POINT (36.90787899344534 2.157761454944504),0,31.0,78.76893,10.833333,79.65686,353.0,79.27011,23.433332,83.0,27.0,21.733334,23.65,22.6,4.0,165.0,15.9,140.0,21.633333,29.5,13.6,train
558,POINT (35.9448286736358 -0.698108344113161),0,321.0,86.21129,12.325,80.03246,1049.0,33.1307,11.316667,133.0,157.0,12.95,13.466666,12.412499,40.0,321.0,5.6,257.0,11.316667,21.0,15.4,train
559,POINT (36.81136734332854 -0.020054327224511),0,189.0,60.06942,14.5,79.23497,717.0,40.81342,17.1,111.0,126.0,15.9,17.1,16.308332,32.0,246.0,7.1,246.0,15.766666,25.4,18.3,train
560,POINT (38.613590208356705 -2.936871853998518),0,87.0,145.78096,10.758333,70.31591,1053.0,73.1174,25.816666,205.0,87.0,22.766666,26.333334,24.745834,23.0,437.0,17.3,360.0,22.766666,32.6,15.299999,train
561,POINT (36.25757989522148 1.836850885060795),0,72.0,62.788723,13.900001,87.97468,352.0,58.928528,25.9,71.0,48.0,25.116667,25.9,25.066668,11.0,156.0,17.1,156.0,24.366667,32.9,15.800001,train
562,POINT (37.738041116574756 -2.856416601207709),0,28.0,162.60835,12.091667,69.49234,807.0,88.64194,22.283333,178.0,25.0,19.45,23.266666,21.4875,7.0,347.0,13.5,204.0,19.25,30.9,17.4,train
563,POINT (36.31862472214163 -1.28009802840564),0,58.0,119.592094,13.733334,77.153564,691.0,75.57941,22.433332,160.0,51.0,20.3,22.966667,21.725,13.0,353.0,13.5,164.0,20.0,31.3,17.8,train
564,POINT (39.676195695709254 0.232867863072316),0,8.0,111.425865,10.941667,75.45976,321.0,115.326836,28.35,93.0,8.0,26.816668,29.650002,28.270834,2.0,159.0,21.4,127.0,26.816668,35.9,14.500002,train
565,POINT (37.04839051739781 2.820078013295801),0,13.0,86.746765,11.6,78.91156,246.0,89.43392,26.1,61.0,12.0,24.516666,26.6,25.475,1.0,115.0,18.3,57.0,24.366667,33.0,14.700001,train
566,POINT (41.19008457175921 -1.117241451694074),0,136.0,114.298775,7.741667,68.51032,521.0,79.61928,27.333334,121.0,23.0,28.416666,28.666668,27.2875,2.0,278.0,22.1,112.0,25.783333,33.4,11.300001,train
567,POINT (35.866826580921476 1.327805259808481),0,225.0,65.54405,12.625,83.059204,724.0,54.738712,21.583334,111.0,69.0,21.45,22.2,21.2875,18.0,288.0,13.9,186.0,20.566666,29.1,15.200001,train
568,POINT (38.581591404269716 -4.032783356786922),0,55.0,161.57547,10.558333,67.68162,686.0,65.46442,23.616667,116.0,49.0,21.133333,25.0,23.120834,12.0,277.0,15.6,183.0,21.066668,31.2,15.6,train
569,POINT (39.08847811277217 -1.494269637006159),0,29.0,135.29637,10.108334,70.687645,606.0,97.79968,27.15,158.0,29.0,24.766666,28.15,26.6375,5.0,322.0,19.8,190.0,24.766666,34.1,14.299999,train
570,POINT (36.217221568622286 4.448607772635836),0,46.0,76.70657,12.441667,81.85308,374.0,66.344055,29.133333,72.0,38.0,28.5,30.116667,28.954166,8.0,174.0,21.9,90.0,28.233334,37.1,15.199999,train
571,POINT (38.72517321476648 0.010640895909124),0,0.0,106.93743,10.533334,75.23809,359.0,130.75082,26.366667,125.0,0.0,24.65,27.35,26.091667,0.0,216.0,19.4,120.0,24.65,33.4,14.000002,train
572,POINT (39.940468286839945 0.07760523804679),0,13.0,119.503365,10.683333,73.67817,333.0,108.07697,28.466667,92.0,13.0,26.85,29.883333,28.391666,4.0,159.0,21.6,128.0,26.85,36.1,14.499998,train
573,POINT (38.15373931895196 -1.52088482285385),0,11.0,123.01995,9.975,71.76259,766.0,111.4968,22.95,228.0,11.0,20.716667,23.816668,22.495834,2.0,418.0,15.8,263.0,20.716667,29.7,13.900001,train
574,POINT (34.89136626989306 4.008371369747791),0,85.0,74.29466,14.933333,86.31985,417.0,59.098904,28.083332,85.0,54.0,28.216667,28.733334,27.683332,8.0,184.0,19.5,80.0,26.85,36.8,17.3,train
575,POINT (38.760325759842445 3.319925418861115),0,12.0,152.24828,10.566667,66.87764,404.0,104.971565,26.083332,125.0,12.0,23.483334,27.4,25.375,3.0,219.0,18.2,65.0,23.483334,34.0,15.799999,train
576,POINT (36.38939940726036 2.410132863294718),0,55.0,71.01538,13.033333,85.18518,319.0,62.43957,24.65,66.0,41.0,23.433332,24.8,23.875,7.0,145.0,16.4,117.0,23.016666,31.7,15.300001,train
577,POINT (39.5570404041957 -3.82000880460129),0,202.0,142.24394,8.716666,67.051285,1115.0,62.783836,25.916666,234.0,131.0,26.466667,26.516666,24.933332,23.0,478.0,18.8,267.0,23.133333,31.8,13.0,train
578,POINT (35.269462268370695 -0.501828061224588),0,391.0,79.82462,12.366667,81.35964,1657.0,37.2888,18.05,255.0,269.0,18.383333,18.683334,17.608334,79.0,631.0,10.5,326.0,16.666666,25.7,15.200001,train
579,POINT (38.01404512966771 -1.933895199774074),0,6.0,137.88103,10.808333,70.18398,570.0,113.89176,23.75,174.0,6.0,21.283333,24.783333,23.270834,1.0,312.0,15.8,200.0,21.283333,31.2,15.400001,train
580,POINT (37.75500486102962 3.103150206495342),0,5.0,117.61116,10.891666,74.092964,266.0,100.54081,27.033333,74.0,4.0,24.916666,27.816666,26.2875,0.0,130.0,19.2,58.0,24.783333,33.9,14.700001,train
581,POINT (38.514040425497726 -1.197849479372662),0,4.0,121.95611,9.841666,71.83699,765.0,126.61203,25.5,273.0,4.0,23.3,26.333332,25.0125,1.0,469.0,18.4,242.0,23.3,32.1,13.699999,train
582,POINT (37.79795284455574 3.120211963629291),0,6.0,119.611115,11.016666,73.44444,279.0,99.34519,26.9,78.0,6.0,24.65,27.75,26.175,1.0,136.0,19.0,60.0,24.65,34.0,15.0,train
583,POINT (38.67861816415323 0.304847314166197),0,0.0,97.36198,11.391666,78.02512,418.0,132.87,25.533333,140.0,0.0,24.066668,26.483334,25.345833,0.0,234.0,18.5,160.0,24.066668,33.1,14.599998,train
584,POINT (35.5274322515649 -0.427622206723711),0,469.0,68.10615,12.408334,82.72222,1509.0,43.10154,14.883333,209.0,190.0,15.183333,15.583333,14.745833,55.0,554.0,8.0,365.0,13.883333,23.0,15.0,train
585,POINT (38.82523432088726 0.181991079027565),0,0.0,103.59723,10.491667,76.026566,358.0,131.92854,26.183332,122.0,0.0,24.55,27.15,25.9375,0.0,209.0,19.4,129.0,24.55,33.2,13.800001,train
586,POINT (36.457376833960744 1.426580950029655),0,102.0,71.48188,12.925,82.85256,539.0,58.145584,22.8,101.0,73.0,22.0,22.8,21.8625,17.0,237.0,14.1,237.0,21.016666,29.7,15.6,train
