ID,Date,Region,Sub region,Country,District,Village,lat,long,FAW Confirmed count,FAW Suspected count,FAW Confirmed + Suspected count,Other species count
  Bu 000084,2018-11-29,Africa,Sub-Saharan Africa,Burundi,Ngozi,Cihonda,-2.82,30.135,1,,1,
  et000145,2018-09-17,Africa,Sub-Saharan Africa,Ethiopia,NoData,kat,11.38196697,36.87997953,,,,
 ET-000001 ,2018-08-28,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Seka,7.5956655,36.7168321,8,,8,
 GHWRWW01,2019-07-30,Africa,Sub-Saharan Africa,Ghana,NoData,Asankrangwa Council,5.7959005,-2.4289297,6,36,42,24
 Sd010819,2019-10-10,Africa,Northern Africa,Sudan,Shiamal Kurdufan,Elsimih,12.44859,30.2733,46,4,50,
",000181",2018-08-17,Africa,Sub-Saharan Africa,Ethiopia,NoData,gara huda,8.98805598,36.68736539,22,2,24,5
",000182",2018-08-17,Africa,Sub-Saharan Africa,Ethiopia,NoData,gara huda,8.98805598,36.68736539,44,,44,1
,2018-12-24,Africa,Sub-Saharan Africa,United Republic of Tanzania,Morogoro,KILOSA,-6.8289831,36.9875164,1,2,3,
,2019-12-09,Africa,Sub-Saharan Africa,Rwanda,Northern,Busogo gisesero,-1.54,29.54,,,,
,2019-02-08,Africa,Sub-Saharan Africa,United Republic of Tanzania,Mbeya,Ikukwa,-8.7060464,33.2864982,,,,
,2019-01-18,Africa,Sub-Saharan Africa,United Republic of Tanzania,Morogoro,Kilosa,-6.8289831,36.9875164,,,,
0.25,2020-05-13,Africa,Sub-Saharan Africa,Ethiopia,NoData,ura,11.69445244,37.31599838,,,,
0.33,2018-09-21,Africa,Sub-Saharan Africa,Kenya,Bomet,samituk,-0.8508855,35.3964127,6,4,10,2
00,2018-12-23,Africa,Sub-Saharan Africa,United Republic of Tanzania,Morogoro,Kilosa,-6.8203083,37.0019367,1,2,3,
0000009,2019-03-27,Africa,Sub-Saharan Africa,Rwanda,Northern,Rebero,-1.6282417,30.1508183,18,,18,6
0000010,2019-03-27,Africa,Sub-Saharan Africa,Rwanda,Northern,Rebero,-1.6282417,30.1508183,,,,
0000011,2019-06-08,Africa,Sub-Saharan Africa,Rwanda,Northern,Murehe,-1.7798583,30.2492517,4,4,8,2
00000115,2019-05-30,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5256183,29.5669567,142,,142,4
00000115,2019-06-20,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5257583,29.5676133,78,,78,
00000115,2019-06-27,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5254467,29.56733,194,,194,8
00000115,2019-05-27,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.525625,29.567555,146,,146,8
00000115,2019-07-01,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.52576,29.5669533,232,,232,4
00000115,2019-05-09,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5250783,29.5672083,116,,116,
00000115,2019-06-13,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5256733,29.5671983,148,,148,4
00000115,2019-04-30,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5254233,29.5676833,56,,56,2
00000115,2019-07-04,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5255517,29.56759,122,,122,2
00000115,2019-06-03,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.525915,29.5675867,136,,136,6
00000115,2019-05-20,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5257167,29.5674033,172,,172,10
00000115,2019-06-17,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.525585,29.567325,74,,74,2
00000115,2019-05-23,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5256467,29.5671367,158,,158,6
00000115,2019-05-06,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5254683,29.56759,126,,126,2
00000115,2019-04-22,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5256083,29.5675967,42,,42,2
00000115,2019-05-06,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5254367,29.5677033,92,,92,2
00000115,2019-06-13,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5256733,29.5671933,72,,72,
00000115,2019-06-06,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.525465,29.5670583,134,,134,6
00000116,2019-06-17,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.525585,29.567325,86,,86,6
00000116,2019-06-03,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.525915,29.5675867,192,,192,14
00000116,2019-05-20,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5257167,29.5674033,226,,226,18
00000116,2019-06-20,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5257583,29.5676133,42,,42,
00000116,2019-06-13,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5256733,29.5671983,118,,118,6
00000116,2019-07-04,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5255517,29.56759,68,,68,2
00000116,2019-05-30,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5256183,29.5669567,188,,188,
00000116,2019-06-13,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5256733,29.5671933,82,,82,4
00000116,2019-05-06,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5254367,29.5677033,166,,166,
00000116,2019-05-27,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.525625,29.567555,162,,162,12
00000116,2019-06-27,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5254467,29.56733,202,,202,18
00000116,2019-05-09,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5250783,29.5672083,158,,158,6
00000116,2019-05-23,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5256467,29.5671367,168,,168,14
00000116,2019-04-22,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5256083,29.5675967,18,,18,4
00000116,2019-07-01,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.52576,29.5669533,304,,304,
00000116,2019-05-06,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5254683,29.56759,178,,178,6
00000116,2019-04-30,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.5254233,29.5676833,172,,172,4
0000012,2019-06-08,Africa,Sub-Saharan Africa,Rwanda,Northern,Murehe,-1.7798583,30.2492517,6,4,10,
0000016,2019-06-06,Africa,Sub-Saharan Africa,Rwanda,Southern,Baro,-2.525465,29.5670583,142,,142,10
000004,2018-10-15,Africa,Northern Africa,Sudan,Al Khartum,الفكي هاشم,15.880045,32.5791623,4,58,62,1
000005,2018-10-12,Africa,Northern Africa,Sudan,Al Khartum,ديم ابوفريوة,15.625239,32.5413934,,12,12,
000005,2018-10-15,Africa,Northern Africa,Sudan,Al Khartum,الفكي هاشم,15.880045,32.5791623,4,33,37,5
0000057 RW,2019-03-26,Africa,Sub-Saharan Africa,Rwanda,NoData,GATOVU /NYUNDO,-1.743285,29.3441483,32,28,60,4
0000058 RW,2019-03-26,Africa,Sub-Saharan Africa,Rwanda,NoData,GATOVU /NYUNDO,-1.743285,29.3441483,32,32,64,
000006,2018-10-12,Africa,Northern Africa,Sudan,Al Khartum,ديم ابوفريوة,15.625239,32.5413934,2,20,22,
000006,2018-10-15,Africa,Northern Africa,Sudan,Al Khartum,الفكي هاشم,15.880045,32.5791623,12,43,55,3
0000069,2019-09-05,Africa,Sub-Saharan Africa,Rwanda,Northern,Gataraga,-1.5305392,29.5674292,34,,34,8
000007,2018-10-15,Africa,Northern Africa,Sudan,Al Khartum,الفكي هاشم,15.880045,32.5791623,,,,
0000070,2019-09-05,Africa,Sub-Saharan Africa,Rwanda,Northern,Gataraga,-1.5305392,29.5674292,40,,40,4
00000Rw77,2019-05-06,Africa,Sub-Saharan Africa,Rwanda,Northern,Nyange/kabeza,-1.4505728,29.596264,300,30,330,24
00000Rw78,2019-05-06,Africa,Sub-Saharan Africa,Rwanda,Northern,Nyange/kabeza,-1.4505728,29.596264,36,30,66,12
000037,2018-12-23,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyoo,7.423,36.55378,,,,
000037,2018-12-03,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55753,,,,
000037,2018-12-20,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyo,7.423,36.55378,,,,
000037,2018-11-26,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2018-11-30,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2019-01-30,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2018-11-27,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000037,2018-12-29,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyoo,7.423,36.55378,,,,
000037,2018-11-24,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2019-02-09,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2019-02-12,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2018-12-19,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000037,2018-12-18,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyoo,7.423,36.55378,,,,
000037,2019-02-07,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyoo,7.423,36.55378,,,,
000037,2019-02-06,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyyo,7.423,36.55378,,,,
000037,2019-02-14,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2018-11-23,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyo,7.423,36.55378,,,,
000037,2018-11-28,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2018-11-27,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2018-12-26,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyoo,7.423,36.55378,,,,
000037,2018-12-14,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyoo,7.423,36.55378,3,,3,
000037,2018-12-07,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.423,36.60614,,,,
000037,2018-12-07,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyoo,7.423,36.55378,,,,
000037,2019-02-10,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2018-12-01,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyo,7.423,36.55378,,,,
000037,2018-12-06,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2019-02-08,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2018-12-13,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2018-12-10,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyoo,7.423,36.55378,,,,
000037,2019-02-11,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000037,2018-12-05,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2018-12-19,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyoo,7.423,36.55378,,,,
000037,2019-02-11,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2019-01-31,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000037,2018-12-24,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyoo,7.423,36.55378,,,,
000037,2018-11-21,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyo,7.423,36.55378,,,,
000037,2018-12-12,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyoo,7.423,36.55378,,,,
000037,2018-12-21,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyoo,7.423,36.55378,,,,
000037,2018-11-20,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyo,7.423,36.55378,,,,
000037,2018-12-10,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000037,2019-02-08,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.42,36.55753,,,,
000038,2018-12-27,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buuyyoo,7.40614,36.60753,,,,
000038,2019-02-09,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2019-02-07,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-12-03,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-12-20,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-11-24,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-12-21,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2019-02-15,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.423,36.55378,,,,
000038,2018-11-28,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-11-20,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-12-25,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-12-15,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-11-19,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.423,36.55378,6,2,8,
000038,2018-12-01,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.4614,36.60753,,,,
000038,2019-02-12,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.48614,36.60753,,,,
000038,2018-11-22,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2019-01-30,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-12-29,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2019-02-06,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2019-02-14,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.423,36.60753,,,,
000038,2019-02-10,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-11-27,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-12-12,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-12-02,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-12-26,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-12-17,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-11-29,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60758,,,,
000038,2018-11-30,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-11-22,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Buyyoo,7.423,36.55378,,,,
000038,2019-02-13,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-11-21,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.423,36.55378,1,,1,
000038,2018-12-18,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-11-23,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,2,,2,
000038,2018-11-26,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-12-05,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2019-02-08,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2019-02-09,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.423,36.5537,,,,
000038,2018-12-13,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000038,2018-11-19,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufi,7.423,36.55378,4,1,5,
00004,2018-10-12,Africa,Northern Africa,Sudan,Al Khartum,ديم ابوفريوة,15.625239,32.5413934,4,26,30,3
000040,2018-09-30,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Sombo daru,7.3238322,36.365766,3,,3,1
000045,2018-11-09,Africa,Sub-Saharan Africa,Ethiopia,Southern Nations Nationalities and People's Region,Kuti,7.122,36.23222,1,,1,1
000045,2018-11-09,Africa,Sub-Saharan Africa,Ethiopia,Southern Nations Nationalities and People's Region,Kuti,7.21333,36.02211,2,,2,
000046,2018-11-09,Africa,Sub-Saharan Africa,Ethiopia,Southern Nations Nationalities and People's Region,Kuti,7.122,36.23222,1,1,2,3
000046,2018-11-09,Africa,Sub-Saharan Africa,Ethiopia,Southern Nations Nationalities and People's Region,Kuti,7.21333,36.02211,3,,3,
000047,2018-11-08,Africa,Sub-Saharan Africa,Ethiopia,Southern Nations Nationalities and People's Region,Ceraba,7.1222,36.4123,2,,2,
000048,2018-12-14,Africa,Sub-Saharan Africa,Ethiopia,Oromia,Gufii,7.40614,36.60753,,,,
000048,2018-11-08,Africa,Sub-Saharan Africa,Ethiopia,Southern Nations Nationalities and People's Region,Ceraba,7.1222,36.4123,5,,5,
000051,2019-01-11,Africa,Sub-Saharan Africa,Kenya,Bungoma,Lukhokwe,0.78,34.84,,,,
000051,2019-01-11,Africa,Sub-Saharan Africa,Kenya,Bungoma,Lukhokhwe,0.78,34.84,3,,3,3
000051,2019-01-18,Africa,Sub-Saharan Africa,Kenya,Bungoma,Lukhokhwe,0.78,34.84,1,,1,
000052,2019-01-11,Africa,Sub-Saharan Africa,Kenya,Bungoma,Lukhokwe,0.78,34.84,,,,1
000052,2019-01-11,Africa,Sub-Saharan Africa,Kenya,Bungoma,Lukhokhwe,0.7924356,34.8327697,2,,2,1
000052,2019-01-18,Africa,Sub-Saharan Africa,Kenya,Bungoma,Lukhokhwe,0.79,34.83,2,,2,
000052,2019-01-11,Africa,Sub-Saharan Africa,Kenya,Bungoma,Lukhokhwe,0.79,34.8326054,,,,1
000052,2019-01-11,Africa,Sub-Saharan Africa,Kenya,Bungoma,Lukhokhwe,0.79,34.83,,,,1
000052,2019-01-11,Africa,Sub-Saharan Africa,Kenya,Bungoma,Lukhokhwe,0.78,34.84,,,,
00008,2018-12-06,Africa,Sub-Saharan Africa,Burundi,Ngozi,Cihonda,-2.82,30.135,1,,1,
000087,2019-05-23,Africa,Sub-Saharan Africa,Burundi,Ngozi,Kigufi,-2.88,29.13,,,,
000087,2019-05-16,Africa,Sub-Saharan Africa,Burundi,Ngozi,Kigufi,-2.88,29.13,23,,23,
000088,2019-05-16,Africa,Sub-Saharan Africa,Burundi,Ngozi,Kigufi,-2.88,29.13,,,,
000092,2019-02-08,Africa,Sub-Saharan Africa,United Republic of Tanzania,Mbeya,Ikukwa,-8.7060464,33.2864982,,,,
000165,2019-01-31,Africa,Sub-Saharan Africa,Rwanda,Eastern,rubona,-2.0381817,30.3982983,4,2,6,1
000180,2018-08-20,Africa,Sub-Saharan Africa,Ethiopia,NoData,gara huda,8.98027927,36.68455861,34,,34,3
000181,2018-08-15,Africa,Sub-Saharan Africa,Ethiopia,NoData,gara huda,8.98805386,36.6875702,12,,12,1
000181,2018-08-10,Africa,Sub-Saharan Africa,Ethiopia,NoData,gara huda,8.98771007,36.68721609,34,1,35,5
000182,2018-08-15,Africa,Sub-Saharan Africa,Ethiopia,NoData,gara huda,8.98805386,36.6875702,9,,9,
000182,2018-08-10,Africa,Sub-Saharan Africa,Ethiopia,NoData,gara huda,8.98771007,36.68721609,56,3,59,6
000182,2018-08-20,Africa,Sub-Saharan Africa,Ethiopia,NoData,gara huda,8.98027927,36.68455861,28,3,31,2
000225,2018-09-20,Africa,Sub-Saharan Africa,Ethiopia,NoData,Shishedaki,7.2933368,35.9731936,2,,2,8
0002335,2019-03-20,Africa,Sub-Saharan Africa,Cape Verde,Santa Cruz,Chã de Vaca,15.06227737,-23.60029713,1000,,1000,18
0002353,2019-03-20,Africa,Sub-Saharan Africa,Cape Verde,Santa Cruz,Polon Cabral,15.0647724,-23.57441909,1000,,1000,34
0002363,2019-03-20,Africa,Sub-Saharan Africa,Cape Verde,Santa Cruz,Serrado,15.06978452,-23.5770373,165,,165,
0002378,2019-03-20,Africa,Sub-Saharan Africa,Cape Verde,Santa Catarina,Puerto Grande Órgãos Pequeno,15.05043591,-23.57848523,1000,,1000,60
000421,2019-02-22,Africa,Sub-Saharan Africa,Cape Verde,Porto Novo,Lagoa de Ribeira das Patas,17.0283139,-25.1847193,4,,4,
001,2018-11-19,Africa,Sub-Saharan Africa,Uganda,Soroti,Abeko,2.0099008,33.6645044,8,2,10,
001,2018-12-27,Africa,Sub-Saharan Africa,Zambia,NoData,FTC,-15.75446,26.451175,,,,
001,2019-01-21,Asia,South-eastern Asia,Thailand,Chaiyaphum,Nanongthum,16.049640448254614,102.18379247996101,3,,3,
001/MKN,2019-06-24,Africa,Sub-Saharan Africa,Uganda,Mukono,Magonga,0.5151598,32.8248922,2,2,4,
001727,2018-12-12,Africa,Sub-Saharan Africa,Cape Verde,Brava,Cachaço,14.83579244,-24.6933873,23,21,44,2
002,2019-05-01,Africa,Sub-Saharan Africa,Ghana,Eastern,Obodanse/Est Ak,6.2179783,-0.333095,6,4,10,12
002,2018-11-19,Africa,Sub-Saharan Africa,Uganda,Soroti,Abeko,2.0099008,33.6645044,4,1,5,
003,2019-07-26,Africa,Sub-Saharan Africa,Kenya,Kiambu,Ruthiruini,-1.1689039,36.8371759,5,1,6,4
003,2019-05-01,Africa,Sub-Saharan Africa,Ghana,Eastern,Agortime/Est AK,6.20891,-0.33657,12,15,27,18
0033,2019-07-26,Africa,Sub-Saharan Africa,Kenya,Kiambu,Ruthiruini,-1.1689039,36.8371759,5,1,6,4
007,2018-10-11,Africa,Sub-Saharan Africa,Uganda,Kayunga,Jjiira,1.1225141,32.7420352,,,,
01,2019-01-24,Africa,Sub-Saharan Africa,Zambia,Eastern,Chijemu,-12.2953718,33.1807953,,,,
01,2019-01-24,Africa,Sub-Saharan Africa,Zambia,Eastern,Nkhanga,-12.1573467,33.0447783,,,,3
01,2019-01-03,Africa,Sub-Saharan Africa,Zambia,Eastern,Lundazi/kakumba,-12.2986578,33.1657774,,,,2
01,2019-01-02,Africa,Sub-Saharan Africa,Zambia,Eastern,lundazi/nkhanga,-12.15622,33.059835,,,,1
01,2019-01-02,Africa,Sub-Saharan Africa,Zambia,Eastern,lundazi / lumezi,-12.5490607,33.0322205,,,,5
01,2019-01-15,Africa,Sub-Saharan Africa,Zambia,Eastern,nkhanga,-12.1669111,33.1616852,,1,1,3
01,2019-01-04,Africa,Sub-Saharan Africa,Zambia,Eastern,Lundazi/Kachule,-12.289372,33.2268541,,1,1,12
01,2019-02-01,Africa,Sub-Saharan Africa,Zambia,Eastern,nkhanga,-12.1636298,33.172226,2,1,3,2
01,2019-01-11,Africa,Sub-Saharan Africa,Zambia,Eastern,Chimwala,-12.4081748,33.3514323,2,,2,4
01,2019-01-18,Africa,Sub-Saharan Africa,Zambia,Eastern,nkhanga,-12.1669111,33.1616852,1,1,2,
01,2019-01-08,Africa,Sub-Saharan Africa,Zambia,Central,Shimbilo,-14.7719682,28.0619688,,,,
01,2018-12-30,Africa,Sub-Saharan Africa,Zambia,Eastern,lundazi,-12.1669111,33.1616852,,,,
01,2019-01-08,Africa,Sub-Saharan Africa,Zambia,Eastern,lundazi/nkhanga,-12.1669111,33.1616852,,,,
01,2019-02-08,Africa,Sub-Saharan Africa,Zambia,Eastern,nkhanga,-12.1575333,33.0449533,3,1,4,1
01,2019-02-13,Africa,Sub-Saharan Africa,Zambia,Eastern,Kalungwe,-12.2923706,33.1693708,4,3,7,6
01,2018-08-09,Africa,Sub-Saharan Africa,Ghana,NoData,Residency VR,6.60612,0.40412,3,3,6,1
01.00007,2018-06-26,Africa,Sub-Saharan Africa,United Republic of Tanzania,Iringa,Sadani,-7.775518,35.6988762,10,5,15,3
010,2018-07-30,Africa,Sub-Saharan Africa,Kenya,NoData,Simboiyon,0.0740275,36.2218897,1,1,2,
0165,2019-10-29,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kagumo,-0.3686381,37.6413156,,,,3
0165,2020-01-02,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kiandogo,-0.3688288,37.6414301,,,,3
0165,2019-11-09,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kiandogo,-0.3687958,37.6414261,,,,16
0165,2020-01-02,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kiandogo,-0.3687659,37.6414074,4,,4,
0166,2020-02-17,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kagumo,-0.3687095,37.6414117,9,,9,3
0166,2020-01-02,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kagumo,-0.3688036,37.641469,,,,2
0166,2019-11-09,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kagumo,-0.3687416,37.641391,1,,1,8
0166,2020-05-05,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kagumo,-0.3687417,37.6415052,6,,6,8
0166,2019-11-17,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kagumo,-0.3687737,37.6413982,,,,5
0166,2020-03-18,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kagumo,-0.3687638,37.6414017,5,,5,7
0166,2019-10-25,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kagumo,-0.3685781,37.6413024,1,,1,2
0166,2020-01-06,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kagumo,-0.3687824,37.6414119,1,,1,6
0166,2019-10-25,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kagumo,-0.3687226,37.641139,,,,4
0166,2020-01-24,Africa,Sub-Saharan Africa,Kenya,Tharaka-Nithi,Kagumo,-0.3691137,37.6410582,2,,2,1
02,2019-01-29,Africa,Sub-Saharan Africa,Zambia,Western,Sioma/kaanja camp,-16.4650467,23.39394,,,,1
023,2019-03-15,Africa,Sub-Saharan Africa,Kenya,Bomet,Menet,-0.7650903,35.4414548,12,3,15,1
023,2019-05-13,Africa,Sub-Saharan Africa,Kenya,Bomet,Menet,-0.7643163,35.4410634,16,2,18,
